question,choice_A,choice_B,choice_C,choice_D,answer,category,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
Which of the following represents the simplified sequence of the phosphorus cycle in a terrestrial ecosystem?, Rock minerals → Soil → Producers → Consumers → Decomposers, Soil → Producers → Rock minerals → Consumers → Decomposers, Rock minerals → Decomposers → Producers → Consumers, None of the other choices,A,,val,-2.425523519515991,-0.026364386081695557,-8.9375,-7.729166507720947,-6.153124809265137,-5.4765625,-4.5380859375,-3.938281297683716,-3.6452414989471436,-3.136568546295166,-2.7460286617279053,-2.424818992614746,-1.5234375,-0.9140625,-0.633544921875,-0.5121663212776184,-0.325775146484375,-0.1785888671875,-0.12346857041120529,-0.02694936841726303,0.08185221254825592,0.2206600457429886
What solutions does the electrometer in a dissolved oxygen analyzer contain?, Potassium hydroxide solution, Magnesium hydroxide solution, Calcium oxide solution, Calcium hydroxide solution,A,,val,-4.783320903778076,-0.06463947167267671,-12.5,-11.875,-11.25,-9.7265625,-7.958333492279053,-7.220982074737549,-6.59765625,-6.0703125,-5.616406440734863,-4.787435054779053,-2.796875,-2.390625,-2.046875,-1.833984375,-1.376312255859375,-1.1748133897781372,-0.9954910278320312,-0.8301934003829956,-0.6928771734237671,-0.4527231752872467
Who first used the term regression?, Pearson, Spearman, Galton, Newton,C,,val,-4.13355016708374,-0.09612907365311024,-11.9375,-11.9375,-11.9375,-9.125,-7.427083492279053,-7.427083492279053,-6.037109375,-6.037109375,-4.942968845367432,-4.138020992279053,-4.96875,-4.96875,-4.96875,-3.078125,-2.0609538555145264,-2.0609538555145264,-1.49713134765625,-1.49713134765625,-1.134423851966858,-0.8294677734375
The concept that an individual needs to recognize or map out common traits between situations to solve problems originates from which theory of intelligent behavior?, Guilfords, None of the other choices, Gardners, Thurstones,B,,val,-4.071739196777344,-0.03283660642562374,-10.15625,-8.96875,-8.294642448425293,-7.449999809265137,-6.826822757720947,-6.1270833015441895,-5.671875,-4.990429878234863,-4.597123622894287,-4.074013710021973,-3.234375,-2.549999952316284,-2.200892925262451,-1.8371093273162842,-1.57861328125,-1.2326496839523315,-1.0397231578826904,-0.8095458745956421,-0.6821510791778564,-0.5049804449081421
When does terminalisation of chiasmata occur?, Pachytene, Zygotene, Leptotene, Diakinesis,D,,val,-4.376184463500977,-0.08256951817926371,-10.4375,-10.4375,-9.46875,-8.8125,-7.8203125,-7.099999904632568,-6.296875,-5.578125,-4.914306640625,-4.375813961029053,-1.9921875,-1.9921875,-1.625,-1.453125,-1.14306640625,-0.9507812261581421,-0.7884114384651184,-0.6439732313156128,-0.5340576171875,-0.4206814169883728
"P can complete a project in 12 days, working 8 hours each day. Q can complete the same project in 8 days, working 10 hours each day. How many days will it take for P and Q to complete the project if they collaborate, working 8 hours a day?",6  6/11,5  6/11,6  5/11,5  5/11,D,,val,-0.9963809251785278,-0.007326330332195058,-5.666666507720947,-3.9479167461395264,-3.0240886211395264,-2.419921875,-1.9811197519302368,-1.6712104082107544,-1.4421736001968384,-1.2657241821289062,-1.1256662607192993,-0.9966413378715515,-2.0026042461395264,-1.1801605224609375,-0.7708638310432434,-0.5558395385742188,-0.406585693359375,-0.2974531352519989,-0.2097589373588562,-0.13503646850585938,-0.06201737001538277,0.03206146880984306
Which system model creates graphical representations of software systems using a series of diagram types?, UML, XMI, SysML, None of the mentioned,C,,val,-4.001955986022949,-0.047081835129681754,-9.25,-7.885416507720947,-7.609375,-7.151041507720947,-6.8526787757873535,-5.996527671813965,-5.598437309265137,-4.906900882720947,-4.58713960647583,-4.001148700714111,-1.8984375,-1.3333333730697632,-1.12451171875,-0.8837890625,-0.7689034342765808,-0.572265625,-0.466796875,-0.2786458432674408,-0.19591346383094788,-0.01328125037252903
_______ jobs are geared for scalability but fall short on latency., Mapreduce, Drill, None of the other choices, Oozie,A,,val,-5.100927352905273,-0.07728677807432233,-10.6875,-9.96875,-9.645833015441895,-9.40625,-8.296875,-7.745535850524902,-7.181640625,-6.548611164093018,-6.003125190734863,-5.10009765625,-2.234375,-2.2109375,-2.109375,-1.951171875,-1.6484375,-1.5100446939468384,-1.319000244140625,-1.1116807460784912,-0.9352782964706421,-0.64495849609375
What structure passes through the Foramen Rotundum?, Optic Nerve., None of the other choices, Maxillary Nerve., Facial Nerve.,C,,val,-2.8028783798217773,-0.04917330490915399,-9.6875,-8.90625,-8.166666984558105,-6.78515625,-5.500781059265137,-4.625,-3.983677387237549,-3.5001220703125,-3.1128742694854736,-2.8019027709960938,-2.265625,-2.0703125,-1.3621419668197632,-1.0029296875,-0.781445324420929,-0.63232421875,-0.4967913031578064,-0.3912353515625,-0.2950303852558136,-0.21162109076976776
"Hezbollah is a Muslim entity perceived as both a political organization and a terrorist group, as well as a(n):", ally, None of the other choices, force multiplier, religious group,B,,val,-3.4342727661132812,-0.03434272766113281,-11.46875,-9.8359375,-8.109375,-7.14453125,-6.074573993682861,-5.385817527770996,-4.855729103088379,-4.364659786224365,-3.9598066806793213,-3.4332261085510254,-3.09375,-2.875,-2.1901042461395264,-1.7275390625,-1.2977184057235718,-1.082444429397583,-0.8965820074081421,-0.7399758696556091,-0.5964998006820679,-0.3871404528617859
Who authored Dialectic of Enlightenment?, Max Horkheimer and Theodor Adorno, None of the other choices, Jean Baudrillard and Pierre Bourdieu, Jean Baudrillard and Max Horkheimer,A,,val,-4.333263397216797,-0.09027632077534993,-10.9375,-10.9375,-9.1875,-9.1875,-7.927083492279053,-6.9609375,-6.9609375,-5.853125095367432,-4.977213382720947,-4.3270087242126465,-6.125,-6.125,-3.87890625,-3.87890625,-2.9583332538604736,-2.10546875,-2.10546875,-1.564062476158142,-1.1979166269302368,-0.8939732313156128
Which philosopher held the belief that matter is continuous and not composed of atoms?, Democritus, Lavoisier, Aristotle, Dalton,C,,val,-2.8425729274749756,-0.036916531525649034,-7.71875,-7.1875,-6.390625,-6.125,-5.1964287757873535,-4.66796875,-4.24913215637207,-3.5877130031585693,-3.31201171875,-2.8434054851531982,-1.3125,-0.95703125,-0.7216796875,-0.630859375,-0.4529854953289032,-0.370361328125,-0.283203125,-0.15287642180919647,-0.0890299454331398,0.0294363833963871
What is the disorder called when the body is unable to distinguish between its own cells and foreign substances?, Active immunity, Autoimmunity, Passive immunity, Immunodeficiency,B,,val,-2.1684072017669678,-0.02356964349746704,-13.0625,-7.098958492279053,-5.390625,-4.549107074737549,-3.9869792461395264,-3.510653495788574,-3.079927921295166,-2.716536521911621,-2.417451858520508,-2.1663312911987305,-3.0,-1.0768228769302368,-0.589062511920929,-0.3258928656578064,-0.1712239533662796,-0.06214488670229912,0.03455528989434242,0.11223958432674408,0.1829044073820114,0.28947368264198303
What is the term for the hypothetical pressure assumed to be acting on the piston during the entire power stroke?, brake power, indicated power, mean effective pressure, none of the mentioned,A,,val,-3.2503514289855957,-0.03652080257287186,-7.828125,-7.4609375,-7.03125,-6.4296875,-5.793749809265137,-5.055338382720947,-4.4500555992126465,-3.983642578125,-3.5944011211395264,-3.247692823410034,-1.640625,-1.328125,-1.1256510019302368,-0.86920166015625,-0.6923828125,-0.5478515625,-0.4215959906578064,-0.30712890625,-0.1968315988779068,-0.09453125298023224
In welche der folgenden beiden Kategorien können organisatorische Prozessressourcen unterteilt werden?, Vorlagen sowie Prozesse und Verfahren, Projektdateien und Unternehmenswissensbasis, Wissensbasis des Unternehmens sowie Prozesse und Verfahren, Standards sowie Prozesse und Verfahren,C,,val,-3.7938852310180664,-0.04036048118104326,-12.1875,-9.625,-9.0390625,-7.65625,-6.751953125,-6.4375,-5.478338241577148,-5.040283203125,-4.334263324737549,-3.793590545654297,-2.1875,-1.29296875,-1.09375,-0.75439453125,-0.54351806640625,-0.4560004472732544,-0.3214222192764282,-0.2619222104549408,-0.1232212632894516,-0.000152587890625
Patients using heparin will show elevated levels of ________ on their blood test., mean cell volume, partial thromboplastin time, hemoglobin, thrombocytes,B,,val,-2.864241123199463,-0.039236179769855654,-7.625,-7.166666507720947,-6.8359375,-5.53125,-5.078125,-4.425347328186035,-4.140625,-3.56494140625,-3.296273946762085,-2.862320899963379,-1.8515625,-1.5208333730697632,-1.1702880859375,-0.7313639521598816,-0.5934012532234192,-0.4061957597732544,-0.329833984375,-0.1941324919462204,-0.13202373683452606,-0.0011393228778615594
"Which work is Gilbert and Gubar’s The Madwoman in the Attic a ""rewrite"" of?", Adam Bede, Wuthering Heights, Pamela, Jane Eyre,D,,val,-3.300694227218628,-0.03929397889545986,-10.6875,-8.9921875,-7.786458492279053,-7.04296875,-6.189062595367432,-5.443359375,-4.6932196617126465,-4.120819091796875,-3.668182373046875,-3.301769733428955,-2.50390625,-1.45947265625,-1.00048828125,-0.72869873046875,-0.547119140625,-0.4124755859375,-0.305419921875,-0.221343994140625,-0.1279568076133728,-0.0206298828125
"If possessing a gene for Parkinson’s disease ensures its development, how can the presence of this gene be described?", None of the other choices, necessary cause., contributory cause., sufficient cause.,D,,val,-3.3827667236328125,-0.03221682593936012,-12.09375,-10.2421875,-8.453125,-7.060546875,-6.064062595367432,-5.369791507720947,-4.8191962242126465,-4.35302734375,-3.933702230453491,-3.386131763458252,-3.71875,-2.533203125,-1.7305094003677368,-1.303253173828125,-1.0096924304962158,-0.7990925908088684,-0.6190882921218872,-0.4743194580078125,-0.3489176332950592,-0.1774204820394516
Who is the author of the book titled ‘Social Reality of Crime’?, William Chambliss, Karl Marx, Richard Quinney, None of the above,C,,val,-2.7430851459503174,-0.039186930656433104,-7.625,-7.1875,-6.6015625,-6.0625,-4.949776649475098,-4.48828125,-4.129340171813965,-3.4650213718414307,-3.19482421875,-2.7448208332061768,-3.671875,-2.5625,-1.51953125,-1.2664062976837158,-0.9126673936843872,-0.7718505859375,-0.6392143964767456,-0.4285333752632141,-0.3374837338924408,-0.15478515625
How does the formation of HBr proceed?," Transition complexes, non chain reaction mechanism"," Free radical, chain reaction mechanism"," Molecular intermediates, non chain reaction mechanism"," Free radical, non chain reaction mechanism",B,,val,-3.4041759967803955,-0.07400382601696512,-7.59375,-7.59375,-6.71875,-6.197916507720947,-5.875,-5.875,-5.017187595367432,-4.42578125,-3.877232074737549,-3.40234375,-0.6484375,-0.6484375,-0.4912109375,-0.3997395932674408,-0.3028717041015625,-0.3028717041015625,-0.19249267876148224,-0.0868428573012352,0.01373291015625,0.10478973388671875
The use of the word-association test demonstrated that it was feasible to, systematically study creative illness., systematically study the unconscious mind., probe the ultimate meanings of dreams., segregate neurotic and psychotic individuals from normal individuals.,B,,val,-3.553805112838745,-0.05076864446912493,-9.0625,-8.8125,-8.395833015441895,-6.862500190734863,-6.200520992279053,-5.71875,-4.8671875,-4.540625095367432,-4.178267002105713,-3.557457447052002,-2.828125,-2.12890625,-1.47265625,-0.9281250238418579,-0.751953125,-0.6051897406578064,-0.3485243022441864,-0.24296875298023224,-0.11931817978620529,0.15444710850715637
"Which of the following French possessions was not integrated into India on November 1, 1954?", Yanam, Karikal, Mahe, Chandranagore,A,,val,-3.0360183715820312,-0.03411256597283181,-11.21875,-9.6875,-8.333333015441895,-6.91015625,-5.940625190734863,-5.182942867279053,-4.528878211975098,-3.981231689453125,-3.541558265686035,-3.036242723464966,-2.609375,-2.484375,-2.0904948711395264,-1.74072265625,-1.3850829601287842,-1.13543701171875,-0.9397495985031128,-0.7663726806640625,-0.6085205078125,-0.358828604221344
Under which conditions is an SQL view considered updatable?, query does not have group by or having clause, from clause has 1 relation," select clause contains relation attribute names but not have expressions, aggregates, or distinct specification", All of the mentioned,D,,val,-3.4844067096710205,-0.054443854838609695,-9.5,-7.671875,-6.947916507720947,-6.2109375,-5.734375,-5.158854007720947,-4.6473212242126465,-4.1904296875,-3.801215171813965,-3.4859375953674316,-1.421875,-1.18359375,-0.98046875,-0.764404296875,-0.591992199420929,-0.4178059995174408,-0.2897600531578064,-0.1695556640625,-0.0743272602558136,0.02685546875
How are the address and data buses eliminated in external memory types of microcontrollers?, Through multiplexing by external latch & DLE signal, Through demultiplexing by external latch & DLE signal, Through demultiplexing by external latch & ALE signal, Through multiplexing by external latch & ALE signal,D,,val,-4.592784404754639,-0.05670104203400789,-10.6875,-10.1875,-9.953125,-8.432291984558105,-7.830357074737549,-6.802083492279053,-6.423437595367432,-5.5703125,-5.214242935180664,-4.592968940734863,-3.046875,-2.78125,-2.5703125,-2.09375,-1.7983224391937256,-1.3406982421875,-1.158776879310608,-0.878082275390625,-0.7264028787612915,-0.4769449830055237
What effects of medicines are typically documented during drug proving?, Curative actions, Counter actions, None of the other choices, Secondary actions,C,,val,-5.823291778564453,-0.08201819406428808,-14.6875,-12.5,-11.6875,-9.96875,-8.806249618530273,-8.010416984558105,-7.424107074737549,-6.912109375,-6.378472328186035,-5.825390815734863,-4.5625,-3.4765625,-2.7838542461395264,-2.345703125,-2.0625,-1.810546875,-1.5652902126312256,-1.30859375,-1.1002603769302368,-0.9175781011581421
Which compound does not produce effervescence when reacting with NaHCO3?, C6H5COO, Picric acid, CH3COOH, None of the other choices,D,,val,-2.133608102798462,-0.02807379082629555,-8.5,-6.5625,-5.9140625,-5.080729007720947,-4.11474609375,-3.696180582046509,-3.0843393802642822,-2.8461101055145264,-2.440761089324951,-2.136228561401367,-2.046875,-1.0950521230697632,-0.92822265625,-0.7220051884651184,-0.558349609375,-0.4888237714767456,-0.3837446868419647,-0.3172607421875,-0.202880859375,-0.101837158203125
Who introduced the concept that the unconscious is structured 'like a language'?, None of the other choices, Carl Jung, Ferdinand de Saussure, Jaques Lacan,D,,val,-3.3350777626037598,-0.04446770350138347,-8.125,-7.640625,-7.427083492279053,-6.587500095367432,-5.981770992279053,-5.441964149475098,-4.60850715637207,-4.23828125,-3.897017002105713,-3.3330078125,-2.953125,-2.515625,-2.1640625,-1.5910155773162842,-1.2996419668197632,-1.0654296875,-0.7160373330116272,-0.58935546875,-0.4697265625,-0.19493690133094788
"Who is the author of the book ""Elementary Forms of Religious Life""?", E.B. Tylor, None of the other choices, Mircea Eliade, Max Weber,B,,val,-2.8365771770477295,-0.04110981416011202,-9.6875,-9.28125,-7.6796875,-6.787499904632568,-5.2276787757873535,-4.7314453125,-4.27039909362793,-3.5804331302642822,-3.2993977069854736,-2.8344552516937256,-1.828125,-1.8046875,-1.3369140625,-1.0437500476837158,-0.6642020344734192,-0.5323486328125,-0.4050564169883728,-0.21706320345401764,-0.1436360627412796,0.011369978077709675
"How should an IPS appliance be correctly deployed in a network to ensure that identified threat traffic is blocked, and all traffic is halted if the IPS fails?", Promiscuous; fail closed, Promiscuous; fail open, Inline; fail open, Inline; fail closed,D,,val,-3.5403947830200195,-0.029019629369016555,-11.53125,-10.5,-8.275390625,-6.9446024894714355,-5.994419574737549,-5.310661792755127,-4.788671970367432,-4.3430705070495605,-3.906400203704834,-3.5408809185028076,-5.078125,-3.1875,-2.3388671875,-1.6842151880264282,-1.2394670248031616,-0.9322724938392639,-0.708447277545929,-0.5323114991188049,-0.37353515625,-0.22982893884181976
What principle does a Carnot engine follow?, Isothermal process, Isoentropic process, Isothermal and Isoentropic process, None of the mentioned,A,,val,-3.159548282623291,-0.06195192711026061,-9.25,-9.25,-9.0,-7.067708492279053,-5.69921875,-5.69921875,-4.7734375,-4.151041507720947,-3.6124441623687744,-3.1619491577148438,-2.125,-2.125,-1.2470703125,-0.8015950322151184,-0.5628662109375,-0.5628662109375,-0.3592773377895355,-0.1861165314912796,-0.0495954230427742,0.05816650390625
Which compound produces the most stable carbonium ion upon dehydration?, CH3CH OH CH2 CH3, (CH3)3COH, CH3CH2CH2CH2OH, (CH3)2CHCH2OH,B,,val,-3.35945725440979,-0.04731629935788437,-7.15625,-6.609375,-6.25,-5.8828125,-5.368750095367432,-5.0234375,-4.683035850524902,-4.32421875,-4.00868034362793,-3.3641245365142822,-1.3125,-1.21484375,-0.9485676884651184,-0.798828125,-0.6390625238418579,-0.50244140625,-0.4002511203289032,-0.2784423828125,-0.1776258647441864,0.03790837898850441
You can back up MongoDB by copying its data files directly. Can you identify the correct statement?, The mechanics of snapshots depend on the underlying storage system," If your storage system does not support snapshots, you can copy the files directly using cp, rsync, or a similar tool"," To get a consistent snapshot of a sharded system, you must disable the balancer", All of the mentioned,A,,val,-3.512967348098755,-0.038184427696725594,-9.125,-8.135416984558105,-7.193749904632568,-6.330357074737549,-5.68055534362793,-5.389062404632568,-4.876302242279053,-4.365513324737549,-3.901123046875,-3.509168863296509,-2.171875,-1.875,-1.564062476158142,-1.2533482313156128,-1.0169271230697632,-0.923144519329071,-0.7378438115119934,-0.5590558648109436,-0.40494537353515625,-0.2659844160079956
Who identified the six features of the caste system?, Karve, Ghurye, Srinivas, Dubey,B,,val,-3.786332845687866,-0.07011727492014568,-9.5,-9.5,-9.0625,-8.15625,-7.6796875,-6.401562690734863,-5.50390625,-4.795200824737549,-4.251953125,-3.784532308578491,-2.09375,-2.09375,-1.2734375,-0.78125,-0.4912109375,-0.28515625,-0.138671875,-0.0340401791036129,0.0498046875,0.1614583283662796
Why would it be unethical to destroy species?, it may still have certain unknown values, it is a product of long evolutionary history, it forms a part of rich biological diversity, all of the above,D,,val,-4.13353967666626,-0.07799131465408038,-8.875,-8.875,-8.046875,-7.364583492279053,-6.6484375,-6.6484375,-6.131249904632568,-5.381510257720947,-4.6941962242126465,-4.135009765625,-1.6484375,-1.6484375,-1.62109375,-1.3424478769302368,-1.1904296875,-1.1904296875,-0.9652343988418579,-0.7467448115348816,-0.5853794813156128,-0.41845703125
"You predict that a tablet of PEPCID AC can neutralize more stomach acid than a tablet of Alka-Seltzer. If you were to place one tablet of each antacid in separate beakers containing acid with an initial pH of 2, which of the following experimental outcomes would support your prediction?"," After 1 hour, the pH of the solution in the PEPCID AC beaker was 7.9 and the pH of the solution in the Alka-Seltzer beaker was 9.6."," After 1 hour, the pH of the solution in the PEPCID AC beaker was equal to that of the pH of the solution in the Alka-Seltzer beaker."," After 1 hour, the pH of the solution in the PEPCID AC beaker was 9.2 and the pH of the solution in the Alka-Seltzer beaker was 8.3.", It took 3 minutes for the PEPCID AC tablet to fully dissolve and it took 5 minutes for the Alka-Seltzer tablet to fully dissolve.,C,,val,-2.4634053707122803,-0.012504595790417666,-10.067708015441895,-7.669270992279053,-6.423611164093018,-5.503255367279053,-4.697525978088379,-4.051974773406982,-3.5391323566436768,-3.12152099609375,-2.7816884517669678,-2.4635438919067383,-2.47265625,-1.7418619394302368,-1.2960883378982544,-0.9626820683479309,-0.7424113154411316,-0.5762770175933838,-0.4379156231880188,-0.32600656151771545,-0.22424542903900146,-0.10796418786048889
"It has been identified as cultural property on the UNESCO World Heritage list, described as ""an expression of the astrological skills and cosmological concepts of the court of a scholarly prince at the end of the Mughal period.""", None of the other choices, Agra Fort, Red Fort, Hawa Mahal,A,,val,-2.9436113834381104,-0.017948849899012867,-10.421875,-8.6015625,-7.039663314819336,-6.190257549285889,-5.262784004211426,-4.699819564819336,-4.209374904632568,-3.6764509677886963,-3.3194360733032227,-2.943817377090454,-2.388671875,-1.7451171875,-1.235576868057251,-0.9644272923469543,-0.7255526185035706,-0.5903038382530212,-0.46647948026657104,-0.3320382237434387,-0.2371857464313507,-0.11577259749174118
What is the role of a transaction coordinator in distributed systems?, starts the execution of transaction, coordinates the termination of the transaction, breaks the transaction into number of sub transactions, all of the mentioned,A,,val,-2.1882307529449463,-0.03266016049171561,-8.625,-6.4375,-5.411458492279053,-4.828125,-4.315625190734863,-3.7389323711395264,-3.30078125,-2.96533203125,-2.6595051288604736,-2.190248727798462,-0.3125,-0.25927734375,-0.1593424528837204,-0.0496826171875,0.03017578087747097,0.091552734375,0.1412527859210968,0.17926025390625,0.2196723073720932,0.3047318756580353
"In baseball, a strike happens if either (1) the batter swings at the ball and misses or (2) the batter refrains from swinging at the ball when it passes through the strike zone. What kind of concept does the notion of a strike exemplify?", conjunctive, disjunctive, prototypical, natural,B,,val,-2.049882173538208,-0.013056574353746547,-9.199999809265137,-6.931250095367432,-5.615624904632568,-4.678124904632568,-3.837740421295166,-3.318674325942993,-2.9111328125,-2.589176893234253,-2.31496524810791,-2.0484426021575928,-2.6703124046325684,-1.822265625,-1.249731421470642,-0.9101012945175171,-0.6488084197044373,-0.4924355745315552,-0.3644171953201294,-0.2611917555332184,-0.17569367587566376,-0.07789729535579681
Another term for exploratory learning is:, None of the other choices, Reinforcement learning, Active learning, Unsupervised learning,D,,val,-3.4132838249206543,-0.06965885356980928,-11.1875,-11.1875,-8.328125,-8.328125,-7.15625,-5.7109375,-5.7109375,-4.659375190734863,-3.93359375,-3.413783550262451,-1.4140625,-1.4140625,-0.5087890625,-0.5087890625,-0.201171875,-0.03857421875,-0.03857421875,0.08476562798023224,0.1715494841337204,0.2541852593421936
What characteristics of molecular sieves make them suitable for exclusion-based separation?, Large inner surface area, Variable framework charge, Ability to distinguish materials on the basis of their size, High thermal stability,C,,val,-3.4352598190307617,-0.041388672518442915,-11.4375,-10.1875,-9.385416984558105,-7.762499809265137,-6.735677242279053,-5.9988837242126465,-4.882378578186035,-4.453515529632568,-4.053422451019287,-3.430880069732666,-2.59375,-2.10546875,-1.8177083730697632,-1.25439453125,-1.0306802988052368,-0.8609793782234192,-0.5933701992034912,-0.46293944120407104,-0.3551580309867859,-0.17882362008094788
What is the overall resistance when heat transfer occurs through a series of flat plates?, Logarithmic mean of resistances, Sum of the resistances, None of the other choices, Average of resistances,B,,val,-3.389294385910034,-0.042902460581139674,-10.3125,-8.770833015441895,-8.09375,-6.854166507720947,-6.265625,-5.2265625,-4.81640625,-4.159830570220947,-3.868690013885498,-3.3899738788604736,-4.125,-2.1666667461395264,-1.8427734375,-1.427734375,-1.1668527126312256,-0.7934027910232544,-0.657421886920929,-0.4388020932674408,-0.3470552861690521,-0.19817708432674408
"After configuring VTP, if you're not receiving updates as expected, what command can you use to check the number of VTP advertisements being sent?", None of the other choices, show vtp counters, showvtp status, showvtp statistics,B,,val,-2.7529520988464355,-0.02294126749038696,-7.328125,-6.643750190734863,-6.09765625,-5.497159004211426,-4.872767925262451,-4.3359375,-3.844921827316284,-3.4215352535247803,-3.064227819442749,-2.752657175064087,-2.15234375,-1.5359375476837158,-1.23388671875,-0.9398526549339294,-0.7122279405593872,-0.5314510464668274,-0.38532716035842896,-0.26492443680763245,-0.15532977879047394,-0.05291958525776863
"The statement ""Destiny of India is being shaped in her classrooms"" is found in which document?", National Policy on Education (1986), National Knowledge Commission (2005), University Education Commission (1948-49), Education Commission (1964-66),D,,val,-3.5742411613464355,-0.0410832317396142,-12.625,-9.3125,-7.84375,-6.9910712242126465,-6.263888835906982,-5.598011493682861,-4.974759578704834,-4.441666603088379,-3.9680607318878174,-3.5731394290924072,-2.703125,-1.4270833730697632,-1.1179687976837158,-0.8797432780265808,-0.6905924677848816,-0.5215287804603577,-0.37729117274284363,-0.2603190243244171,-0.15363626182079315,-0.02151007391512394
"Given a solid model of a monolith with rectangular dimensions 1.000 units x 4.000 units x 9.00 units, which of the following options best represents its total surface area (in square units)?", 1.00 x 10^2 units^2., 1.0 x 10^2 units^2., 9.80 x 10^1 units^2., 9.8 x 10^1 units^2.,C,,val,-2.1892364025115967,-0.015637402875082834,-8.21875,-6.4375,-5.4441962242126465,-4.693256378173828,-4.125,-3.5985991954803467,-3.1323816776275635,-2.7464818954467773,-2.4375264644622803,-2.1895387172698975,-8.67578125,-4.540364742279053,-3.10546875,-2.30718994140625,-1.807177186012268,-1.473235011100769,-1.2186691761016846,-1.009995698928833,-0.8364077210426331,-0.6703042984008789
The genes of the Tobacco Mosaic Virus are ______., Double-stranded DNA, None of the other choices, Single-stranded RNA, Double-stranded RNA,C,,val,-3.4034862518310547,-0.06545165868905875,-11.1875,-10.28125,-8.427083015441895,-6.953125,-6.025000095367432,-5.354166507720947,-4.7488837242126465,-4.24658203125,-3.7791340351104736,-3.4038329124450684,-1.2578125,-1.068359375,-0.9635416865348816,-0.78125,-0.6537109613418579,-0.5193684697151184,-0.4202008843421936,-0.29638671875,-0.1792534738779068,-0.06601562350988388
"Assertion: Lysosomes can break down carbohydrates, proteins, lipids, and nucleic acids. Reason: Lysosomes contain an abundance of hydrolytic enzymes, including lipases, proteases, and carbohydrases.", If both assertion and reason are true but reason is not the correct explanation of assertion., None of the other choices, If assertion is true but reason is false., If both assertion and reason are false.,B,,val,-1.4884693622589111,-0.010864739870503001,-6.4375,-5.3515625,-4.387019157409668,-3.570082664489746,-2.884676933288574,-2.489445686340332,-2.1738932132720947,-1.8696602582931519,-1.6794308423995972,-1.4890732765197754,-1.779296875,-1.244140625,-0.8120399117469788,-0.5962129235267639,-0.42781761288642883,-0.3235004246234894,-0.23173421621322632,-0.13490164279937744,-0.06798064708709717,0.010855934582650661
"During the Fourth Anglo-Mysore War in 1799, Tipu Sultan was defeated and killed. Which of the following did not receive a portion of Tipu’s territories?", The Nizam, The English, The Marathas, None of the above,C,,val,-2.1861371994018555,-0.01619360888445819,-6.635416507720947,-5.8973212242126465,-5.294034004211426,-4.716517925262451,-4.132378578186035,-3.602450370788574,-3.2116405963897705,-2.7861580848693848,-2.4510552883148193,-2.186601400375366,-3.5755207538604736,-1.9631696939468384,-1.3651455640792847,-1.0719865560531616,-0.8167046308517456,-0.6439763903617859,-0.541308581829071,-0.40710869431495667,-0.28863340616226196,-0.15037742257118225
In which phase of laboratory testing does centrifugation of a blood specimen occur?, postexamination/postanalytical, examination/analytical, preexamination/preanalytical, notification/reporting,C,,val,-2.923715114593506,-0.03748352711017315,-10.0625,-9.125,-7.96875,-6.002604007720947,-5.4285712242126465,-4.5703125,-4.260937690734863,-3.6246745586395264,-3.364708423614502,-2.924454689025879,-1.984375,-1.6614583730697632,-1.5390625,-1.1124674081802368,-0.9207589030265808,-0.6332465410232544,-0.5257812738418579,-0.3517252504825592,-0.2798978388309479,-0.1126302108168602
What is the objective of the casework process?, To diagnose the problem of the client, To provide immediate relief to the client, To engage the client with his/her problem, To terminate the relationship between the client and the agency,C,,val,-3.3431291580200195,-0.06822712567387795,-13.0,-13.0,-9.75,-8.25,-6.73046875,-5.715624809265137,-4.905599117279053,-4.242745399475098,-3.739013671875,-3.3429903984069824,-2.078125,-2.078125,-1.25,-0.970703125,-0.68212890625,-0.4828124940395355,-0.3359375,-0.220703125,-0.098876953125,0.0158420130610466
What is a writ of habeas corpus associated with?, An order of freedom of speech, Quashing the order of an administrative authority, Anticipatory bail, None of the other choices,D,,val,-2.8244259357452393,-0.051353198831731624,-11.875,-10.84375,-8.09375,-6.640625,-5.483593940734863,-4.689453125,-4.036830425262451,-3.5333328247070312,-3.141119956970215,-2.8273422718048096,-4.78125,-2.84765625,-2.013671875,-1.49664306640625,-1.18603515625,-0.9736328125,-0.791015625,-0.628662109375,-0.4750434160232544,-0.3373046815395355
