subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
college_physics,A satellite of mass m orbits a planet of mass M in a circular orbit of radius R. The time required for one revolution is,independent of M,proportional to m^(1/2),linear in R,proportional to R^(3/2),3,D,ok,,,2001 GRE Physics Exam (GR0177 #3),-1.34944486618042,-0.01376984557326959,-6.328125,-4.537499904632568,-3.802455425262451,-2.964062452316284,-2.5914714336395264,-2.1669270992279053,-1.9439338445663452,-1.674951195716858,-1.5291858911514282,-1.3496533632278442,-2.3828125,-1.0325195789337158,-0.69677734375,-0.4234863221645355,-0.3077392578125,-0.17327474057674408,-0.10475069284439087,-0.0242919921875,0.023726029321551323,0.10541015863418579
anatomy,Which of the following bones has a process that joins with the zygomatic bone to form the zygomatic arch?,The maxillary bone,The temporal bone,The sphenoid bone,The frontal bone,1,B,ok,,,https://global.oup.com/uk/orc/dentistry/atkinson/student/mcqs/ch22/,-1.8726015090942383,-0.022561463964990824,-8.5625,-7.171875,-5.6484375,-4.253472328186035,-3.7066762447357178,-3.235576868057251,-2.673583984375,-2.38916015625,-2.1533203125,-1.873464822769165,-1.41796875,-0.93115234375,-0.62841796875,-0.3819986879825592,-0.27188387513160706,-0.18888972699642181,-0.084869384765625,-0.02986653707921505,0.02165527269244194,0.145868718624115
anatomy,"In men, specimens for gonococcal cultures are most commonly obtained from which of the following structures?",Anus,Bladder,Urethra,Testicle,2,C,ok,,,https://www.aama-ntl.org/cma-aama-exam/study/anatomy-physiology-practice-test,-2.500293016433716,-0.026598861876954424,-12.0625,-8.59375,-6.6875,-5.5234375,-4.689843654632568,-4.059895992279053,-3.5385043621063232,-3.12493896484375,-2.779017210006714,-2.501115322113037,-2.375,-1.53173828125,-1.01483154296875,-0.7360992431640625,-0.5461059808731079,-0.4078877866268158,-0.28948974609375,-0.19239044189453125,-0.1135050430893898,-0.03906860202550888
high_school_microeconomics,Which of the following is not a characteristic of oligopoly?,P = MC.,Price-maker.,Strong barriers to entry.,Few firms.,0,A,ok,,,https://www.crackap.com/ap/microeconomics/question-162.html,-1.8811657428741455,-0.029393214732408524,-8.375,-5.890625,-4.822916507720947,-4.28515625,-3.762500047683716,-3.32421875,-2.9165737628936768,-2.575927734375,-2.297254800796509,-1.8823879957199097,-0.796875,-0.47412109375,-0.359375,-0.2469482421875,-0.16982421278953552,-0.1029459610581398,-0.0313197560608387,0.04730224609375,0.1297200471162796,0.34548118710517883
marketing,_______________ are used in the positioning process to illustrate differing attributes of a selection of brands.,Product features.,SIC code.,Perceptual maps.,Organizational characteristics.,2,C,ok,,,https://www.chegg.com/homework-help/questions-and-answers/used-positioning-process-illustrate-differing-attributesof-selection-brands-perceptual-map-q185857468,-4.19411039352417,-0.0499298856371925,-11.25,-9.635416984558105,-8.487500190734863,-7.958333492279053,-6.998046875,-6.126562595367432,-5.782670497894287,-5.174278736114502,-4.647395610809326,-4.197840213775635,-2.75,-1.953125,-1.649999976158142,-1.5208333730697632,-1.1693191528320312,-0.8713928461074829,-0.7406837940216064,-0.5206627249717712,-0.3473348021507263,-0.18262077867984772
sociology,Mass-society theory suggests that:,the content of the media is determined by market forces,the subordinate classes are dominated by the ideology of the ruling class,"the media manipulate 'the masses' as vulnerable, passive consumers",audiences make selective interpretations of media messages,2,C,ok,,,https://global.oup.com/uk/orc/sociology/fulcher4e/01student/mcqs/ch10,-4.521332740783691,-0.11303331851959228,-8.9375,-8.9375,-8.9375,-8.625,-7.020833492279053,-7.020833492279053,-6.0703125,-6.0703125,-5.40625,-4.517740726470947,-2.578125,-2.578125,-2.578125,-1.650390625,-1.0149739980697632,-1.0149739980697632,-0.67236328125,-0.67236328125,-0.4546875059604645,-0.2415364533662796
college_biology,Adequate serum levels of calcium are maintained in humans by the secretion of,thyroxine,glucagon,growth hormone,parathyroid hormone,3,D,ok,,,https://www.yourhormones.info/hormones/parathyroid-hormone,-2.661562204360962,-0.035967056815688674,-7.40625,-7.28125,-5.421875,-4.984375,-4.292410850524902,-4.001953125,-3.772569417953491,-3.2961647510528564,-3.0924479961395264,-2.660888671875,-0.71484375,-0.3880615234375,-0.17144775390625,-0.10981445014476776,-0.00798688642680645,0.057464599609375,0.1088053360581398,0.22041459381580353,0.2645467221736908,0.3551025390625
moral_disputes,"According to Singer, the principle of equality requires",identical treatment.,differential treatment.,equal consideration.,differential consideration.,1,B,ok,,,,-3.642214775085449,-0.060703579584757486,-11.9375,-11.9375,-8.53125,-7.125,-6.20703125,-6.20703125,-5.490624904632568,-4.8203125,-4.1600165367126465,-3.64666748046875,-2.265625,-2.265625,-1.1505126953125,-0.7266438603401184,-0.49542236328125,-0.49542236328125,-0.3504394590854645,-0.2295328825712204,-0.1197335347533226,-0.014923095703125
high_school_government_and_politics,The exclusionary rule was established to,"create ""separate but equal"" facilities to facilitate racial segregation",allow private organizations to restrict their memberships,limit the government's ability to use illegally obtained evidence,deny control of interstate commerce to the states,2,C,ok,,,https://www.crackap.com/ap/us-government-and-politics/question-60-answer-and-explanation.html,-3.719130754470825,-0.0774818907181422,-11.75,-11.75,-11.75,-7.96875,-6.40625,-6.40625,-5.248046875,-5.248046875,-4.421875,-3.7112629413604736,-1.421875,-1.421875,-1.421875,-0.921875,-0.6243082880973816,-0.6243082880973816,-0.382293701171875,-0.382293701171875,-0.21833495795726776,-0.0465291328728199
sociology,Queer Theory makes the claim that:,heterosexuality is the normal and most desirable way to be,"the sexual categories and discourses we use are based upon true, underlying biological differences",deviant forms of masculinity are seen as more threatening to the gender order than deviant forms of femininity,"all sexualities are pluralistic, fragmented and frequently reconstructed",3,D,ok,,,https://global.oup.com/uk/orc/sociology/fulcher4e/01student/mcqs/ch05,-3.724515199661255,-0.09311287999153137,-9.0,-9.0,-7.03125,-7.03125,-5.958333492279053,-5.2734375,-5.2734375,-4.731249809265137,-4.338541507720947,-3.7315847873687744,-1.859375,-1.859375,-0.791015625,-0.791015625,-0.384765625,-0.15673828125,-0.15673828125,0.0011718750465661287,0.2353515625,0.4048549234867096
security_studies,"What problems has the post-Cold War security literature revealed on women, war, development, and security?","Technological advancements have to some extent rendered the battlefield gender-neutral. 'Virtual' warfare has resolved the historical tension between the citizen and the state security apparatus; if actual combat could be avoided then male and female soldiers could wage war on equal terms. However, technological advancement remains unequal and so the gender situation is different in different contexts, depending on development and security issues.",The technological capacity to wage war with minimal civilian costs has abolished the threat of physical and biological gender victimization. The contemporary gender divide is structured on 'soft' issues associated with socio-economic hardship.,"Conflict in warfare and the gender divide between men and women is centred on the historical contract between the individual and the state. The 'right to fight' debate has equal meaning and saliency across the globe, and is universally applicable in all situations.","Nuclear armaments and the threat of mass destruction have rendered the battlefield gender neutral in terms of its destructive capabilities. Whilst historically conventional warfare was conducted on the battlefield in which women were particularly vulnerable to violence, and post-conflict sexual violence, these threats no longer exist.",0,A,ok,,,https://learninglink.oup.com/access/content/collins6e-student-resources/collins6e-chapter-11-self-test-questions,-4.5125837326049805,-0.049588832226428355,-9.21875,-8.90625,-8.447916984558105,-7.8359375,-7.321875095367432,-6.809895992279053,-6.296875,-5.58837890625,-5.002278804779053,-4.510056972503662,-3.765625,-3.0234375,-2.51953125,-2.123046875,-1.844140648841858,-1.5960286855697632,-1.3672572374343872,-1.14630126953125,-0.9615342617034912,-0.784130871295929
high_school_computer_science,A sorted list of numbers contains 500 elements. Which of the following is closest to the maximum number of list elements that will be examined when performing a binary search for a value in the list?,10,50,250,500,0,A,ok,,,,-2.048609972000122,-0.014529148737589518,-8.234375,-6.029296875,-4.895833492279053,-4.18701171875,-3.6421875953674316,-3.2097980976104736,-2.8511440753936768,-2.54541015625,-2.2743191719055176,-2.0486221313476562,-1.5126953125,-1.079345703125,-0.7629496455192566,-0.5445327758789062,-0.37644654512405396,-0.2412770539522171,-0.1267307847738266,-0.029956817626953125,0.0521477609872818,0.1321868896484375
management,What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,1,B,ok,,,https://global.oup.com/uk/orc/busecon/business/combe/student/mcqs/ch01/,-3.2675769329071045,-0.05027041435241699,-11.5625,-11.5625,-9.4375,-7.8125,-6.4765625,-5.581250190734863,-4.791015625,-4.156807899475098,-3.66357421875,-3.2703449726104736,-2.421875,-2.421875,-1.6328125,-1.3190103769302368,-1.02734375,-0.7578125,-0.5716145634651184,-0.43359375,-0.31201171875,-0.1935763955116272
miscellaneous,Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,1,B,ok,,,,-2.2928006649017334,-0.025761805223614983,-8.9375,-6.802083492279053,-5.756249904632568,-5.075520992279053,-4.2041015625,-3.594531297683716,-3.3551137447357178,-2.960637092590332,-2.595703125,-2.2921483516693115,-1.734375,-1.5416666269302368,-1.042089819908142,-0.8505859375,-0.57666015625,-0.37968748807907104,-0.2986505627632141,-0.14152644574642181,-0.00572916679084301,0.13648897409439087
world_religions," What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,0,A,ok,,,https://learninglink.oup.com/access/content/amore4e-student-resources/amore4e-chapter-8-self-quiz,-4.6268534660339355,-0.05642504226870653,-15.96875,-12.203125,-10.630208015441895,-9.5859375,-8.443750381469727,-7.330729007720947,-6.4461493492126465,-5.71044921875,-5.12608528137207,-4.624194145202637,-3.7578125,-2.873046875,-2.1907551288604736,-1.6931304931640625,-1.348669409751892,-1.1056619882583618,-0.9050205945968628,-0.7257308959960938,-0.5752156376838684,-0.42765504121780396
college_chemistry,"The T2 of an NMR line is 15 ms. Ignoring other sources of linebroadening, calculate its linewidth.",0.0471 Hz,21.2 Hz,42.4 Hz,66.7 Hz,1,B,ok,,,Nuclear Magnetic Resonance,-2.9873621463775635,-0.03212217361696305,-8.8125,-6.943749904632568,-6.00390625,-5.589062690734863,-5.066105842590332,-4.552734375,-4.28125,-3.809523820877075,-3.359649658203125,-2.9875025749206543,-3.3984375,-1.898046851158142,-1.2878570556640625,-1.0215942859649658,-0.7596623301506042,-0.5903701782226562,-0.49688720703125,-0.347592294216156,-0.2059987336397171,-0.05463776737451553
astronomy,The famous Drake equation attempts to answer the following question:,Will the Sun become a black hole?,Is the universe infinitely large?,How old is the visible universe?,Are we alone in the universe?,3,D,ok,3,,Expert,-3.0912435054779053,-0.04480063051417254,-11.0625,-10.46875,-8.21875,-6.8046875,-5.7421875,-4.98828125,-4.353794574737549,-3.842041015625,-3.4289822578430176,-3.086862087249756,-1.2734375,-1.06640625,-0.9440104365348816,-0.74072265625,-0.575976550579071,-0.4256184995174408,-0.3176618218421936,-0.2186279296875,-0.1370442658662796,-0.05498046800494194
econometrics,"An ARMA(p,q) (p, q are integers bigger than zero) model will have",An acf and pacf that both decline geometrically,An acf that declines geometrically and a pacf that is zero after p lags,An acf that declines geometrically and a pacf that is zero after q lags,An acf that is zero after p lags and a pacf that is zero after q lags,0,A,ok,,,Introductory Econometrics for Finance - Chapter 5 (cambridge.org),-2.9728236198425293,-0.042468908854893274,-9.9375,-8.28125,-7.256249904632568,-5.982142925262451,-5.21006965637207,-4.883593559265137,-4.313150882720947,-3.8101284503936768,-3.343231201171875,-2.9739108085632324,-4.40625,-3.0234375,-2.241406202316284,-1.75,-1.3426649570465088,-1.1963379383087158,-0.9680582880973816,-0.7851213812828064,-0.626190185546875,-0.4925943911075592
security_studies,Which of these statements is commonly regarded as a tangible benefit of the securitization process?,Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.,Securitization encourages more efficient handling of complex problems.,Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.,All of these options.,3,D,ok,,,https://www.academia.edu/25358029/Contemporary_Security_Studies,-3.075235605239868,-0.036609947681427,-11.3125,-10.458333015441895,-7.978125095367432,-7.125,-5.8173828125,-4.963281154632568,-4.631392002105713,-3.995643138885498,-3.4819986820220947,-3.0746190547943115,-4.96875,-3.5208332538604736,-2.557812452316284,-2.117431640625,-1.55560302734375,-1.177490234375,-1.0320934057235718,-0.8001427054405212,-0.5770508050918579,-0.35061466693878174
econometrics,"Consider the estimation of a GARCH-M model. If the data employed were a time-series of daily corporate bond percentage returns, which of the following would you expect the value of the GARCH-in-mean parameter estimate to be?",Less than -1,Between -1 and 0,Between 0 and 1,Bigger than 1,2,C,ok,,,"Introductory Econometrics for Finance - Chapter 8,9 (cambridge.org)",-2.9284257888793945,-0.01785625481024021,-10.046875,-8.59765625,-6.929086685180664,-5.994485378265381,-5.116122245788574,-4.575119972229004,-4.092838764190674,-3.6117186546325684,-3.2951221466064453,-2.926828622817993,-2.8671875,-2.1572265625,-1.5884915590286255,-1.2235753536224365,-0.8851651549339294,-0.6744666695594788,-0.49768880009651184,-0.3182198703289032,-0.20405147969722748,-0.06483042985200882
high_school_geography,"The language with the largest number of ""speakers"" is",English.,Russian.,Spanish.,Mandarin Chinese.,3,D,ok,,,www.crackap.com - AP Human Geography Question 106,-3.4342072010040283,-0.05921046898282807,-10.1875,-9.46875,-8.427083015441895,-7.734375,-6.881249904632568,-5.94140625,-5.239955425262451,-4.7080078125,-4.191623210906982,-3.433701992034912,-1.421875,-1.03125,-0.8606770634651184,-0.759765625,-0.5908203125,-0.4622395932674408,-0.3623046875,-0.2427978515625,-0.1316189169883728,0.0712890625
human_aging,The positive relationship between religion and physical health is NOT thought to be due to,Social support derived from a religious community,The rules of some religions which forbid unhealthy behaviors,The stress reducing effects of prayerful meditation,The benefits of knowing that others are praying for you,3,D,ok,,,https://s3-eu-west-1.amazonaws.com/s3-euw1-ap-pe-ws4-cws-documents.ri-prod/9780205544011/Chapter%2010%20Multiple%20Choice.doc,-3.5768890380859375,-0.04362059802543826,-9.6875,-8.96875,-8.296875,-8.0,-6.731026649475098,-6.0546875,-5.503472328186035,-4.53515625,-4.164103031158447,-3.5746350288391113,-1.7109375,-1.44140625,-1.126953125,-1.0187499523162842,-0.7187238335609436,-0.6012954711914062,-0.50518798828125,-0.34444358944892883,-0.2610524594783783,-0.0915047749876976
computer_security,Message authentication is a service beyond,Message Condentiality,Message Integrity,Message Splashing,Message Sending,1,B,ok,,,https://compsciedu.com/mcq-question/40926/message-authentication-is-a-service-beyond,-6.497156620025635,-0.1299431324005127,-12.25,-12.25,-12.25,-10.125,-10.125,-9.302083015441895,-9.302083015441895,-7.921875,-7.921875,-6.500781059265137,-4.0625,-4.0625,-4.0625,-3.1875,-3.1875,-2.6041667461395264,-2.6041667461395264,-2.0859375,-2.0859375,-1.5359375476837158
high_school_computer_science,What is the role of the compiler in the process of developing executable software?,Managing specification files created as part of the development process,Running and testing the executable created by the programmer,Tracking older versions of the software in case an error is found and the software needs to be reverted to an earlier form,"Translating a program written in an abstract, high-level language into a program with the same behavior expressed in machine code",3,D,ok,,,,-2.3802363872528076,-0.03173648516337077,-9.4375,-7.984375,-6.265625,-5.537499904632568,-4.3270087242126465,-3.9052734375,-3.5646700859069824,-3.009765625,-2.7765300273895264,-2.382080078125,-1.4609375,-1.0234375,-0.5169677734375,-0.38232421875,-0.1581333726644516,-0.08172607421875,-0.0173068568110466,0.11403586715459824,0.1816813200712204,0.3114188015460968
business_ethics,"Healthy eating, particularly relating to sugar and salt consumption, food and packaging waste and supply chain CO2 emissions are all business ethics issues facing the ________.",Supermarket industry,Chemicals industry,Construction industry,Information and mobile technology industry,0,A,ok,,,https://learninglink.oup.com/access/content/cranebe5e-student-resources/cranebe5e-chapter-1-multiple-choice-questions?previousFilter=tag_chapter-01,-4.339986324310303,-0.03287868427507805,-11.90625,-10.5625,-9.40234375,-8.161931991577148,-7.310267925262451,-6.659926414489746,-5.997656345367432,-5.390625,-4.826209545135498,-4.336963653564453,-3.640625,-2.8062500953674316,-2.2099609375,-1.8575993776321411,-1.4913069009780884,-1.1947883367538452,-0.976702868938446,-0.801497757434845,-0.6373525857925415,-0.47537967562675476
management,What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,1,B,ok,,,https://global.oup.com/uk/orc/busecon/business/combe/student/mcqs/ch07/,-3.1946287155151367,-0.039932858943939206,-8.4375,-7.125,-6.75,-5.989583492279053,-5.3515625,-5.013888835906982,-4.419034004211426,-4.120768070220947,-3.6336495876312256,-3.1935958862304688,-1.9453125,-1.5494791269302368,-1.18359375,-0.7694295048713684,-0.5193328857421875,-0.4177924394607544,-0.2610418200492859,-0.1956685334444046,-0.0792672261595726,0.03000640869140625
high_school_european_history,"This question refers to the following information.
The excerpts below are from the Navigation Acts of 1651.
[A]fter the first day of December, one thousand six hundred fifty and one, and from thence forwards, no goods or commodities whatsoever of the growth, production or manufacture of Asia, Africa or America, or of any part thereof; or of any islands belonging to them, or which are described or laid down in the usual maps or cards of those places, as well of the English plantations as others, shall be imported or brought into this Commonwealth of England, or into Ireland, or any other lands, islands, plantations, or territories to this Commonwealth belonging, or in their possession, in any other ship or ships, vessel or vessels whatsoever, but only in such as do truly and without fraud belong only to the people of this Commonwealth, or the plantations thereof, as the proprietors or right owners thereof; and whereof the master and mariners are also of the people of this Commonwealth, under the penalty of the forfeiture and loss of all the goods that shall be imported contrary to this act, , , ,
[N]o goods or commodities of the growth, production, or manufacture of Europe, or of any part thereof, shall after the first day of December, one thousand six hundred fifty and one, be imported or brought into this Commonwealth of England, or any other lands or territories to this Commonwealth belonging, or in their possession, in any ship or ships, vessel or vessels whatsoever, but in such as do truly and without fraud belong only to the people of this Commonwealth, and in no other, except only such foreign ships and vessels as do truly and properly belong to the people of that country or place, of which the said goods are the growth, production or manufacture.
Which of the following was the desired outcome of the above legislation by the Rump Parliament of England in 1651?",To prevent England's colonies from being bombarded with cheap goods manufactured by their mainland European competitors,To reclaim domination of the slave trade from Portugal in order to meet the growing need for slaves for sugar plantations in the English Caribbean colonies,To end Dutch domination of maritime trade by limiting their ability to move goods between England and her colonies as well as goods to and from England from other countries,To extricate the French from the Atlantic sea trade as well as the cod and whaling industries which at this time were dominated by the French,2,C,ok,,,,-1.9830992221832275,-0.0027581352186136685,-7.544070720672607,-5.960737228393555,-4.960870742797852,-4.214221954345703,-3.6458067893981934,-3.180934190750122,-2.7872231006622314,-2.469574213027954,-2.205813407897949,-1.982795238494873,-2.3090946674346924,-1.4799429178237915,-1.013551950454712,-0.7267265319824219,-0.5380529165267944,-0.3933650851249695,-0.27333584427833557,-0.17426781356334686,-0.08536587655544281,0.011476784013211727
high_school_geography,Transnational corporations distribute their operations,manufacturing goods where production costs are the highest.,conducting accounting and research services where economical.,based on comparative advantage.,with headquarters located in LDCs.,2,C,ok,,,www.crackap.com - AP Human Geography Question 225,-4.723283290863037,-0.08911855265779316,-9.625,-9.625,-9.625,-7.6875,-7.6875,-6.604166507720947,-6.604166507720947,-5.546875,-5.546875,-4.7265625,-2.703125,-2.703125,-2.703125,-1.427734375,-1.427734375,-0.9983723759651184,-0.9983723759651184,-0.479248046875,-0.479248046875,-0.13027343153953552
high_school_physics,A bi-convex lens has a radius of curvature of magnitude 20 cm. Which of the following best describes the image formed of an object of height 2 cm placed 30 cm from the lens?,"Real, inverted, height = 1 cm","Virtual, upright, height = 0.25 cm","Real, upright, height = 1 cm","Virtual, inverted, height = 0.25 cm",0,A,no_correct_answer,"Real, inverted, height = 4 cm",parsing error,https://www.toppr.com/ask/question/a-biconvex-lens-has-a-radius-of-curvature-of-magnitude/,-1.427381157875061,-0.010813493620265614,-6.0703125,-4.693359375,-3.7740886211395264,-3.0579044818878174,-2.646019458770752,-2.325000047683716,-2.001497507095337,-1.7944623231887817,-1.6155363321304321,-1.4287676811218262,-2.0048828125,-1.0766410827636719,-0.6926956176757812,-0.45076078176498413,-0.318724125623703,-0.2130407691001892,-0.1054636612534523,-0.03486453741788864,0.032024987041950226,0.12277789413928986
machine_learning,The K-means algorithm:,Requires the dimension of the feature space to be no bigger than the number of samples,Has the smallest value of the objective function when K = 1,Minimizes the within class variance for a given number of clusters,Converges to the global optimum if and only if the initial means are chosen as some of the samples themselves,2,C,ok,,,https://people.eecs.berkeley.edu/~jrs/189/exam/finalf15.pdf,-4.104508399963379,-0.13681694666544597,-6.65625,-6.65625,-6.65625,-6.609375,-6.609375,-6.5625,-6.5625,-5.134765625,-5.134765625,-4.109368801116943,-1.625,-1.625,-1.625,-0.77587890625,-0.77587890625,-0.47265625,-0.47265625,-0.31201171875,-0.31201171875,-0.18125000596046448
college_mathematics,"Let T: R^2 -> R^2 be the linear transformation that maps the point (1, 2) to (2, 3) and the point (-1, 2) to (2, -3). Then T maps the point (2, 1) to","(1, 6)","(-1, 4)","(3, 2)","(-4, 3)",0,A,ok,,,Expert,-1.1048648357391357,-0.010423253167350337,-5.03125,-3.4744317531585693,-2.7826287746429443,-2.40047550201416,-2.063106060028076,-1.824103832244873,-1.5891845226287842,-1.3891547918319702,-1.2321261167526245,-1.1056002378463745,-1.96875,-1.1832386255264282,-0.7811494469642639,-0.5469493269920349,-0.3975198566913605,-0.3041346073150635,-0.20221558213233948,-0.11316979676485062,-0.03070068359375,0.049590013921260834
high_school_biology,The theory of evolution is most accurately described as,an educated guess about how species originate.,"one possible explanation, among several scientific alternatives, about how species have come into existence.",an opinion that some scientists hold about how living things change over time.,"an overarching explanation, supported by much evidence, for how populations change over time.",3,D,ok,,,https://www.chegg.com/homework-help/questions-and-answers/theory-evolution-accurately-described-explanation-many-facts-supported-much-evidence-popul-q136471496,-3.0186238288879395,-0.05116311574386338,-8.0,-8.0,-7.109375,-6.03125,-5.3828125,-5.3828125,-4.595312595367432,-3.927734375,-3.413783550262451,-3.013427734375,-1.0234375,-1.0234375,-0.658203125,-0.3629557192325592,-0.177001953125,-0.177001953125,-0.06386718899011612,0.05810546875,0.1597377210855484,0.2833251953125
computer_security,What are the types of scanning?,"Port, network, and services","Network, vulnerability, and port ","Passive, active, and interactive","Server, client, and network",1,B,ok,,,https://www.copamcq.com/cyber-security,-3.864689588546753,-0.10445106996072305,-10.6875,-10.6875,-10.6875,-8.796875,-6.989583492279053,-6.989583492279053,-5.765625,-5.765625,-4.634667873382568,-3.8660888671875,-1.2421875,-1.2421875,-1.2421875,-1.08203125,-0.6783854365348816,-0.6783854365348816,-0.43505859375,-0.43505859375,-0.2835937440395355,-0.1490885466337204
machine_learning,"As of 2020, which architecture is best for classifying high-resolution images?",convolutional networks,graph networks,fully connected networks,RBF networks,0,A,ok,,,Expert,-2.545659065246582,-0.0330605073408647,-10.5,-8.03125,-6.362500190734863,-5.2433037757873535,-4.472222328186035,-4.178906440734863,-3.68359375,-3.2527902126312256,-2.8605499267578125,-2.54486083984375,-1.6484375,-0.9654948115348816,-0.6501220464706421,-0.4371337890625,-0.3024495542049408,-0.24447020888328552,-0.1436665803194046,-0.0341360904276371,0.07486724853515625,0.1911146342754364
elementary_mathematics,"John’s friend told him that he could earn $49 for handing out flyers at a local concert. John wants to calculate the hourly rate, If he works a total of 3.5 hours, the equation 3.5x = 49 can be used to determine his hourly rate. What would John’s hourly rate be, in dollars?",$1.40 ,$14.00 ,$45.50 ,$171.50 ,1,B,ok,1,,,-2.0042190551757812,-0.01033102605760712,-6.986607074737549,-5.481026649475098,-4.7410712242126465,-4.1238837242126465,-3.666964292526245,-3.2318637371063232,-2.8449058532714844,-2.5257568359375,-2.256390333175659,-2.0044262409210205,-1.9475446939468384,-1.24609375,-0.8654087781906128,-0.6208583116531372,-0.4536900222301483,-0.3175746500492096,-0.2074746936559677,-0.1158316507935524,-0.0353151336312294,0.06604519486427307
business_ethics,"Traditionally consumer rights were based on the notion of _______ or _______ where the responsibility lay with consumer to avoid subpar products. However, this has gradually eroded due to increased ________ at a ________, EU and UN level.","Caveat emptor, Company Responsibility, Informal codes, International","Caveat emptor, Buyer beware, Regulation, National","Cemptor Eaveat, Buyer beware, Regulation, National","Cemptor Eaveat, Company Responsibility, Informal Codes, International",1,B,ok,,,https://learninglink.oup.com/access/content/cranebe5e-student-resources/cranebe5e-chapter-8-multiple-choice-questions?previousFilter=tag_chapter-08,-3.6239261627197266,-0.022791988444778154,-9.9296875,-7.760416507720947,-6.915865421295166,-6.28125,-5.80570650100708,-5.467592716217041,-4.9580078125,-4.536566734313965,-4.059927463531494,-3.624052047729492,-3.00390625,-2.2986111640930176,-1.9155648946762085,-1.4723849296569824,-1.1692637205123901,-0.9882755875587463,-0.795771598815918,-0.6676932573318481,-0.5216235518455505,-0.38128066062927246
high_school_chemistry,"Hypochlorous acid is an unstable compound, and one of the decomposition products is chlorine gas, Cl2. The decomposition of the acid lowers its concentration over time. What effect will the decomposition of one-fourth of the acid have on the agreement between the endpoint of the titration and the equivalence point during a titration with standard sodium hydroxide?",The endpoint would still remain near the ideal equivalence point.,The endpoint would be after the ideal equivalence point.,The endpoint would be before the ideal equivalence point.,It is impossible to determine.,2,C,ok,,,www.crackap.com - AP Chemistry Question 474,-2.179509401321411,-0.0101846233706608,-9.71875,-6.939732074737549,-5.567708492279053,-4.6925225257873535,-3.9869792461395264,-3.477198362350464,-3.059687614440918,-2.7285499572753906,-2.44989013671875,-2.179502248764038,-3.1517856121063232,-1.9192243814468384,-1.2789480686187744,-0.9251708984375,-0.6640489101409912,-0.4979446828365326,-0.3623730540275574,-0.25482285022735596,-0.16066741943359375,-0.0434773750603199
college_mathematics,The map x -> axa^2 of a group G into itself is a homomorphism if and only if,G is abelian,G = {e},a^3 = e,a^2 = a,2,C,ok,,,Expert,-2.690661907196045,-0.03449566547687237,-9.96875,-8.859375,-7.177083492279053,-6.11328125,-4.9446024894714355,-4.338040828704834,-3.866666555404663,-3.460592746734619,-3.110499382019043,-2.68634033203125,-3.109375,-2.1279296875,-1.5651041269302368,-1.164337158203125,-0.8184259533882141,-0.6268592476844788,-0.4755696654319763,-0.35114601254463196,-0.24654348194599152,-0.11171653121709824
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I removed the limbs from my dead partner, one by one. Scenario 2 | I found a nest with newborn rabbits and nurtured them to health.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,ok,,,,-3.2207236289978027,-0.01512076821125729,-9.366071701049805,-8.435267448425293,-7.398809432983398,-6.350754261016846,-5.66319465637207,-5.077034950256348,-4.485753536224365,-4.020608901977539,-3.616079568862915,-3.2201156616210938,-2.3671875,-1.8063615560531616,-1.473400354385376,-1.1270036697387695,-0.9003872275352478,-0.7284333109855652,-0.551630973815918,-0.4151464104652405,-0.2986234128475189,-0.16251571476459503
logical_fallacies,"So, how long have you been beating your wife?",Attacking the Person (ad hominem),False Dilemma,Prejudicial Language,Appeal to Force,2,C,bad_question_clarity,loaded question,"Itâs not a question. Original contained âSelect the fallacy-type which best describes the reasoning contained in each of the passages below.â

Furthermore, âprejudicial languageâ as a fallacy seems to mean something else",,-2.921760320663452,-0.0596277616461929,-8.8125,-6.6875,-5.958333492279053,-5.34765625,-4.884375095367432,-4.36328125,-3.9073660373687744,-3.52392578125,-3.206597328186035,-2.9183592796325684,-1.6953125,-1.55078125,-1.4583333730697632,-1.02734375,-0.71875,-0.505859375,-0.3498883843421936,-0.23095703125,-0.1206597238779068,-0.02382812462747097
