question,choice_A,choice_B,choice_C,choice_D,answer,category,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
Which of the following represents the simplified sequence of the phosphorus cycle in a terrestrial ecosystem?, Rock minerals → Soil → Producers → Consumers → Decomposers, Soil → Producers → Rock minerals → Consumers → Decomposers, Rock minerals → Decomposers → Producers → Consumers, None of the other choices,A,,val,-2.1854774951934814,-0.023755190165146538,-8.0,-7.020833492279053,-5.834374904632568,-5.161458492279053,-4.2763671875,-3.6167969703674316,-3.328125,-2.847393274307251,-2.475292921066284,-2.1863582134246826,-1.7421875,-1.2727864980697632,-0.789843738079071,-0.640625,-0.4444580078125,-0.2997070252895355,-0.23481889069080353,-0.12477464228868484,-0.01256510429084301,0.1286190301179886
What solutions does the electrometer in a dissolved oxygen analyzer contain?, Potassium hydroxide solution, Magnesium hydroxide solution, Calcium oxide solution, Calcium hydroxide solution,A,,val,-4.367006778717041,-0.05901360511779785,-12.4375,-11.8125,-10.770833015441895,-9.4296875,-7.473958492279053,-6.75,-6.17578125,-5.652777671813965,-5.192187309265137,-4.367146968841553,-2.640625,-2.28515625,-1.9635416269302368,-1.802734375,-1.36962890625,-1.1421595811843872,-0.9615478515625,-0.8117404580116272,-0.681933581829071,-0.420166015625
Who first used the term regression?, Pearson, Spearman, Galton, Newton,C,,val,-4.041484355926514,-0.09398800827736079,-12.5625,-12.5625,-12.5625,-8.9375,-7.125,-7.125,-5.9375,-5.9375,-4.839062690734863,-4.045084476470947,-3.640625,-3.640625,-3.640625,-2.248046875,-1.6100260019302368,-1.6100260019302368,-1.27490234375,-1.27490234375,-0.967578113079071,-0.7099609375
The concept that an individual needs to recognize or map out common traits between situations to solve problems originates from which theory of intelligent behavior?, Guilfords, None of the other choices, Gardners, Thurstones,B,,val,-3.8660058975219727,-0.03117746691549978,-9.25,-8.350000381469727,-7.799107074737549,-7.065625190734863,-6.588541507720947,-5.9197916984558105,-5.369945049285889,-4.735547065734863,-4.372514247894287,-3.867166757583618,-3.0703125,-2.471874952316284,-2.2511160373687744,-1.9285156726837158,-1.6685384511947632,-1.3282877206802368,-1.1398495435714722,-0.8854736089706421,-0.7462047338485718,-0.5646288990974426
When does terminalisation of chiasmata occur?, Pachytene, Zygotene, Leptotene, Diakinesis,D,,val,-4.1542134284973145,-0.07838138544334555,-11.1875,-11.1875,-10.09375,-9.604166984558105,-8.2890625,-7.014062404632568,-6.06640625,-5.2996649742126465,-4.671142578125,-4.1572265625,-2.03125,-2.03125,-1.64453125,-1.5026041269302368,-1.1451416015625,-0.8760741949081421,-0.6685383915901184,-0.5041155219078064,-0.36883544921875,-0.2275933176279068
"P can complete a project in 12 days, working 8 hours each day. Q can complete the same project in 8 days, working 10 hours each day. How many days will it take for P and Q to complete the project if they collaborate, working 8 hours a day?",6  6/11,5  6/11,6  5/11,5  5/11,D,,val,-0.7649553418159485,-0.005624671630999621,-4.997395992279053,-3.17578125,-2.377821207046509,-1.8660482168197632,-1.5261555910110474,-1.2857259511947632,-1.1078752279281616,-0.971649169921875,-0.8645527958869934,-0.7653418183326721,-2.7486979961395264,-1.5247091054916382,-1.0019124746322632,-0.7284037470817566,-0.5543538331985474,-0.4270494282245636,-0.327607661485672,-0.2413279265165329,-0.16192400455474854,-0.06995629519224167
Which system model creates graphical representations of software systems using a series of diagram types?, UML, XMI, SysML, None of the mentioned,C,,val,-3.6408531665802,-0.042833566665649414,-9.25,-8.239583015441895,-8.0703125,-6.947916507720947,-6.390625,-5.5625,-5.197656154632568,-4.485025882720947,-4.18088960647583,-3.640364646911621,-2.25,-1.5677083730697632,-1.3125,-1.0143228769302368,-0.8642578125,-0.5773654580116272,-0.4698242247104645,-0.281494140625,-0.19223257899284363,-0.0413411445915699
_______ jobs are geared for scalability but fall short on latency., Mapreduce, Drill, None of the other choices, Oozie,A,,val,-5.294753551483154,-0.08022353865883568,-12.125,-11.09375,-10.708333015441895,-10.109375,-8.848958015441895,-8.232142448425293,-7.5,-6.81163215637207,-6.227734565734863,-5.290853023529053,-2.65625,-2.5390625,-2.3541667461395264,-2.2421875,-1.9114583730697632,-1.7795759439468384,-1.52978515625,-1.2903646230697632,-1.0984375476837158,-0.7708333134651184
What structure passes through the Foramen Rotundum?, Optic Nerve., None of the other choices, Maxillary Nerve., Facial Nerve.,C,,val,-2.3448944091796875,-0.041138498406661186,-9.0,-7.84375,-6.666666507720947,-5.65625,-4.600781440734863,-3.8935546875,-3.3480746746063232,-2.9315032958984375,-2.606645345687866,-2.3459808826446533,-1.9296875,-1.71484375,-1.1366780996322632,-0.836761474609375,-0.6457763910293579,-0.5173136591911316,-0.4071393609046936,-0.2859344482421875,-0.1894938200712204,-0.10140381008386612
"Hezbollah is a Muslim entity perceived as both a political organization and a terrorist group, as well as a(n):", ally, None of the other choices, force multiplier, religious group,B,,val,-3.1564829349517822,-0.03156482934951782,-10.625,-9.140625,-7.90625,-6.865234375,-5.640625,-5.026442527770996,-4.495312690734863,-4.028263092041016,-3.6398026943206787,-3.1570045948028564,-3.1171875,-2.80078125,-2.4348957538604736,-1.928466796875,-1.374467372894287,-1.1216946840286255,-0.9192708134651184,-0.7573529481887817,-0.6185238361358643,-0.4340376555919647
Who authored Dialectic of Enlightenment?, Max Horkheimer and Theodor Adorno, None of the other choices, Jean Baudrillard and Pierre Bourdieu, Jean Baudrillard and Max Horkheimer,A,,val,-3.412881851196289,-0.07110170523325603,-11.3125,-11.3125,-9.25,-9.25,-7.067708492279053,-5.708984375,-5.708984375,-4.654296875,-3.9391276836395264,-3.4109933376312256,-7.21875,-7.21875,-4.42578125,-4.42578125,-2.8701171875,-2.039306640625,-2.039306640625,-1.5322265625,-1.1798502206802368,-0.8606305718421936
Which philosopher held the belief that matter is continuous and not composed of atoms?, Democritus, Lavoisier, Aristotle, Dalton,C,,val,-2.7019035816192627,-0.03508965690414627,-8.25,-7.453125,-6.421875,-5.925000190734863,-4.9308037757873535,-4.431640625,-4.029947757720947,-3.4197442531585693,-3.1490886211395264,-2.7019565105438232,-1.375,-1.203125,-0.8935546875,-0.7568359375,-0.5298897624015808,-0.458404541015625,-0.3871799111366272,-0.2587224841117859,-0.1932169646024704,-0.0640520378947258
What is the disorder called when the body is unable to distinguish between its own cells and foreign substances?, Active immunity, Autoimmunity, Passive immunity, Immunodeficiency,B,,val,-1.897932529449463,-0.02062970140705938,-12.0625,-6.791666507720947,-5.118750095367432,-4.332589149475098,-3.668402671813965,-3.1150567531585693,-2.708383321762085,-2.3836588859558105,-2.118020534515381,-1.8958868980407715,-2.5,-1.0787760019302368,-0.67333984375,-0.4361746609210968,-0.25244140625,-0.1266424059867859,-0.02753155119717121,0.04697265475988388,0.11796300858259201,0.2297234833240509
What is the term for the hypothetical pressure assumed to be acting on the piston during the entire power stroke?, brake power, indicated power, mean effective pressure, none of the mentioned,A,,val,-2.9189436435699463,-0.03279711959067355,-8.5625,-7.75,-6.6640625,-5.87109375,-5.1875,-4.4990234375,-3.9698660373687744,-3.55859375,-3.2238497734069824,-2.9192872047424316,-1.919921875,-1.20361328125,-0.9148762822151184,-0.72320556640625,-0.5704711675643921,-0.430877685546875,-0.3168683648109436,-0.22293853759765625,-0.1250339150428772,-0.03928833082318306
In welche der folgenden beiden Kategorien können organisatorische Prozessressourcen unterteilt werden?, Vorlagen sowie Prozesse und Verfahren, Projektdateien und Unternehmenswissensbasis, Wissensbasis des Unternehmens sowie Prozesse und Verfahren, Standards sowie Prozesse und Verfahren,C,,val,-3.566110849380493,-0.03793734946149461,-13.375,-10.083333015441895,-9.1953125,-8.036458015441895,-6.798828125,-6.192708492279053,-5.174715995788574,-4.751546382904053,-4.075507164001465,-3.566068649291992,-2.78125,-1.65625,-1.4580078125,-1.0882161855697632,-0.80645751953125,-0.7067599892616272,-0.5544655323028564,-0.4885660707950592,-0.3679896891117096,-0.194305419921875
Patients using heparin will show elevated levels of ________ on their blood test., mean cell volume, partial thromboplastin time, hemoglobin, thrombocytes,B,,val,-3.015075206756592,-0.04130240009255605,-7.21875,-6.697916507720947,-6.4765625,-5.807291507720947,-5.450892925262451,-4.74131965637207,-4.389062404632568,-3.7662761211395264,-3.480093240737915,-3.0176329612731934,-1.7578125,-1.4661458730697632,-1.2529296875,-0.9630534052848816,-0.8451451063156128,-0.6374782919883728,-0.5635741949081421,-0.4149576723575592,-0.3462289571762085,-0.19980469346046448
"Which work is Gilbert and Gubar’s The Madwoman in the Attic a ""rewrite"" of?", Adam Bede, Wuthering Heights, Pamela, Jane Eyre,D,,val,-2.940223217010498,-0.03500265734536307,-10.59375,-8.9609375,-7.578125,-6.50390625,-5.685937404632568,-4.889322757720947,-4.198433876037598,-3.6765213012695312,-3.26888370513916,-2.941995143890381,-3.2578125,-2.08984375,-1.5706380605697632,-1.2076568603515625,-0.954333484172821,-0.7795308232307434,-0.64410400390625,-0.5236129760742188,-0.4019571840763092,-0.2560974061489105
"If possessing a gene for Parkinson’s disease ensures its development, how can the presence of this gene be described?", None of the other choices, necessary cause., contributory cause., sufficient cause.,D,,val,-2.946258068084717,-0.028059600648425873,-11.75,-9.1875,-7.875,-6.501953125,-5.553124904632568,-4.86328125,-4.277622699737549,-3.814208984375,-3.4241535663604736,-2.9471609592437744,-3.953125,-2.623046875,-1.8450521230697632,-1.348388671875,-1.029199242591858,-0.7993977665901184,-0.6271623969078064,-0.48699951171875,-0.3573676347732544,-0.1954520046710968
Who is the author of the book titled ‘Social Reality of Crime’?, William Chambliss, Karl Marx, Richard Quinney, None of the above,C,,val,-2.7340714931488037,-0.039058164187840055,-7.65625,-7.171875,-6.5234375,-6.237500190734863,-5.013392925262451,-4.53125,-4.12977409362793,-3.451704502105713,-3.1783854961395264,-2.7358310222625732,-4.65625,-4.2578125,-2.30859375,-1.8898437023162842,-1.2889230251312256,-1.0831298828125,-0.9156901240348816,-0.6522549986839294,-0.545166015625,-0.3333565890789032
How does the formation of HBr proceed?," Transition complexes, non chain reaction mechanism"," Free radical, chain reaction mechanism"," Molecular intermediates, non chain reaction mechanism"," Free radical, non chain reaction mechanism",B,,val,-3.32665753364563,-0.07231864203577457,-7.125,-7.125,-6.625,-5.864583492279053,-5.4765625,-5.4765625,-4.931250095367432,-4.321614742279053,-3.8002231121063232,-3.3309326171875,-0.4140625,-0.4140625,-0.3974609375,-0.3284505307674408,-0.293212890625,-0.293212890625,-0.21562500298023224,-0.146484375,-0.0452008917927742,0.06103515625
The use of the word-association test demonstrated that it was feasible to, systematically study creative illness., systematically study the unconscious mind., probe the ultimate meanings of dreams., segregate neurotic and psychotic individuals from normal individuals.,B,,val,-3.4933812618255615,-0.04990544659750802,-9.4375,-8.546875,-8.03125,-6.756249904632568,-6.158854007720947,-5.7120537757873535,-4.895833492279053,-4.469922065734863,-4.119318008422852,-3.495753288269043,-2.359375,-1.89453125,-1.5247396230697632,-0.9095703363418579,-0.720703125,-0.5708705186843872,-0.3391927182674408,-0.23886719346046448,-0.13938210904598236,0.15609976649284363
"Which of the following French possessions was not integrated into India on November 1, 1954?", Yanam, Karikal, Mahe, Chandranagore,A,,val,-2.5376124382019043,-0.028512499305639375,-10.25,-8.9375,-7.635416507720947,-6.2939453125,-5.262109279632568,-4.422322750091553,-3.800258159637451,-3.3295440673828125,-2.961317300796509,-2.539013147354126,-2.4453125,-2.25390625,-1.9440103769302368,-1.4439697265625,-1.136962890625,-0.926025390625,-0.7646484375,-0.6331787109375,-0.5238715410232544,-0.329985111951828
Under which conditions is an SQL view considered updatable?, query does not have group by or having clause, from clause has 1 relation," select clause contains relation attribute names but not have expressions, aggregates, or distinct specification", All of the mentioned,D,,val,-2.7711403369903564,-0.04329906776547432,-9.375,-6.921875,-5.942708492279053,-5.3046875,-4.628125190734863,-4.09375,-3.6830356121063232,-3.3740234375,-3.08203125,-2.774606227874756,-1.390625,-0.8896484375,-0.6248372197151184,-0.452392578125,-0.3296875059604645,-0.2353515625,-0.1654575914144516,-0.046142578125,0.0479600690305233,0.12558594346046448
How are the address and data buses eliminated in external memory types of microcontrollers?, Through multiplexing by external latch & DLE signal, Through demultiplexing by external latch & DLE signal, Through demultiplexing by external latch & ALE signal, Through multiplexing by external latch & ALE signal,D,,val,-3.757246971130371,-0.046385765075683594,-12.0,-10.166666984558105,-9.421875,-7.625,-6.908482074737549,-5.82118034362793,-5.357031345367432,-4.592447757720947,-4.27659273147583,-3.7545573711395264,-4.0625,-2.5338542461395264,-2.205078125,-1.833984375,-1.5094865560531616,-1.0607638359069824,-0.883984386920929,-0.6044921875,-0.4888822138309479,-0.2841145694255829
What effects of medicines are typically documented during drug proving?, Curative actions, Counter actions, None of the other choices, Secondary actions,C,,val,-5.583224296569824,-0.07863696192351866,-11.75,-11.46875,-10.708333015441895,-9.2734375,-8.368749618530273,-7.604166507720947,-7.042410850524902,-6.576171875,-6.067708492279053,-5.584374904632568,-4.25,-3.3203125,-2.8776042461395264,-2.529296875,-2.2406249046325684,-1.9759114980697632,-1.7097517251968384,-1.44134521484375,-1.2321505546569824,-1.040185570716858
Which compound does not produce effervescence when reacting with NaHCO3?, C6H5COO, Picric acid, CH3COOH, None of the other choices,D,,val,-1.842714548110962,-0.024246244054091603,-6.875,-5.677083492279053,-5.1953125,-4.484375,-3.55810546875,-3.210069417953491,-2.67236328125,-2.4571533203125,-2.1061313152313232,-1.842864990234375,-1.0859375,-0.84765625,-0.72509765625,-0.5354817509651184,-0.391998291015625,-0.3439670205116272,-0.2510431408882141,-0.2035929411649704,-0.1159144788980484,-0.0291595458984375
Who introduced the concept that the unconscious is structured 'like a language'?, None of the other choices, Carl Jung, Ferdinand de Saussure, Jaques Lacan,D,,val,-2.5918614864349365,-0.03455815315246582,-7.375,-6.875,-6.6875,-5.568749904632568,-4.94140625,-4.4921875,-3.703558921813965,-3.362109422683716,-3.061967372894287,-2.594454288482666,-4.34375,-4.296875,-3.296875,-1.9857909679412842,-1.6370849609375,-1.3801966905593872,-1.0159776210784912,-0.8712158203125,-0.7312899231910706,-0.4168607294559479
"Who is the author of the book ""Elementary Forms of Religious Life""?", E.B. Tylor, None of the other choices, Mircea Eliade, Max Weber,B,,val,-2.9037842750549316,-0.04208383007325988,-13.0,-12.125,-9.1875,-7.596875190734863,-5.658761024475098,-4.99267578125,-4.466145992279053,-3.6906073093414307,-3.3874919414520264,-2.9052276611328125,-5.71875,-4.609375,-3.095703125,-2.4505858421325684,-1.6798269748687744,-1.4327392578125,-1.2297091484069824,-0.9168146252632141,-0.7876790165901184,-0.5412248969078064
"How should an IPS appliance be correctly deployed in a network to ensure that identified threat traffic is blocked, and all traffic is halted if the IPS fails?", Promiscuous; fail closed, Promiscuous; fail open, Inline; fail open, Inline; fail closed,D,,val,-3.291290283203125,-0.026977789206582992,-11.03125,-9.8125,-8.18359375,-6.795454502105713,-5.8671875,-5.101102828979492,-4.507031440734863,-4.040421009063721,-3.636192798614502,-3.291116714477539,-4.34375,-2.981250047683716,-2.32666015625,-1.7682883739471436,-1.3592987060546875,-1.0381954908370972,-0.7904739379882812,-0.5915805697441101,-0.41695111989974976,-0.2725251317024231
What principle does a Carnot engine follow?, Isothermal process, Isoentropic process, Isothermal and Isoentropic process, None of the mentioned,A,,val,-3.0375144481658936,-0.05955910682678223,-8.125,-8.125,-7.84375,-6.427083492279053,-5.3671875,-5.3671875,-4.640625,-4.012369632720947,-3.474609375,-3.0412559509277344,-1.640625,-1.640625,-0.89404296875,-0.5880940556526184,-0.422760009765625,-0.422760009765625,-0.31770020723342896,-0.1931355744600296,-0.0751429945230484,0.0172576904296875
Which compound produces the most stable carbonium ion upon dehydration?, CH3CH OH CH2 CH3, (CH3)3COH, CH3CH2CH2CH2OH, (CH3)2CHCH2OH,B,,val,-2.709782123565674,-0.03816594540233344,-6.875,-6.03125,-5.552083492279053,-5.125,-4.737500190734863,-4.291666507720947,-3.890625,-3.587890625,-3.2591145038604736,-2.7076528072357178,-0.9375,-0.84765625,-0.7395833134651184,-0.630859375,-0.4642578065395355,-0.35205078125,-0.2689732015132904,-0.166015625,-0.0855034738779068,0.07492897659540176
You can back up MongoDB by copying its data files directly. Can you identify the correct statement?, The mechanics of snapshots depend on the underlying storage system," If your storage system does not support snapshots, you can copy the files directly using cp, rsync, or a similar tool"," To get a consistent snapshot of a sharded system, you must disable the balancer", All of the mentioned,A,,val,-3.3341805934906006,-0.03624109340750653,-9.625,-8.208333015441895,-7.168749809265137,-6.2723212242126465,-5.510416507720947,-5.221875190734863,-4.697916507720947,-4.19921875,-3.727783203125,-3.3359103202819824,-3.46875,-2.3932292461395264,-1.875,-1.4598214626312256,-1.1085069179534912,-0.970507800579071,-0.7571614384651184,-0.5891461968421936,-0.451416015625,-0.3207465410232544
Who identified the six features of the caste system?, Karve, Ghurye, Srinivas, Dubey,B,,val,-3.6119778156280518,-0.06688847806718615,-8.3125,-8.3125,-8.3125,-7.666666507720947,-7.25,-6.073437690734863,-5.264322757720947,-4.577567100524902,-4.061767578125,-3.6163737773895264,-2.109375,-2.109375,-1.081298828125,-0.67431640625,-0.4503173828125,-0.3055664002895355,-0.1693522185087204,-0.0653599351644516,0.02777099609375,0.1618381142616272
Why would it be unethical to destroy species?, it may still have certain unknown values, it is a product of long evolutionary history, it forms a part of rich biological diversity, all of the above,D,,val,-4.2338433265686035,-0.07988383635035101,-9.4375,-9.4375,-7.8125,-7.25,-6.71875,-6.71875,-6.21875,-5.46875,-4.8214287757873535,-4.2369384765625,-2.15625,-2.15625,-2.0546875,-1.6458333730697632,-1.290771484375,-1.290771484375,-1.0675780773162842,-0.8621419072151184,-0.6884765625,-0.5228271484375
"You predict that a tablet of PEPCID AC can neutralize more stomach acid than a tablet of Alka-Seltzer. If you were to place one tablet of each antacid in separate beakers containing acid with an initial pH of 2, which of the following experimental outcomes would support your prediction?"," After 1 hour, the pH of the solution in the PEPCID AC beaker was 7.9 and the pH of the solution in the Alka-Seltzer beaker was 9.6."," After 1 hour, the pH of the solution in the PEPCID AC beaker was equal to that of the pH of the solution in the Alka-Seltzer beaker."," After 1 hour, the pH of the solution in the PEPCID AC beaker was 9.2 and the pH of the solution in the Alka-Seltzer beaker was 8.3.", It took 3 minutes for the PEPCID AC tablet to fully dissolve and it took 5 minutes for the Alka-Seltzer tablet to fully dissolve.,C,,val,-1.7307206392288208,-0.008785383955476248,-8.348958015441895,-6.239583492279053,-4.84852409362793,-3.9700520038604736,-3.3341145515441895,-2.856011390686035,-2.4889090061187744,-2.1932170391082764,-1.9534798860549927,-1.729691743850708,-2.8268229961395264,-1.7819010019302368,-1.2117276191711426,-0.8880946040153503,-0.6757751703262329,-0.5162980556488037,-0.389248788356781,-0.27821478247642517,-0.18198083341121674,-0.07272689044475555
"It has been identified as cultural property on the UNESCO World Heritage list, described as ""an expression of the astrological skills and cosmological concepts of the court of a scholarly prince at the end of the Mughal period.""", None of the other choices, Agra Fort, Red Fort, Hawa Mahal,A,,val,-2.999202013015747,-0.01828781715253504,-10.203125,-8.63671875,-7.057692527770996,-6.184742450714111,-5.3288350105285645,-4.742487907409668,-4.264974117279053,-3.7381696701049805,-3.382061243057251,-3.0011866092681885,-2.66796875,-2.009765625,-1.515474796295166,-1.1869901418685913,-0.9023714661598206,-0.73052978515625,-0.592761218547821,-0.4472551643848419,-0.3383820354938507,-0.2139032483100891
What is the role of a transaction coordinator in distributed systems?, starts the execution of transaction, coordinates the termination of the transaction, breaks the transaction into number of sub transactions, all of the mentioned,A,,val,-2.1923370361328125,-0.03272144830048974,-8.4375,-6.0546875,-5.192708492279053,-4.76171875,-4.151562690734863,-3.66796875,-3.2762277126312256,-2.97412109375,-2.6663410663604736,-2.19287109375,-0.515625,-0.37109375,-0.2693684995174408,-0.19287109375,-0.12285156548023224,-0.0489908866584301,0.01325334794819355,0.0809326171875,0.1465928852558136,0.25381746888160706
"In baseball, a strike happens if either (1) the batter swings at the ball and misses or (2) the batter refrains from swinging at the ball when it passes through the strike zone. What kind of concept does the notion of a strike exemplify?", conjunctive, disjunctive, prototypical, natural,B,,val,-1.8423959016799927,-0.011735005743184666,-8.21875,-6.329687595367432,-5.132291793823242,-4.255468845367432,-3.492337703704834,-3.0235636234283447,-2.648871421813965,-2.3351633548736572,-2.083181619644165,-1.842814564704895,-2.9281249046325684,-2.184375047683716,-1.6174479722976685,-1.2328933477401733,-0.9403181672096252,-0.7684769034385681,-0.6275100708007812,-0.5118266940116882,-0.407025545835495,-0.28584229946136475
Another term for exploratory learning is:, None of the other choices, Reinforcement learning, Active learning, Unsupervised learning,D,,val,-2.9347212314605713,-0.05989227002980758,-10.625,-10.625,-7.34375,-7.34375,-5.953125,-4.89453125,-4.89453125,-4.025000095367432,-3.404296875,-2.9308035373687744,-1.203125,-1.203125,-0.6295166015625,-0.6295166015625,-0.3343912661075592,-0.13751220703125,-0.13751220703125,-0.0045410157181322575,0.0841064453125,0.2495466023683548
What characteristics of molecular sieves make them suitable for exclusion-based separation?, Large inner surface area, Variable framework charge, Ability to distinguish materials on the basis of their size, High thermal stability,C,,val,-3.168820858001709,-0.03817856455423746,-9.3125,-8.96875,-8.5,-6.90625,-6.072916507720947,-5.4285712242126465,-4.478298664093018,-4.108202934265137,-3.744184970855713,-3.170539379119873,-2.125,-1.7890625,-1.6119791269302368,-1.0900390148162842,-0.891357421875,-0.7450474500656128,-0.5143771767616272,-0.397705078125,-0.29443359375,-0.12563851475715637
What is the overall resistance when heat transfer occurs through a series of flat plates?, Logarithmic mean of resistances, Sum of the resistances, None of the other choices, Average of resistances,B,,val,-3.0065994262695312,-0.03805822058569027,-11.0625,-8.895833015441895,-7.890625,-6.1953125,-5.550223350524902,-4.604166507720947,-4.237109184265137,-3.6676433086395264,-3.443509578704834,-3.0081379413604736,-5.28125,-2.421875,-2.0029296875,-1.4271646738052368,-1.1730607748031616,-0.8301323652267456,-0.6834472417831421,-0.4523518979549408,-0.3604642450809479,-0.20823568105697632
"After configuring VTP, if you're not receiving updates as expected, what command can you use to check the number of VTP advertisements being sent?", None of the other choices, show vtp counters, showvtp status, showvtp statistics,B,,val,-2.2903976440429688,-0.019086647033691406,-6.640625,-6.012499809265137,-5.4296875,-4.813920497894287,-4.1785712242126465,-3.6668198108673096,-3.236132860183716,-2.8655741214752197,-2.550368070602417,-2.2899465560913086,-2.0078125,-1.498437523841858,-1.18408203125,-0.884765625,-0.6507393717765808,-0.4759306013584137,-0.33793944120407104,-0.21590523421764374,-0.11271785199642181,-0.00825026910752058
"The statement ""Destiny of India is being shaped in her classrooms"" is found in which document?", National Policy on Education (1986), National Knowledge Commission (2005), University Education Commission (1948-49), Education Commission (1964-66),D,,val,-3.575944185256958,-0.04110280672709147,-12.5,-8.958333015441895,-7.775000095367432,-6.986607074737549,-6.246527671813965,-5.592329502105713,-4.959134578704834,-4.473958492279053,-3.974609375,-3.5732421875,-2.703125,-1.4895833730697632,-1.013671875,-0.7861328125,-0.6382378339767456,-0.4972034692764282,-0.36016374826431274,-0.25550130009651184,-0.16179342567920685,-0.06149773672223091
"Given a solid model of a monolith with rectangular dimensions 1.000 units x 4.000 units x 9.00 units, which of the following options best represents its total surface area (in square units)?", 1.00 x 10^2 units^2., 1.0 x 10^2 units^2., 9.80 x 10^1 units^2., 9.8 x 10^1 units^2.,C,,val,-2.3621199131011963,-0.016872285093579974,-8.8359375,-6.96180534362793,-5.791294574737549,-5.0402960777282715,-4.475260257720947,-3.9000539779663086,-3.384880542755127,-2.9651567935943604,-2.6310057640075684,-2.3630123138427734,-11.314453125,-5.705729007720947,-3.8695590496063232,-2.872314453125,-2.255889892578125,-1.8378148078918457,-1.5259292125701904,-1.2765111923217773,-1.071305751800537,-0.876130998134613
The genes of the Tobacco Mosaic Virus are ______., Double-stranded DNA, None of the other choices, Single-stranded RNA, Double-stranded RNA,C,,val,-3.3562569618225098,-0.06454340311197135,-10.5625,-9.59375,-8.291666984558105,-6.875,-5.931250095367432,-5.244791507720947,-4.723214149475098,-4.184814453125,-3.722412109375,-3.350170850753784,-1.1171875,-0.99609375,-0.8723958134651184,-0.76953125,-0.6053222417831421,-0.4821370542049408,-0.3616420328617096,-0.265167236328125,-0.1788465678691864,-0.07268066704273224
"Assertion: Lysosomes can break down carbohydrates, proteins, lipids, and nucleic acids. Reason: Lysosomes contain an abundance of hydrolytic enzymes, including lipases, proteases, and carbohydrases.", If both assertion and reason are true but reason is not the correct explanation of assertion., None of the other choices, If assertion is true but reason is false., If both assertion and reason are false.,B,,val,-1.3066935539245605,-0.009537909152734019,-5.6171875,-4.78125,-3.793269157409668,-3.1139705181121826,-2.530184745788574,-2.180363655090332,-1.9081705808639526,-1.640401840209961,-1.4733495712280273,-1.3061003684997559,-1.357421875,-0.94091796875,-0.5878061056137085,-0.4276697635650635,-0.3002874255180359,-0.22389103472232819,-0.15334878861904144,-0.08038155734539032,-0.028367262333631516,0.035225607454776764
"During the Fourth Anglo-Mysore War in 1799, Tipu Sultan was defeated and killed. Which of the following did not receive a portion of Tipu’s territories?", The Nizam, The English, The Marathas, None of the above,C,,val,-1.7164597511291504,-0.012714516675030743,-6.90625,-5.361607074737549,-4.441761493682861,-3.91796875,-3.364149332046509,-2.8634588718414307,-2.536757707595825,-2.189258337020874,-1.9246011972427368,-1.716536283493042,-1.78125,-1.1540178060531616,-0.7340309619903564,-0.5655430555343628,-0.4232652485370636,-0.3254894018173218,-0.2626416087150574,-0.1808198094367981,-0.10581276565790176,-0.012870170176029205
In which phase of laboratory testing does centrifugation of a blood specimen occur?, postexamination/postanalytical, examination/analytical, preexamination/preanalytical, notification/reporting,C,,val,-2.659931182861328,-0.034101681831555486,-11.1875,-8.760416984558105,-7.546875,-5.631510257720947,-5.056919574737549,-4.230034828186035,-3.8785157203674316,-3.3037109375,-3.065279483795166,-2.660642385482788,-2.75,-2.1848957538604736,-1.8564453125,-1.289794921875,-1.0927734375,-0.7907986044883728,-0.6722656488418579,-0.4832356870174408,-0.40009015798568726,-0.22643229365348816
What is the objective of the casework process?, To diagnose the problem of the client, To provide immediate relief to the client, To engage the client with his/her problem, To terminate the relationship between the client and the agency,C,,val,-3.0418081283569336,-0.062077716905243545,-11.25,-11.25,-8.84375,-7.958333492279053,-6.3203125,-5.228125095367432,-4.4921875,-3.879603862762451,-3.417724609375,-3.0471463203430176,-1.578125,-1.578125,-1.283203125,-0.9680989384651184,-0.664794921875,-0.4556640684604645,-0.3155924379825592,-0.2147042453289032,-0.0970458984375,-0.0037977430038154125
What is a writ of habeas corpus associated with?, An order of freedom of speech, Quashing the order of an administrative authority, Anticipatory bail, None of the other choices,D,,val,-2.695452928543091,-0.049008235064419835,-12.4375,-10.75,-8.046875,-6.396484375,-5.2890625,-4.475911617279053,-3.84619140625,-3.3663902282714844,-2.99234676361084,-2.6931121349334717,-7.3125,-3.994140625,-2.7994792461395264,-2.093902587890625,-1.667749047279358,-1.3779093027114868,-1.1467459201812744,-0.9506683349609375,-0.7625732421875,-0.6109253168106079
