subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
miscellaneous,Earth's seasons are caused by which of the following?,The tilt of Earth's axis of rotation relative to the ecliptic as Earth revolves around the Sun,The varying amount of sunspot activity,Earth's orbit about the Sun as an ellipse rather than a circle,The rotation of Earth during a 24-hour day,0,A,test,-1.22214674949646,-0.020035192614696065,-6.8125,-4.9140625,-3.6901042461395264,-2.865234375,-2.34765625,-1.9986978769302368,-1.7329798936843872,-1.52301025390625,-1.3563638925552368,-1.220727562904358,-0.5234375,-0.470703125,-0.2985025942325592,-0.186767578125,-0.107421875,-0.0315755195915699,0.0365513376891613,0.095458984375,0.1486545205116272,0.21933594346046448
high_school_us_history,"This question refers to the following information.
At a meeting of working girls held at Hull House during a strike in a large shoe factory, the discussions made it clear that the strikers who had been most easily frightened, and therefore the first to capitulate, were naturally those girls who were paying board and were afraid of being put out if they fell too far behind. After a recital of a case of peculiar hardship one of them exclaimed: ""Wouldn't it be fine if we had a boarding club of our own, and then we could stand behind each other in a time like this?"" After that events moved quickly. We … discussed all the difficulties and fascinations of such an undertaking, and on the first of May, 1891, two comfortable apartments near Hull House were rented and furnished. The Settlement was responsible for the furniture and paid the first month's rent, but beyond that the members managed the club themselves.… At the end of the third year the club occupied all of the six apartments which the original building contained, and numbered fifty members.
—Jane Addams, Twenty Years at Hull House, 1912
Which of the following best reflects the perspective of Jane Addams in the passage above?",Poor people need the leadership of reformers like herself.,Poor people need support in helping themselves.,Poor people don't need outside help.,Poor people don't deserve help.,1,B,test,-2.736783027648926,-0.004103122979983397,-9.428385734558105,-7.595025539398193,-6.525760173797607,-5.650410175323486,-4.914944648742676,-4.324349880218506,-3.8274290561676025,-3.4051997661590576,-3.0408172607421875,-2.7366600036621094,-3.0641276836395264,-2.22257661819458,-1.671980619430542,-1.2802438735961914,-1.004401445388794,-0.795871376991272,-0.6263070106506348,-0.4806300699710846,-0.3538333475589752,-0.23458237946033478
moral_disputes, Which of the following is not an example of a natural right that Locke uses?,the right to life,the right to liberty,the right to citizenship,the right to property,2,C,test,-2.5476365089416504,-0.03442752039110338,-6.75,-6.145833492279053,-5.953125,-4.869791507720947,-4.4598212242126465,-3.844618082046509,-3.600781202316284,-3.1630859375,-2.930438756942749,-2.545271873474121,-2.171875,-1.33984375,-1.103515625,-0.7032877802848816,-0.5668247938156128,-0.3712022602558136,-0.27470701932907104,-0.0804850235581398,0.012845552526414394,0.17519530653953552
high_school_computer_science,"Consider the following segment of code.
 String word = ""conflagration"";
 int x = word.indexOf(""flag"");
 String s = word.substring(0, x);
 What will be the result of executing the above segment?",String s will be the empty string.,"String s will contain ""flag"".","String s will contain ""conf"".","String s will contain ""con"".",3,D,validation,-1.9689223766326904,-0.01367307205994924,-10.046875,-6.581597328186035,-5.089285850524902,-4.342447757720947,-3.6730637550354004,-3.153599262237549,-2.82196044921875,-2.4749393463134766,-2.1934871673583984,-1.9682928323745728,-1.90625,-1.126953125,-0.7586626410484314,-0.5407545566558838,-0.36562445759773254,-0.2445308119058609,-0.17130088806152344,-0.08396293222904205,-0.011234828270971775,0.0777263268828392
astronomy,Which planet(s) in the solar system has/have active plate tectonics?,Mars,Venus,Earth,Mars and Earth,2,C,test,-1.8111492395401,-0.02550914421887465,-7.5625,-6.489583492279053,-5.082812309265137,-4.526041507720947,-3.724609375,-3.075976610183716,-2.7984507083892822,-2.36971116065979,-2.0537495613098145,-1.8121320009231567,-1.8515625,-1.4479166269302368,-1.0789062976837158,-0.8969319462776184,-0.66546630859375,-0.5184570550918579,-0.4619140625,-0.3448016941547394,-0.23411458730697632,-0.1321231573820114
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I encouraged my son to eat thirty grapes today. Scenario 2 | As my kids laid in their own bed, I placed pieces of glass under their pillow.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",2,C,test,-3.0298378467559814,-0.01383487601258439,-9.370535850524902,-7.9464287757873535,-6.759943008422852,-6.082973957061768,-5.421452522277832,-4.847833633422852,-4.30024528503418,-3.7774431705474854,-3.395071268081665,-3.0291876792907715,-3.2857143878936768,-2.408482074737549,-1.8011363744735718,-1.415771484375,-1.0951229333877563,-0.8887166380882263,-0.7201289534568787,-0.561076819896698,-0.4350440204143524,-0.30233868956565857
professional_law,"A millionaire owned two adjacent 10-story commercial buildings. One building housed medical offices, and the other building housed dental offices. The first floors of both buildings were occupied by various retail establishments. The buildings' other floors were rented to professionals and used as offices. There was an enclosed walkway that connected the second floor of each building. Thus, shoppers and office staff could walk across the common walkway and gain access to each building. While the buildings were being used in this manner, the millionaire sold the dental building to an investor by warranty deed, which made no mention of any rights concerning the walkway. The walkway continued to be used by the occupants of both buildings. Thereafter, the walkway became unsafe as a consequence of wear and tear. As a result, the investor hired a contractor to repair the walkway area. When the millionaire saw the contractor removing the carpeting along the walkway, he demanded that the investor discontinue the repair work. After the investor refused, the millionaire brought an action to enjoin the investor from continuing the work. The most likely result will be a decision for","the millionaire, because the investor does not have rights in the walkway.","the millionaire, because the investor's rights in the dental building do not extend to the walkway.","the investor, because the investor has an easement in the walkway and an implied right to keep the walkway in repair.","the investor, because he has a right to take whatever action is necessary to protect himself from possible tort liability from persons using the walkway.",2,C,test,-1.926244854927063,-0.0035737381353006734,-6.9375,-5.654474258422852,-4.76112699508667,-4.094803333282471,-3.56235933303833,-3.0987722873687744,-2.709773063659668,-2.403517723083496,-2.1463232040405273,-1.9264756441116333,-2.3671875,-1.6075993776321411,-1.1533147096633911,-0.832649827003479,-0.6276954412460327,-0.47461947798728943,-0.3420809209346771,-0.23428378999233246,-0.13843445479869843,-0.03767593577504158
professional_law,"The president, vice-president, and U.S. civil officers can be impeached. Which of the following is not true about impeachment?",Grounds include treason and bribery,Grounds include high crimes and misdemeanors,A majority vote in the House is necessary to invoke charges of impeachment,A three-fourths vote in the Senate is necessary to convict and remove from office,3,D,test,-2.351241111755371,-0.022608087613032415,-9.375,-6.912499904632568,-6.0089287757873535,-5.068749904632568,-4.283653736114502,-3.8492188453674316,-3.330512046813965,-3.0318360328674316,-2.6526410579681396,-2.3480589389801025,-1.796875,-1.116796851158142,-0.9126673936843872,-0.7037109136581421,-0.5232872366905212,-0.43958333134651184,-0.314453125,-0.23984375596046448,-0.13060462474822998,-0.01968149095773697
logical_fallacies,"The fallacy that involves reasoning that determines the conclusion one wants first, then accepts only evidence supporting that conclusion, or interprets all evidence as support for that conclusion is known as",ad ignorantium,a priori,plurium interrogationum,Extension,1,B,test,-2.7616889476776123,-0.021243761135981632,-9.229166984558105,-7.760416507720947,-6.385937690734863,-5.681490421295166,-4.8125,-4.300000190734863,-3.89639949798584,-3.4357638359069824,-3.1238605976104736,-2.760770797729492,-2.609375,-2.078125,-1.483789086341858,-1.1489022970199585,-0.8700346350669861,-0.7108429074287415,-0.5797411203384399,-0.4364895224571228,-0.3389343321323395,-0.21070951223373413
high_school_world_history,"This question refers to the following information.
""Purusa-Sukta""
Purusa is the lord of the immortals, who grow by means of [ritual] food. When the gods performed a sacrifice with the offering Purusa, spring was its clarified butter, summer the kindling, autumn the oblation.
It was Purusa, born in the beginning, which they sprinkled on the sacred grass as a sacrifice. It made the beasts of the air, the forest and the village. From that sacrifice completely offered, the mantras [Rig Veda] and the songs [Samaveda] were born. The sacrificial formulae [Yajurveda] were born from it. From it the horses were born and all that have cutting teeth in both jaws. The cows were born from it, also. From it were born goats and sheep.
When they divided Purusa, how many ways did they apportion him? What was his mouth? What were his arms? What were his thighs, his feet declared to be? His mouth was the Brahman, his arms were the Rajanaya [Ksatriya], his thighs the Vaisya; from his feet the Sudra was born. Thus, they fashioned the worlds. The gods sacrificed with the sacrifice to the sacrifice. These were the first rites.
—Hymns excerpted and adapted from the Rig Veda, oldest surviving literary work, India, 1500–1000 BCE
Which of the following would best contradict the argument that the caste system imposed rigid economic and social roles on Indian society in the period 600 BCE to 600 CE?",For there is nothing better for a Kshatriya than a righteous battle.,The four divisions of human society are created by me [Krishna].,The person traditionally credited with composing the Mahabarata was born to a fisherwoman.,"The Hindu God Shiva is considered to be simultaneously the creator, the preserver, and the destroyer.",2,C,test,-2.2782039642333984,-0.00311230049758661,-8.501838684082031,-6.801177501678467,-5.717536449432373,-4.890681743621826,-4.191473960876465,-3.6495320796966553,-3.2046585083007812,-2.843721628189087,-2.5335006713867188,-2.2781171798706055,-3.072380542755127,-2.128849744796753,-1.5514544248580933,-1.1470621824264526,-0.8804622888565063,-0.6870172023773193,-0.5289645791053772,-0.40067246556282043,-0.28445178270339966,-0.17460614442825317
college_medicine,"A new enzyme is found in a transgenic mice that participates in synthesis of an unknown product using two reactants. When using radiolabeled compounds to study the enzyme, it is found that the enzyme catalyzes a process that switches a nitrogen group on one reactant to the other reactant. Which of the following categories would this new enzyme fall under?",Oxidoreductase,Transferase,Hydrolase,Lyase,1,B,test,-2.375195264816284,-0.011099043293534038,-8.080357551574707,-6.7745537757873535,-5.68154764175415,-4.930245399475098,-4.3058037757873535,-3.802269458770752,-3.3662309646606445,-2.9959542751312256,-2.673560619354248,-2.37373423576355,-1.90625,-1.3948103189468384,-1.0063999891281128,-0.7356523871421814,-0.5611920952796936,-0.4305274486541748,-0.3121437430381775,-0.2092306911945343,-0.1206306591629982,-0.0219812523573637
high_school_geography,The best definition of an urban area is,the central city and its developed areas.,the central city and its surrounding suburbs.,the central city and its hinterlands.,the central city and the adjacent counties.,1,B,test,-3.582732677459717,-0.07961628172132704,-7.9375,-7.9375,-7.3125,-7.3125,-6.75,-5.8515625,-5.8515625,-4.912499904632568,-4.138997554779053,-3.582310199737549,-0.39453125,-0.39453125,-0.3681640625,-0.3681640625,-0.1982421875,-0.059814453125,-0.059814453125,0.05214843899011612,0.15673828125,0.2643694281578064
professional_law,"To improve the quality of rental housing within its boundaries, a city proposed an ordinance requiring all new and existing rental housing units to provide at least one full bathroom for each bedroom, plumbing and electrical hookups for a washer and dryer, and a covered parking space. A majority of the owners of existing rental housing in the city opposed the ordinance. They argued that it would dramatically decrease the number of lowincome rental housing units because owners would be unable to raise rents enough to recoup the investment required to comply. Without denying these contentions, the city enacted the ordinance. A plaintiff who owns low-income rental housing has sued the city, claiming only that the ordinance is unconstitutional on its face. Which of the following best states the burden of persuasion in this action?","The city must demonstrate that the ordinance is necessary to serve a compelling state interest, because it adversely affects the fundamental right of rental housing owners to use their property in the manner they deem most economically efficient.","The city must demonstrate that the ordinance is necessary to serve a compelling state interest, because it will have a substantial and disproportionate negative impact on low-income persons.","The plaintiff must demonstrate that the ordinance is not substantially related to an important state interest, because it requires some owners of rental housing to invest money that they will not be able to recoup from increased rents.","The plaintiff must demonstrate that there is no rational relationship between the ordinance and any legitimate state interest, because the ordinance regulates economic activity of a type normally presumed to be within state regulatory authority.",3,D,test,-2.0063047409057617,-0.004687627899312527,-7.479166507720947,-5.777083396911621,-4.815277576446533,-4.156900882720947,-3.6182291507720947,-3.173046827316284,-2.803459882736206,-2.489363670349121,-2.225437641143799,-2.005131721496582,-2.429166555404663,-1.6248698234558105,-1.1418999433517456,-0.8314982056617737,-0.6199120879173279,-0.4668104350566864,-0.33888810873031616,-0.23124389350414276,-0.13298068940639496,-0.032052408903837204
machine_learning,Which of the following are the spatial clustering algorithms?,Partitioning based clustering,K-means clustering,Grid based clustering,All of the above,3,D,test,-3.247833728790283,-0.05238441498048844,-11.125,-11.125,-10.03125,-7.572916507720947,-6.3125,-5.376562595367432,-4.75,-4.169642925262451,-3.65228271484375,-3.2481961250305176,-2.625,-2.625,-2.1015625,-1.3634439706802368,-0.9857177734375,-0.6991211175918579,-0.4569498598575592,-0.2834123969078064,-0.11029052734375,0.0573459193110466
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my mom from the doctors five minutes early. Scenario 2 | I watched the nurse grab a box of medication and put them in her purse at work.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",2,C,test,-2.8125808238983154,-0.012556164392403193,-8.178571701049805,-7.025000095367432,-6.231534004211426,-5.5255208015441895,-4.921875,-4.450694561004639,-3.9412589073181152,-3.535416603088379,-3.140610694885254,-2.8116371631622314,-3.2142856121063232,-2.0838541984558105,-1.6239346265792847,-1.2348713874816895,-0.9609636068344116,-0.7839847207069397,-0.6199147701263428,-0.4917645752429962,-0.36290809512138367,-0.24288158118724823
marketing, Which of the following is the interpersonal communication about products or services where a receiver regards the communicator as impartial and is not attempting to sell products or services?,Word of Mouth (WOM).,Personal Selling (PS).,Direct Marketing (DM).,Customer Service (CS).,0,A,test,-3.1464176177978516,-0.024774941872424027,-12.3125,-9.381250381469727,-7.95703125,-6.765625,-5.779017925262451,-5.041360378265381,-4.453515529632568,-3.9407269954681396,-3.502779483795166,-3.1443586349487305,-2.921875,-2.028125047683716,-1.56396484375,-1.1603671312332153,-0.8732125163078308,-0.670173168182373,-0.5130065679550171,-0.3796864449977875,-0.2505399286746979,-0.1004301905632019
moral_disputes," According to Marquis, abortion is",absolutely wrong.,seriously presumptively wrong.,generally permissible.,always permissible.,1,B,test,-2.487691640853882,-0.05923075335366385,-8.9375,-8.9375,-8.9375,-5.859375,-4.5390625,-4.5390625,-3.67578125,-3.67578125,-2.9876952171325684,-2.4923298358917236,-1.203125,-1.203125,-1.203125,-0.545654296875,-0.2068684846162796,-0.2068684846162796,-0.0262451171875,-0.0262451171875,0.08994140475988388,0.266357421875
human_aging,Prospective memory refers to memory,For some recent event,For something that happened a long time ago,To do something in the future,For the context and source of remembered information,2,C,test,-2.591088056564331,-0.0681865278043245,-4.375,-4.375,-4.375,-4.203125,-4.203125,-3.6145832538604736,-3.6145832538604736,-3.23828125,-3.23828125,-2.590625047683716,-1.515625,-1.515625,-1.515625,-0.74310302734375,-0.74310302734375,-0.4786376953125,-0.4786376953125,-0.219329833984375,-0.219329833984375,-0.0340576171875
prehistory,"A preserved pile of trash, often containing food remains, is called a _____________. At the Danish site of Meilgaard, one of these places contained millions of ______________.",midden; mollusk shells,camelid; pottery sherds,rachis; bones of domesticated cattle.,littoral; microblades,0,A,validation,-3.4462382793426514,-0.028718652327855428,-12.229166984558105,-9.808035850524902,-8.487500190734863,-6.9854912757873535,-5.993923664093018,-5.40438985824585,-4.777031421661377,-4.3321709632873535,-3.8587646484375,-3.4446334838867188,-5.203125,-3.0078125,-2.230273485183716,-1.5920584201812744,-1.1941053867340088,-0.977294921875,-0.7476465106010437,-0.6028093695640564,-0.44420623779296875,-0.2926364541053772
elementary_mathematics,"Altogether, Sonia and Negin have $27.00. Sonia buys a shirt for $12.35 and Negin buys a pair of sandals for $10.11. How much money remains?",$4.46 ,$4.54 ,$5.36 ,$5.76 ,1,B,test,-1.9099102020263672,-0.01660791480022928,-8.21875,-6.128472328186035,-4.9207587242126465,-4.232204914093018,-3.5896739959716797,-3.098911762237549,-2.76348876953125,-2.4197897911071777,-2.136451244354248,-1.9099946022033691,-2.66015625,-1.7144097089767456,-1.1172964572906494,-0.8431023359298706,-0.61663818359375,-0.4420711100101471,-0.3244953155517578,-0.19903564453125,-0.0805678591132164,0.04161688685417175
high_school_psychology,What is the principal tool used in all forms of psychotherapy?,talking to a patient,cognitive/behavioral interventions,biomedical/cognitive treatments,somatic therapies,0,A,test,-2.8702480792999268,-0.04415766275846041,-8.375,-7.875,-7.479166507720947,-6.5859375,-5.243489742279053,-4.6417412757873535,-4.1689453125,-3.784288167953491,-3.42626953125,-2.8701171875,-1.1328125,-0.916015625,-0.6998698115348816,-0.51336669921875,-0.2455647736787796,-0.1552385538816452,-0.083831787109375,-0.00811089389026165,0.06691894680261612,0.28363037109375
global_facts,In 1948 how many Americans believed the Kinsey Report on Sexuality in the Male to be a bad thing?,92%,64%,27%,11%,3,D,validation,-2.917999505996704,-0.03171738593474678,-11.3125,-7.568749904632568,-6.660714149475098,-5.481249809265137,-4.979166507720947,-4.401562690734863,-4.069852828979492,-3.563281297683716,-3.2828481197357178,-2.9176366329193115,-3.375,-1.747460961341858,-1.2905970811843872,-0.916748046875,-0.7214762568473816,-0.4939778745174408,-0.3794519901275635,-0.24187012016773224,-0.16075550019741058,-0.04662109538912773
high_school_government_and_politics,"Ruled unconstitutional in 1983, the legislative veto had allowed",the executive branch to veto legislation approved by Congress,federal district courts to overturn legislation,the president to veto state laws,Congress to nullify resolutions approved by the executive branch,3,D,test,-3.6485648155212402,-0.053655364934135884,-15.625,-12.46875,-9.1796875,-8.193750381469727,-6.515625,-5.890625,-5.36631965637207,-4.5703125,-4.232421875,-3.6474609375,-3.453125,-2.25,-1.39599609375,-1.1867187023162842,-0.8724190592765808,-0.73162841796875,-0.6160481572151184,-0.4090465307235718,-0.3176676332950592,-0.1478445827960968
logical_fallacies,Which fallacy happens because of a failure to recognize the alternatives presented are not mutually exclusive?,Begging the Question,Accident,Circular reasoning,False dilemma,3,D,test,-3.4511847496032715,-0.036714731378758206,-11.3125,-10.083333015441895,-8.1875,-7.442708492279053,-6.27734375,-5.332812309265137,-4.9680399894714355,-4.399038314819336,-3.9027342796325684,-3.454611301422119,-2.5,-2.28125,-2.0078125,-1.7760416269302368,-1.2705078125,-0.9144531488418579,-0.7787641882896423,-0.5597956776618958,-0.38333332538604736,-0.23092830181121826
professional_accounting,Which of the following techniques effectively measures improvements in product quality as a result of internal failure costs?,Inspection of in-process goods.,Recording the number of products returned over time.,Tracking the number of products reworked.,Tracking warranty expenses over time.,2,C,test,-3.0550150871276855,-0.030247674129977083,-10.4375,-8.458333015441895,-7.793749809265137,-6.950892925262451,-5.856770992279053,-5.328515529632568,-4.525716304779053,-3.921107769012451,-3.434814453125,-3.054029703140259,-2.578125,-1.8854166269302368,-1.55078125,-1.2034040689468384,-0.9195420742034912,-0.812744140625,-0.6225993037223816,-0.4493931233882904,-0.310211181640625,-0.1605089008808136
college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,The Heisenberg uncertainty principle,The Pauli exclusion principle,The Bohr model of the atom,Nuclear hyperfine coupling,1,B,test,-1.4901399612426758,-0.008765529183780445,-6.34375,-4.686079502105713,-3.898897171020508,-3.419034004211426,-2.9072265625,-2.467313766479492,-2.1667168140411377,-1.8847384452819824,-1.6649726629257202,-1.4898488521575928,-1.4890625476837158,-1.0589488744735718,-0.7226131558418274,-0.544921875,-0.3977399468421936,-0.29064223170280457,-0.21839943528175354,-0.13949653506278992,-0.05223651975393295,0.05441337823867798
anatomy,You notice a lesion on the labial alveolar mucosa of the lower right lateral incisor tooth of one of your patients and decide to take a biopsy to send for oral pathology report Which nerve would require local anaesthesia in order to carry out a pain-free biopsy?,The incisive nerve,The mental nerve,The buccal nerve,The lingual nerve,1,B,test,-2.7455942630767822,-0.015599967403845354,-9.175000190734863,-7.837500095367432,-6.3583984375,-5.613839149475098,-4.8865742683410645,-4.3779296875,-3.9203970432281494,-3.4259402751922607,-3.0850727558135986,-2.7456936836242676,-3.987499952316284,-2.9828124046325684,-2.341796875,-1.9166666269302368,-1.5293782949447632,-1.2686691284179688,-1.0689070224761963,-0.8668411374092102,-0.7224680781364441,-0.5662389397621155
miscellaneous,Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,1,B,test,-2.8583898544311523,-0.044662341475486755,-14.75,-8.552083015441895,-7.59375,-6.127604007720947,-5.549107074737549,-4.66493034362793,-4.237500190734863,-3.5699055194854736,-3.297663688659668,-2.8590087890625,-12.8125,-4.427408695220947,-3.310546875,-2.1748046875,-1.8429129123687744,-1.3422309160232544,-1.1628906726837158,-0.869140625,-0.7518028616905212,-0.5143229365348816
professional_psychology,The inability to recognize objects by touch alone is most likely the result of damage to the,medulla oblongara,corpus callosum,parietal cortex,pons,2,C,test,-2.3466298580169678,-0.029332873225212098,-10.25,-6.223958492279053,-5.65234375,-4.861979007720947,-4.13671875,-3.8454861640930176,-3.3121449947357178,-3.0895183086395264,-2.6806118488311768,-2.3474578857421875,-1.0234375,-0.8697916865348816,-0.75439453125,-0.5011393427848816,-0.3331298828125,-0.2756076455116272,-0.16965554654598236,-0.1118977889418602,-0.011369978077709675,0.08990478515625
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I am sneaking in narcotic drugs into a prison and selling them to prisoners. Scenario 2 | I told my son to turn on the lawnmower before clearing the blades.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",0,A,test,-2.708317518234253,-0.012254830399250013,-10.089285850524902,-7.743750095367432,-6.476222991943359,-5.6638102531433105,-4.989783763885498,-4.383227825164795,-3.830681800842285,-3.379216194152832,-3.0112030506134033,-2.70725154876709,-3.6629464626312256,-2.3804688453674316,-1.7425271272659302,-1.31131911277771,-1.0210903882980347,-0.8087031841278076,-0.6454769968986511,-0.5099712610244751,-0.38258233666419983,-0.25651782751083374
high_school_government_and_politics,In the past decade many states have moved forward the date of their presidential primary elections in an effort to,minimize the cost of running the election,convince the national government to move forward the date of the general election,restrict the number of entrants in the presidential race,increase the significance of their election results,3,D,test,-2.8085858821868896,-0.03120650980207655,-7.9375,-7.208333492279053,-6.243750095367432,-5.4933037757873535,-4.901041507720947,-4.306818008422852,-3.841346263885498,-3.452864646911621,-3.1217830181121826,-2.8079705238342285,-2.78125,-2.3046875,-1.635156273841858,-1.16455078125,-0.8183051347732544,-0.5871360301971436,-0.4066631495952606,-0.2566080689430237,-0.14025160670280457,-0.03317742422223091
human_sexuality,Morning sickness is typically a problem:,during the first trimester,during the second trimester,during the third trimester,all through the pregnancy,0,A,dev,-4.104324817657471,-0.08550676703453064,-6.40625,-6.40625,-6.40625,-5.8125,-5.395833492279053,-5.395833492279053,-4.98046875,-4.98046875,-4.696875095367432,-4.1015625,-2.546875,-2.546875,-2.546875,-1.94921875,-1.50390625,-1.50390625,-1.0830078125,-1.0830078125,-0.778515636920929,-0.5003255009651184
business_ethics,"To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.","Outside, Limited, Independently","Inside, Limited, Intermittently","Outside, Unlimited, Intermittently","Inside, Unlimited, Independently",0,A,dev,-2.7769458293914795,-0.017800934803791534,-7.706250190734863,-6.974999904632568,-6.046875,-5.275781154632568,-4.692500114440918,-4.207812309265137,-3.8111608028411865,-3.4583983421325684,-3.137065887451172,-2.7780797481536865,-2.0640625953674316,-1.53125,-1.1680989265441895,-0.8822876214981079,-0.6768261790275574,-0.506274402141571,-0.3551548421382904,-0.22560425102710724,-0.11182183027267456,0.011857574805617332
professional_law,"A defendant was arrested for the armed robbery of a liquor store. The defendant was taken directly from the scene of the crime in a patrol car to the police station where he was placed, still handcuffed, in an interview room. He waited for about an hour, and a detective finally came in. The detective gave the defendant his Miranda warnings, and the defendant agreed to sign the waiver and speak to the detective. The defendant then confessed to the robbery. Which of the following allegations would be LEAST helpful in suppressing his statement?",Before the defendant gave the statement he was refused permission to use the bathroom.,The defendant had a private lawyer on retainer at the time he gave his statement.,The defendant's arrest was not based on probable cause.,"The defendant could not speak English, and the warnings were given in English.",1,B,test,-1.7804285287857056,-0.005799441461842689,-6.34375,-4.877976417541504,-4.169858932495117,-3.6216518878936768,-3.199368953704834,-2.8065476417541504,-2.500802755355835,-2.2118093967437744,-1.985704779624939,-1.7798686027526855,-2.235156297683716,-1.4178757667541504,-1.0255638360977173,-0.7305152416229248,-0.5447716116905212,-0.3934151828289032,-0.28333690762519836,-0.183640256524086,-0.09686668962240219,0.0033482143189758062
security_studies,When may an issue fail to become securitized?,When the general public is not convinced of the legitimacy of the proposed threat.,"When, following the discursive element of the process, extraordinary measures are not implemented.",When the securitizing actor is not granted the special right to implement extraordinary measure.,When the audience are convinced via the speech act or the securitizing actor but fail to grant that actor the special rights requested in order to address the proposed threat.,2,C,test,-5.00291633605957,-0.09439464785018058,-13.375,-13.375,-11.03125,-9.989583015441895,-9.3203125,-8.268750190734863,-7.203125,-6.318080425262451,-5.60791015625,-5.005316734313965,-4.34375,-4.34375,-3.421875,-2.765625,-2.333984375,-1.9402344226837158,-1.6419271230697632,-1.3493303060531616,-1.1171875,-0.9157986044883728
miscellaneous,What internet company goes by the acronym AOL?,America Over Lines,America Online,Americans On Links,Americans On LOR,1,B,test,-4.700528144836426,-0.08704681749697085,-12.375,-12.375,-11.625,-10.416666984558105,-8.66015625,-8.66015625,-7.384375095367432,-6.205729007720947,-5.363002300262451,-4.7047119140625,-3.328125,-3.328125,-3.1796875,-2.8229167461395264,-2.0458984375,-2.0458984375,-1.5554687976837158,-1.2174478769302368,-0.9757254719734192,-0.787353515625
professional_law,"The police arrested a man for the murder of his live-in fiancÃ©e after the woman's dead body was found in the basement of their apartment building. At trial, the prosecution attempted to present the testimony of the victim's out-of-state sister regarding a telephone conversation she had with the defendant. She had called their landline number to talk with her sister on the same day when he had first reported to the police that his fiancÃ© had been missing for five days. The sister had not met the man but had spoken with him briefly a few other times. He told her that her sister ""went out all night last night and did not return yet."" The prosecution attempted at trial to have the sister testify to the conversation to show the significant discrepancy between his stories to the police and to her. The defense objected, arguing that she couldn't authenticate the conversation because she couldn't identify the speaker as the defendant nor had she ever met him. The prosecution told the court that she felt it was ""probably"" his voice, which she recollected from the prior talks at the same number. Will the court likely grant the defendant's objection to the testimony?","Yes, because the sister does not have sufficient experience and knowledge to be able to identify the man's voice and to say that the voice and the defendant were the same person.","Yes, because the conversation is hearsay and there are no exceptions that would allow it into evidence.","No, because there was sufficient circumstantial evidence to make a reasonable conclusion that the man she talked to was her sister's fiancÃ©.","No, because telephone conversations do not need to be authenticated, because there is a presumption that the person talking is the same person who owns the phone number.",2,C,test,-2.2795968055725098,-0.0038768653155995063,-8.014945983886719,-6.3029890060424805,-5.334465503692627,-4.613575458526611,-4.056910037994385,-3.6022088527679443,-3.184720039367676,-2.8300414085388184,-2.5369083881378174,-2.2795355319976807,-4.6569294929504395,-2.9154212474823,-2.0646724700927734,-1.5263484716415405,-1.1879985332489014,-0.9414429068565369,-0.7469038963317871,-0.5950585007667542,-0.45972833037376404,-0.32709068059921265
professional_accounting,"Bale Co. incurred $100,000 of acquisition costs related to the purchase of the net assets of Dixon Co. The $100,000 should be",Allocated on a pro rata basis to the nonmonetary assets acquired.,Capitalized as part of goodwill and tested annually for impairment,Capitalized as an other asset and amortized over five years.,Expensed as incurred in the current period,3,D,test,-1.7477376461029053,-0.01664512043907529,-8.614583015441895,-6.348214149475098,-5.096590995788574,-4.146874904632568,-3.428659439086914,-3.0066583156585693,-2.552283763885498,-2.2132742404937744,-1.9528889656066895,-1.7473217248916626,-1.2760416269302368,-0.6639447808265686,-0.4160405993461609,-0.2933288514614105,-0.21449841558933258,-0.16070140898227692,-0.09635221213102341,-0.03532816469669342,0.045114852488040924,0.15148845314979553
