question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
5713,The Internal Revenue Code and the Regulations do not impose penalties on tax return preparers for which of the following?,Failure to provide a copy of a prepared tax return to the taxpayer.,Failure to include their Preparer Tax Identification Number (PTIN) on the tax return.,Failure to sign a prepared tax return as a tax preparer.,Failure to retain copies of prepared tax returns or a list of taxpayers for whom such returns were prepared for the last three years.,Failure to notify a taxpayer about an inadvertent error on a tax return filed 10 years ago.,,,,,,E,4,other,ori_mmlu-professional_accounting,,test,-2.462189197540283,-0.023904749490682362,-8.03125,-6.484375,-5.854166507720947,-5.390625,-4.671093940734863,-4.087890625,-3.6439731121063232,-3.2255859375,-2.873040199279785,-2.4629764556884766,-0.93359375,-0.888671875,-0.765625,-0.599151611328125,-0.46931153535842896,-0.3728230893611908,-0.2838483452796936,-0.1992950439453125,-0.1188829243183136,0.005615234375
3570,What is the total binding energy of _6C^12 and the average binding energy per nucleon?,98MeV and 8.17MeV,100MeV and 8.33MeV,92.22MeV and 7.68MeV,110MeV and 9.17MeV,85MeV and 7MeV,75MeV and 6.25MeV,88MeV and 7.33MeV,95MeV and 8MeV,80MeV and 6.67MeV,90MeV and 7.5MeV,C,2,chemistry,stemez-Chemistry,,test,-1.776982307434082,-0.023077692304338728,-8.875,-6.66796875,-5.3359375,-4.318359375,-3.5873045921325684,-3.0530598163604736,-2.649204730987549,-2.330474853515625,-2.0723979473114014,-1.7763410806655884,-2.71875,-1.7666015625,-1.24609375,-0.930419921875,-0.7362304925918579,-0.5999755859375,-0.472412109375,-0.365020751953125,-0.2652181088924408,-0.1365559846162796
5833,How many water molecules are in a human head?,8*10^25,8*10^23,8*10^24,8*10^21,8*10^30,8*10^22,8*10^27,8*10^26,8*10^28,8*10^29,A,0,other,ori_mmlu-miscellaneous,,test,-3.275261878967285,-0.06298580536475548,-8.4375,-8.4375,-8.03125,-7.322916507720947,-6.1875,-5.234375,-4.579427242279053,-4.09375,-3.6572265625,-3.278428792953491,-3.90625,-3.90625,-2.384765625,-1.7369791269302368,-1.390625,-1.0911133289337158,-0.8282063603401184,-0.6317662000656128,-0.45758056640625,-0.2826063334941864
8368,"Let k be the number of real solutions of the equation e^x + x - 2 = 0 in the interval [0, 1], and let n be the number of real solutions that are not in [0, 1]. Which of the following is true?",k = 1 and n = 0,k > 1,k = 0 and n > 1,k = 2 and n = 0,k = n = 1,k > 1 and n = 0,k = 0 and n = 1,k = n = 0,k = 1 and n > 1,k = n > 1,A,0,math,ori_mmlu-college_mathematics,,test,-1.1392070055007935,-0.008831062058145685,-6.193749904632568,-4.279829502105713,-3.4267578125,-2.7219460010528564,-2.210728168487549,-1.9023733139038086,-1.6272536516189575,-1.4483698606491089,-1.2759588956832886,-1.1395269632339478,-3.7515625953674316,-2.0314719676971436,-1.3899612426757812,-0.9878873229026794,-0.7383204698562622,-0.5846686959266663,-0.44248610734939575,-0.3466602563858032,-0.2488110363483429,-0.1570717990398407
8601,"At how many points on the interval [0,π] does f(x) = 2 sin x + sin 4x satisfy the Mean Value Theorem?",6,0,3,5,8,7,4,9,2,1,G,6,math,ori_mmlu-high_school_mathematics,,test,-1.413567066192627,-0.013858500648947322,-6.09375,-4.515625,-3.706597328186035,-3.1302082538604736,-2.62255859375,-2.2970805168151855,-2.018998622894287,-1.7986328601837158,-1.6124703884124756,-1.4118824005126953,-3.046875,-1.9521484375,-1.2823486328125,-0.932220458984375,-0.6309890747070312,-0.4800640046596527,-0.36346435546875,-0.2688330113887787,-0.1843654066324234,-0.07098770141601562
1622,"A defendant is on trial for possession of heroin. During the prosecution's case-in-chief, a police officer testifies that he watched another officer seize a bag of white powder from the defendant and seal it in an envelope, which both officers initialed and dated and then placed in the police property room. The prosecutor then calls a chemist to testify that she obtained, intact from the property room, the dated, sealed envelope with the initials of both police officers, whose handwriting she recognized police officers, whose handwriting she recognized from previous experience, and that testing disclosed that the powder therein was heroin. The defendant argues that the prosecutor has not sufficiently authenticated the powder tested by the chemist as the powder that was seized from the defendant. Is the chemist's testimony admissible?","No, unless the envelope and powder are produced in court or their absence is explained.","Yes, because the chemist's recognition of the officers' handwriting is sufficient authentication.","No, because the chemist did not personally witness the seizure of the powder.","No, because the chemist did not directly receive the envelope from the police officers.","Yes, because the powder is sufficiently identified as having come from the defendant.","Yes, because an object in official custody is self-authenticating.","Yes, because the envelope was properly sealed and initialed by the officers.","No, because the chemist lacks firsthand knowledge that the powder came from the defendant.","No, because there is no proof that the powder in the envelope is the same powder that was seized.",,E,4,law,ori_mmlu-professional_law,,test,-1.8981000185012817,-0.004781108358945294,-7.9708333015441895,-6.069791793823242,-4.87024450302124,-4.095286846160889,-3.5094358921051025,-3.0640709400177,-2.6905665397644043,-2.3675050735473633,-2.1172618865966797,-1.8981927633285522,-3.776562452316284,-2.465625047683716,-1.7053382396697998,-1.268100380897522,-0.9708251953125,-0.76827472448349,-0.6016868352890015,-0.4596641957759857,-0.34448331594467163,-0.2240743339061737
11216,An example of a morally impossible rule would be:,lie whenever doing so is necessary to prevent a catastrophe.,always do whatever brings about the greatest happiness.,always assert what you don’t think to be the case.,all of the above.,,,,,,,C,2,philosophy,ori_mmlu-philosophy,,test,-3.8554866313934326,-0.07139790058135986,-12.75,-12.75,-10.25,-8.90625,-7.8125,-6.668749809265137,-5.677734375,-4.9441962242126465,-4.33740234375,-3.857191324234009,-2.609375,-2.609375,-1.9296875,-1.51953125,-1.119384765625,-0.8729492425918579,-0.680908203125,-0.4882114827632904,-0.34124755859375,-0.2160915732383728
8410,"What are the real eigenvalues of the matrix [[3, -2, 5], [1, 0, 7], [0, 0, 2]]?","[1, 2]","[3, -2]","[2, 5]","[3, 7]","[1, 3]","[3, 2]","[-2, 5]","[1, 7]","[6, 2]","[1, 6]",A,0,math,theoremQA-Math,,test,-1.2824171781539917,-0.016441245873769123,-6.572916507720947,-4.410714149475098,-3.565624952316284,-2.94140625,-2.4220919609069824,-2.1258370876312256,-1.8252733945846558,-1.6422642469406128,-1.4424324035644531,-1.2823783159255981,-2.5208332538604736,-1.5272042751312256,-1.0821411609649658,-0.7431378960609436,-0.52374267578125,-0.3998151421546936,-0.26506346464157104,-0.1845572292804718,-0.09129714965820312,-0.0014004177646711469
5379,In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,75%,85%,50%,10%,65%,55%,45%,95%,25%,30%,I,8,other,ori_mmlu-global_facts,,test,-2.517347812652588,-0.031078368057439357,-11.1875,-8.75,-6.974999904632568,-5.645089149475098,-4.670572757720947,-4.275000095367432,-3.6455078125,-3.185267925262451,-2.8145751953125,-2.5168728828430176,-4.0625,-2.1393229961395264,-1.3507812023162842,-0.9030413031578064,-0.6192491054534912,-0.5135742425918579,-0.345458984375,-0.2157505601644516,-0.10821533203125,-0.0020073784980922937
11600,"Air (k = 1.4, M_W = 29) flows at a velocity of 224 fps under a pressureof 14.7psia. If the temperature of the air is 17°C, atwhat Mach number does the flow take place ?",0.3,0.4,1.2 (supersonic condition),0.1,0.8,0.2,0.5,1.0 (sonic condition),0.6,0.7,F,5,engineering,stemez-FluidMechanics,,test,-2.132709503173828,-0.01441019934576911,-9.118749618530273,-6.732954502105713,-5.443933963775635,-4.60733699798584,-3.964439630508423,-3.4715402126312256,-3.0303211212158203,-2.6641457080841064,-2.3707804679870605,-2.1320292949676514,-6.428124904632568,-3.8664772510528564,-2.685202121734619,-2.01973032951355,-1.5741240978240967,-1.2622541189193726,-1.0338506698608398,-0.8498002886772156,-0.6977297067642212,-0.5495098829269409
4903,The most prominent feature of the food resource base of post-Pleistocene Europe was its:,dependence on megafauna.,hunting and gathering.,dependence on fur-bearing animals.,diversity.,,,,,,,D,3,history,ori_mmlu-prehistory,,test,-3.8080880641937256,-0.046440098343825925,-9.0625,-8.770833015441895,-7.75,-7.338541507720947,-6.6328125,-5.818749904632568,-5.4928975105285645,-4.871994972229004,-4.299870014190674,-3.810661792755127,-1.5234375,-1.05859375,-0.755859375,-0.6515299677848816,-0.4926605224609375,-0.36573487520217896,-0.2902277112007141,-0.16985614597797394,-0.07351074367761612,0.07530301809310913
8584,What is the inverse of $f(x)=4-5x$?,\frac{x-4}{5},5(x-4),-5(x-4),\frac{x-4}{5},5x-4,-\frac{x-4}{5},\frac{x+4}{5},\frac{5}{x-4},-\frac{5}{x-4},\frac{4-x}{-5},F,5,math,ori_mmlu-high_school_mathematics,,test,-1.9507042169570923,-0.045365214347839355,-7.6875,-5.65625,-4.5078125,-4.181250095367432,-3.5424106121063232,-3.20703125,-2.9236111640930176,-2.4525034427642822,-2.2618815898895264,-1.9509103298187256,-2.140625,-1.6953125,-1.28515625,-1.157812476158142,-0.8310546875,-0.6832275390625,-0.5643446445465088,-0.3734907805919647,-0.2840982973575592,-0.1123744398355484
2228,Which best represents the path of an impulse over a reflex arc?,"interneuron, afferent neuron, efferent neuron, receptor, effector","effector, sensory neuron, afferent neuron, interneuron, receptor","sensory neuron, interneuron, afferent neuron, efferent neuron, effector","sensory neuron, afferent neuron, interneuron, efferent neuron, receptor","receptor, efferent neuron, interneuron, afferent neuron, affector","efferent neuron, interneuron, afferent neuron, receptor, effector","receptor, afferent neuron, efferent neuron, interneuron, effector","receptor, efferent neuron, afferent neuron, interneuron, effector","afferent neuron, receptor, efferent neuron, interneuron, effector","receptor, afferent neuron, interneuron, efferent neuron, effector",J,9,psychology,ori_mmlu-high_school_psychology,,test,-3.074200391769409,-0.04657879381468802,-7.5,-7.5,-7.270833492279053,-7.046875,-5.6875,-5.03125,-4.5224609375,-4.055989742279053,-3.6708006858825684,-3.0721435546875,-2.703125,-2.1484375,-1.7864583730697632,-1.466796875,-0.9669596552848816,-0.7943638563156128,-0.65966796875,-0.5540364384651184,-0.4560546875,-0.2893880307674408
2311,What are three factors that influence our olfactory experience?,"Temperature, humidity, and light intensity","Sound intensity, pitch, and duration","Color, texture, and size of the substance","Volume, density, and mass of the substance","Altitude, air pressure, and geographic location","Quality, concentration, and rate of flow of the stimulus","Dietary habits, exercise frequency, and sleep patterns",,,,F,5,psychology,stemez-Psychology,,test,-3.3478927612304688,-0.053998270342426914,-10.0625,-8.234375,-7.447916507720947,-6.78125,-5.856249809265137,-5.209635257720947,-4.713169574737549,-4.154296875,-3.7125651836395264,-3.347363233566284,-2.015625,-1.83984375,-1.6484375,-1.4462890625,-1.113867163658142,-0.8605143427848816,-0.6745256781578064,-0.5330810546875,-0.4226345419883728,-0.3213867247104645
6053,"Which of the following is not a reason for increased risk of vitamin or mineral deficiencies among older people in high income countries?
",Low income so decreased ability to purchase nutrient-rich foods,Decreased mobility and little time spend outdoors in the sunshine,Decreased intrinsic factor in the stomach,High nutrient requirements for tissue turnover,,,,,,,D,3,health,ori_mmlu-nutrition,,test,-2.4049651622772217,-0.0224763099278245,-7.265625,-6.7265625,-5.71875,-5.081597328186035,-4.270833492279053,-3.8738839626312256,-3.52685546875,-3.0217413902282715,-2.7428386211395264,-2.4047393798828125,-3.796875,-2.3955078125,-1.6339285373687744,-1.3013644218444824,-0.949371337890625,-0.77691650390625,-0.6358566284179688,-0.46185624599456787,-0.3562999963760376,-0.1501414030790329
3239,"In summer squash, spheroid fruit genes are dominant over genes for elongated fruit. A cross between two different homozygous spheroid-fruited varieties results in the following F_2: 89 disc62 spheroid11elongated Ascertain the fit of this data to a reasonable modified dihybrid ratio using chi-square analysis. Explain the pattern of inheritance, the F_1 genotype and phenotype, and the F_2 genotypes .",The pattern of inheritance is codominance at one locus and complete dominance at the other.,"The data fits a 15:1 ratio, suggesting that one gene is completely dominant over the other and that there is no interaction between genes.",The data fits a 3:1 ratio,The data fits a 9:6:1 ratio with a 90 percent probability. There is complete dominance at both gene loci. Interaction between two dominants produces a new disc phenotype.,The data fits a 12:3:1 ratio indicating dominant epistasis.,"The data fits a 9:3:3:1 ratio, which is the expected ratio for a typical dihybrid cross with no gene interaction.",There is incomplete dominance at both gene loci,Interaction between two recessive genes produces a new disc phenotype,The data fits a 1:2:1 ratio suggesting incomplete dominance and no epistasis.,The F_2 genotypes indicate multiple alleles are involved at one gene locus.,D,3,biology,stemez-Genetics,,test,-2.6127750873565674,-0.010327174258326353,-12.465277671813965,-8.763157844543457,-7.101004600524902,-5.826274871826172,-4.932942867279053,-4.283717155456543,-3.7009968757629395,-3.287867546081543,-2.9150545597076416,-2.6118085384368896,-5.689236164093018,-3.5797698497772217,-2.6239187717437744,-1.9340072870254517,-1.5103778839111328,-1.2399104833602905,-0.9993746280670166,-0.8291670083999634,-0.6673452854156494,-0.5233672261238098
8886,What is the probability of a Type II error when a hypothesis test is being conducted at the 10% significance level (α = 0.10)?,0.80,0.01,0.50,0.20,1.00,0.001,There is insufficient information to answer this question.,0.05,0.90,0.10,G,6,math,ori_mmlu-high_school_statistics,,test,-1.2293941974639893,-0.010507642713367429,-4.479166507720947,-3.9609375,-3.3767361640930176,-2.8359375,-2.2974853515625,-2.0038034915924072,-1.7718838453292847,-1.5691015720367432,-1.4045454263687134,-1.2292203903198242,-1.359375,-1.0071614980697632,-0.6915012001991272,-0.5034688115119934,-0.33133697509765625,-0.23173442482948303,-0.15006326138973236,-0.07080566138029099,-0.0026724678464233875,0.09251022338867188
3640,Radiation from an X-ray source consists of two components of wavelengths $154.433 \mathrm{pm}$ and $154.051 \mathrm{pm}$. Calculate the difference in glancing angles $(2 \theta)$ of the diffraction lines arising from the two components in a diffraction pattern from planes of separation $77.8 \mathrm{pm}$.,2.84 ${\circ}$,3.58 ${\circ}$,3.26 ${\circ}$,1.75 ${\circ}$,2.14 ${\circ}$,1.42 ${\circ}$,5.00 ${\circ}$,4.12 ${\circ}$,0.98 ${\circ}$,6.28 ${\circ}$,E,4,chemistry,scibench-matter,,test,-1.3586924076080322,-0.007151012671621222,-5.17578125,-4.08984375,-3.4954426288604736,-3.04150390625,-2.5977516174316406,-2.2417092323303223,-1.9454238414764404,-1.711838960647583,-1.525620937347412,-1.3581748008728027,-2.025390625,-1.26605224609375,-0.8480377197265625,-0.6221885681152344,-0.4593625068664551,-0.3509421944618225,-0.26137396693229675,-0.18311110138893127,-0.1051192581653595,0.0007875023875385523
5531,"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",94%,54%,64%,4%,84%,14%,74%,24%,44%,34%,F,5,other,ori_mmlu-global_facts,,test,-2.4224894046783447,-0.024469589946245908,-9.125,-7.6640625,-6.598958492279053,-5.705078125,-4.6015625,-4.017127513885498,-3.518099069595337,-3.1236212253570557,-2.80232310295105,-2.4208929538726807,-2.80859375,-2.078125,-1.6067708730697632,-1.25701904296875,-0.9015225768089294,-0.737548828125,-0.6030110716819763,-0.4890998303890228,-0.3918713927268982,-0.1644287109375
11045, Which of the following potentially morally relevant differences between Fred's behavior and the behavior of the consumers of factory-raised meat does Norcross not discuss?,"Fred's behavior involves the suffering of puppies, whereas the behavior of meat-eaters ""merely"" involves the suffering of chickens, pigs, cows, calves, sheep, and the like.","The suffering of the puppies is necessary for gustatory pleasure, whereas the suffering of animals on factory farms is simply a by-product of the conditions dictated by economic considerations.","Fred could prevent the suffering of the puppies, whereas meat-eaters can't prevent the suffering of the animals they consume.",none of the above,,,,,,,D,3,philosophy,ori_mmlu-moral_disputes,,test,-3.4062514305114746,-0.026611339300870895,-11.6875,-10.024999618530273,-8.15625,-6.965909004211426,-6.078125,-5.50927734375,-4.838815689086914,-4.300426006317139,-3.810351610183716,-3.4066860675811768,-2.3046875,-1.814062476158142,-1.37939453125,-1.0310724973678589,-0.7821219563484192,-0.656585693359375,-0.5074784159660339,-0.3523392975330353,-0.20896483957767487,-0.0559953972697258
3950,"A chemist decides to prepare some chlorine gas by the following reaction: MnO_2 + 4HCl \rightarrow MnCl_2 + 2H_2 O + Cl_2 \uparrow If he uses 100 g of MnO_2, what is the maximum volume of chlorine gas that can be obtained at standard temperature and pressure (STP)?",75.3 liters,15.0 liters,11.2 liters,86.9 liters,40.7 liters,22.4 liters,25.8 liters,34.5 liters,100 liters,50.0 liters,G,6,chemistry,stemez-Chemistry,,test,-1.1306648254394531,-0.00579828115609976,-6.1875,-4.159895896911621,-3.16644024848938,-2.672395944595337,-2.2277445793151855,-1.8778554201126099,-1.6389113664627075,-1.425625205039978,-1.2605608701705933,-1.1295934915542603,-4.43359375,-2.217041015625,-1.4367225170135498,-1.0906473398208618,-0.8411078453063965,-0.6624530553817749,-0.5372970700263977,-0.4139694571495056,-0.30146324634552,-0.18902429938316345
9688,"A vessel contains $1.15 \mathrm{~g}$ liq $\mathrm{H}_2 \mathrm{O}$ in equilibrium with water vapor at $30 .{ }^{\circ} \mathrm{C}$. At this temperature, the vapor pressure of $\mathrm{H}_2 \mathrm{O}$ is 31.82 torr. What volume increase is necessary for all the water to evaporate?
",58.6 L,21.4 L,32.5 $\mathrm{~L}$,45.2 $\mathrm{~L}$,25.7 $\mathrm{~L}$,12.8 L,54.1 L,37.9$\mathrm{~L}$,29.3 L,40.7 L,H,7,physics,scibench-thermo,,test,-1.2815890312194824,-0.0066403576747123445,-7.409722328186035,-4.904513835906982,-3.7974536418914795,-3.0636935234069824,-2.523697853088379,-2.126519203186035,-1.8575400114059448,-1.6012721061706543,-1.4233530759811401,-1.281017780303955,-4.822482585906982,-2.7247722148895264,-1.8248472213745117,-1.36346435546875,-1.0790717601776123,-0.8776697516441345,-0.7337075471878052,-0.5797746181488037,-0.46107766032218933,-0.34296467900276184
7488,Which of the following statements is correct in regard to the federal budget deficit and the federal debt?,The debt is the sum of all past and future deficits.,When the debt is positive the deficit decreases.,When the deficit is negative the debt decreases.,The deficit is the accumulation of past debts.,When the debt is negative the deficit decreases.,The deficit is the accumulation of future debts.,The deficit and the debt are always equal.,When the deficit is positive the debt decreases.,When the debt is positive the deficit increases.,When the debt is negative the deficit increases.,C,2,economics,ori_mmlu-high_school_macroeconomics,,test,-1.9336100816726685,-0.02301916763896034,-7.125,-5.041666507720947,-4.212500095367432,-3.7455356121063232,-3.2873263359069824,-3.10546875,-2.7620441913604736,-2.4740512371063232,-2.175384521484375,-1.9349687099456787,-2.234375,-1.078125,-0.6455078125,-0.4340122640132904,-0.2922092080116272,-0.22783203423023224,-0.107666015625,-0.0002092633949359879,0.09161376953125,0.2146809846162796
1544,"A state enacted a statute that authorized the payment of state funds to any private institution of higher learning within the state that meets certain minimum criteria and refrains from awarding only seminarian or theological degrees. The aid is in the form of annual subsidies to qualified institutions. The grants are non-categorical but may not, under an added provision, be utilized by the institutions for sectarian purposes. A state agency determines the eligibility of applicant institutions. Eight state taxpayers, all avowed atheists, bring suit in federal court to enjoin the payments of subsidies under the statute to all church-affiliated institutions in the state. The federal district court will most likely",uphold the validity of the statute as a valid exercise of the state's power to subsidize education.,dismiss the action for lack of standing.,invalidate the statute on the grounds of separation of church and state.,invalidate the statute as a valid exercise of the state's power to subsidize education.,uphold the validity of the statute but prohibit the subsidies to church-affiliated institutions.,invalidate the statute as violative of the establishment clause.,dismiss the action because the plaintiffs are not directly affected by the statute.,uphold the validity of the statute as violative of the establishment clause.,uphold the validity of the statute as nonviolative of the establishment clause.,dismiss the action on the basis that the statute does not promote a specific religion.,I,8,law,ori_mmlu-professional_law,,test,-2.504345417022705,-0.006487941494877475,-8.171875,-6.698750019073486,-5.779193878173828,-5.128749847412109,-4.503968238830566,-3.9572367668151855,-3.529341220855713,-3.1288676261901855,-2.7880430221557617,-2.503925085067749,-2.46484375,-1.8587499856948853,-1.3977179527282715,-1.080385684967041,-0.832391619682312,-0.6409494280815125,-0.5001026391983032,-0.3716086149215698,-0.25734350085258484,-0.1473090648651123
4969,"What made it possible to recover the nearly intact finely-made wooden spears from a 300,000-year-old site at Schöningen, Germany?",The soil was waterlogged and provided conditions that allowed for the preservation of organic material.,"The spears were encased in amber, preserving them for thousands of years.","The site was frozen in ice, which preserved the wooden spears.","The wooden spears were placed in a cache of artifacts in plain sight, where archaeologists would eventually find them.","The spears were kept in a dry, desert-like environment, which preserved them.","The wooden spears were fossilized over time, preserving their original form.","The soil was highly acidic and aerobic, which offers excellent preservation for organic artifacts.",The spears were preserved due to the high salt content in the soil.,The spears were coated with a layer of resin which has preserved them.,"The wooden spears were covered with dried blood mixed with charcoal and mud, which allows for the preservation of wood.",A,0,history,ori_mmlu-prehistory,,test,-2.7513246536254883,-0.023316310623944816,-10.6875,-9.005208015441895,-7.402777671813965,-6.081730842590332,-5.2705078125,-4.6202712059021,-3.9249744415283203,-3.487980842590332,-3.1305856704711914,-2.7511208057403564,-2.2083332538604736,-1.8268228769302368,-1.4466146230697632,-1.021822452545166,-0.8177337646484375,-0.6576249003410339,-0.4918796718120575,-0.3884746730327606,-0.2719137370586395,-0.096435546875
3603,"When a current of 5.36 A is passed for 30 min. through an electro-lytic cell containing a solution of a zinc salt, it is found that 3.27g of zinc metal is deposited at the cathode. What is the equivalent weight of zinc in the salt?",27.7g,31.7g,35.7g,36.7g,34.7g,32.7g,33.7g,30.7g,28.7g,29.7g,F,5,chemistry,stemez-Chemistry,,test,-1.477406620979309,-0.009008576957190909,-5.484375,-4.506510257720947,-3.75390625,-3.155937433242798,-2.7568044662475586,-2.411687135696411,-2.0769264698028564,-1.8506933450698853,-1.6600691080093384,-1.4780597686767578,-2.6822917461395264,-2.0032551288604736,-1.39794921875,-0.959179699420929,-0.7259954810142517,-0.55078125,-0.3985706567764282,-0.2932812571525574,-0.1971958726644516,-0.0843873992562294
4316,The density of concentrated sulfuric acid is 1.85 g/ml. What volume of the acid would weigh 74.0 g?,45.0 ml,50.0 ml,37.0 ml,75.0 ml,20.0 ml,65.0 ml,70.0 ml,55.0 ml,60.0 ml,40.0 ml,J,9,chemistry,stemez-Chemistry,,test,-1.6699268817901611,-0.017765179593512353,-7.90625,-5.478125095367432,-4.583984375,-3.8600852489471436,-3.2416293621063232,-2.757352828979492,-2.393749952316284,-2.1002674102783203,-1.863206148147583,-1.6707290410995483,-2.3125,-1.892187476158142,-1.523681640625,-1.1495139598846436,-0.8810773491859436,-0.684577465057373,-0.517730712890625,-0.3844737112522125,-0.26754525303840637,-0.14463648200035095
4295,The pressure in interplanetary space is estimated to be of the order of 10^-16torr. This corresponds to a density of about 4 molecules per cubic centimeter. What temperature must be assigned to the molecules in interplanetary space for this to be true?,50°C,273°C,3°C,-273°C,20°C,- 31°C,-100°C,100°C,-40°C,0°C,F,5,chemistry,stemez-Chemistry,,test,-1.7824068069458008,-0.010802465496641217,-7.199999809265137,-5.3522725105285645,-4.411764621734619,-3.8963067531585693,-3.3719308376312256,-2.9176814556121826,-2.5797276496887207,-2.2527778148651123,-1.992682933807373,-1.7833364009857178,-2.625,-1.5358664989471436,-1.0434534549713135,-0.7990694642066956,-0.5982643961906433,-0.4475367069244385,-0.34333527088165283,-0.24048258364200592,-0.15302231907844543,-0.05700790509581566
9645,The electric flux through a spherical surface is  $4.0\times 10^4 N \cdot m^2/C$. What is the net charge enclosed by the surface?,2.65e-07,7.10e-07,2.30e-07,8.45e-07,5.67e-07,1.00e-07,4.80e-07,1.25e-07,3.54e-07,6.22e-07,I,8,physics,theoremQA-Physics,,test,-1.342049241065979,-0.011470506333897257,-6.229166507720947,-4.4129462242126465,-3.545454502105713,-3.0786831378936768,-2.5661892890930176,-2.187588691711426,-1.9614062309265137,-1.7075027227401733,-1.5047200918197632,-1.3426768779754639,-2.5703125,-1.2375138998031616,-0.7808727025985718,-0.5921282172203064,-0.4259575605392456,-0.3016801178455353,-0.22571289539337158,-0.13962318003177643,-0.061501242220401764,0.014087573625147343
290,"On October 17, Thomas Long purchased two $1,000 bonds, bearing 6% interest payable January 1 and July 1, at 98. Find his total cost, and the net proceeds to the seller. Assume a brokerage fee of $5 per bond.","$2,006 and $1,996","$1,990 and $1,970","$2,015 and $1,995","$2,006 and $1,986","$2,020 and $2,000","$2,010 and $1,980","$1,960 and $1,986","$2,000 and $1,970","$1,995 and $1,975","$1,980 and $1,960",D,3,business,stemez-Business,,test,-1.9654864072799683,-0.011840279561927519,-8.318750381469727,-6.494318008422852,-5.243566036224365,-4.346127510070801,-3.681169271469116,-3.180133819580078,-2.7810118198394775,-2.4568443298339844,-2.185275077819824,-1.9638278484344482,-2.543750047683716,-1.7215908765792847,-1.196335792541504,-0.8680393099784851,-0.6530530452728271,-0.4981323182582855,-0.36930882930755615,-0.25879037380218506,-0.15674865245819092,-0.052553337067365646
2611,Discuss the relationship between punishment and extinction.,Extinction can only occur after a behavior has been punished sufficiently,Extinction is a form of punishment used to change behavior,Punishment is necessary for extinction to occur,Punishment and extinction work synergistically to eliminate behaviors,Punishment replaces the need for extinction in behavior modification,The combination of punishment and extinction speeds up behavior change,The use of punishment in conjunction with extinction may actually decrease the effectiveness of the extinction procedure.,Extinction is a more severe form of punishment than traditional methods,Punishment has no impact on the process of extinction,Punishment enhances the effectiveness of extinction,G,6,psychology,stemez-Psychology,,test,-3.3377623558044434,-0.052980354854038784,-9.625,-9.625,-9.0,-9.0,-7.130208492279053,-5.70703125,-5.70703125,-4.630468845367432,-3.877197265625,-3.3287875652313232,-1.5078125,-1.5078125,-1.28515625,-1.28515625,-0.8001301884651184,-0.556640625,-0.556640625,-0.3863281309604645,-0.2379557341337204,-0.0510602667927742
8162,Find the sum of all integers $k$ such that $\binom{23}{4} + \binom{23}{5} = \binom{24}{k}$.,5,3,20,22,19,24,26,23,21,25,F,5,math,ori_mmlu-high_school_mathematics,,test,-0.6615685820579529,-0.00826960727572441,-3.28125,-2.6328125,-2.00390625,-1.588134765625,-1.305566430091858,-1.0995687246322632,-0.9441506266593933,-0.8271045684814453,-0.7354202270507812,-0.661878228187561,-0.89404296875,-0.4633955955505371,-0.2992410659790039,-0.20737147331237793,-0.14602413773536682,-0.08889055252075195,-0.03343241661787033,0.022260308265686035,0.08109336346387863,0.1402691900730133
2769,Job satisfaction is an accurate predictor of:,employee turnover but not job performance.,neither job performance nor health.,job performance but not health.,neither health nor employee turnover.,health but not job performance.,both job performance and health.,salary increments but not job performance.,employee turnover and health.,health and employee turnover.,job performance and absenteeism.,E,4,psychology,ori_mmlu-professional_psychology,,test,-3.075382709503174,-0.05914197518275334,-8.8125,-8.8125,-6.9375,-6.9375,-5.833333492279053,-4.9296875,-4.9296875,-4.150000095367432,-3.5865886211395264,-3.0775320529937744,-2.65625,-2.65625,-1.3837890625,-1.3837890625,-0.89306640625,-0.6322021484375,-0.6322021484375,-0.4159179627895355,-0.2215983122587204,-0.06884765625
9117,A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,air resistance is always zero in free fall.,volume of both rocks is the same.,force due to gravity is the same on each.,gravitational constant is the same for both rocks.,force due to gravity is zero in free fall.,ratio of force to mass is the same.,inertia of both rocks is the same.,weight of both rocks is the same.,density of both rocks is the same.,mass of both rocks is the same.,F,5,physics,ori_mmlu-conceptual_physics,,test,-2.211588144302368,-0.01992421751623755,-8.270833015441895,-6.557291507720947,-5.44618034362793,-4.686197757720947,-4.106770992279053,-3.586805582046509,-3.1241629123687744,-2.75360107421875,-2.4551684856414795,-2.21221923828125,-3.0052082538604736,-1.6630859375,-1.1107313632965088,-0.7934977412223816,-0.59033203125,-0.446044921875,-0.3346121609210968,-0.23736572265625,-0.1432834267616272,-0.04536132887005806
