question,предмет,выбор,отвечать,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
 Вы заметили поражение на губной альвеолярной слизистой оболочке нижнего правого бокового резца у одного из ваших пациентов и решили взять биопсию для отправки на исследование в патологоанатомическое бюро полости рта. Для проведения безболезненной биопсии какого нерва потребуется местная анестезия?, анатомия, ['Резной нерв' 'Подбородочный нерв' 'Щечный нерв' 'Язычный нерв'],1,Sheet1,-2.4235947132110596,-0.008357223149003654,-9.458333015441895,-7.42307710647583,-6.339062690734863,-5.5196757316589355,-4.729779243469238,-4.028868198394775,-3.468048095703125,-3.036736488342285,-2.695371627807617,-2.4219281673431396,-2.6197917461395264,-1.8317307233810425,-1.418554663658142,-1.082060694694519,-0.8507062196731567,-0.6848368048667908,-0.5512530207633972,-0.4383378326892853,-0.33898040652275085,-0.23566558957099915
 При рождении наименее развитой частью мозга является..., профессиональная_психология, ['зрительная система' 'кора' 'ствол головного мозга' 'мозжечок'],1,Sheet1,-3.7817344665527344,-0.043468212259226834,-11.375,-9.5625,-7.989583492279053,-7.046875,-6.346875190734863,-5.684895992279053,-5.143973350524902,-4.640625,-4.200520992279053,-3.780468702316284,-2.015625,-1.64453125,-1.4557291269302368,-1.15869140625,-0.9615234136581421,-0.7918701171875,-0.6458216905593872,-0.471343994140625,-0.3213161826133728,-0.16496582329273224
Компания может выбрать одну из трех инвестиционных схем. Вариант I гарантирует доходность инвестиций в размере 25 000 долларов. Вариант II дает 50%-ную вероятность возврата 50 000 долларов и 50%-ную вероятность возврата 10 000 долларов. Вариант III дает 5%-ную вероятность возврата 100 000 долларов и 95%-ную вероятность ничего не получить. Какой вариант следует выбрать компании?, статистика для старшей школы," ['Вариант II, если цель — максимизировать ожидаемую прибыль' 'Вариант I, если для погашения просроченного кредита необходимо не менее 20 000 долларов' 'Вариант III, если для погашения просроченного кредита необходимо не менее 80 000 долларов' 'Все вышеперечисленные ответы верны.']",3,Sheet1,-1.158944845199585,-0.004492034283719321,-5.884375095367432,-4.413281440734863,-3.503385305404663,-2.8360838890075684,-2.314687490463257,-1.9427326917648315,-1.6700160503387451,-1.462428331375122,-1.299936294555664,-1.1583590507507324,-2.7992186546325684,-1.4994704723358154,-0.9929168820381165,-0.7331458926200867,-0.5650811791419983,-0.4414413571357727,-0.3431941568851471,-0.25788766145706177,-0.18038363754749298,-0.08419860154390335
" Байер утверждает, что подлинные моральные правила:", философия, ['должно быть на благо человечества.' 'должно учитывать интересы всех чувствующих существ.' 'должно учитывать интересы всех живых существ.' 'в первую очередь направлены на продвижение собственных интересов.'],0,Sheet1,-3.8803701400756836,-0.046751447470791366,-7.6875,-7.609375,-7.322916507720947,-7.1171875,-6.556250095367432,-6.111979007720947,-5.729910850524902,-5.30859375,-4.737847328186035,-3.880612373352051,-1.0625,-0.876953125,-0.736328125,-0.5621337890625,-0.44737547636032104,-0.3564554750919342,-0.27972412109375,-0.20276641845703125,-0.1398722380399704,-0.031699441373348236
"Житель штата владел большим участком девственного леса. Он передал этот участок «населению штата в полную собственность; при условии, однако, что если какая-либо часть указанного участка когда-либо будет использована или освоена в коммерческих целях или иным образом изменена из своего естественного состояния (за исключением рекреационных, научных или образовательных целей), то даритель или его правопреемники могут вновь вступить во владение им на основании своего прежнего имущества». Согласно законодательству штата, передача недвижимого имущества «населению» штата считается передачей права собственности штату, рассматриваемому как юридическое лицо, и хранение такого имущества находится в ведении назначенного должностного лица, известного как директор по охране окружающей среды. Директор предоставил лесозаготовительной компании право вырубки леса на отдаленном участке участка, а также сопутствующие сервитуты проезда. Участок, который лесозаготовительная компания должна была расчистить, должен был использоваться для создания государственной зоны отдыха. После предоставления права лесозаготовительная компания приступила к вырубке леса, который впоследствии продала за 10 000 долларов. Когда житель узнал, что лесозаготовительная компания вырубает и продает древесину, он уведомил директора о необходимости прекратить дальнейшую эксплуатацию земли. Какой результат следует ожидать в иске о выселении, поданном жителем против государства с целью возвращения участка?",профессиональное_право," [«Житель добьётся успеха, поскольку продажа древесины лесозаготовительной компанией даст ему право повторно въехать на территорию и прекратить действие предоставленного штату права собственности». «Житель добьётся успеха, поскольку продажа древесины лесозаготовительной компанией будет означать автоматическое прекращение права собственности штата». «Житель не добьётся успеха, поскольку директор одобрил вырубку леса для обустройства территории в рекреационных целях». «Житель не добьётся успеха, поскольку сохранение за ним права на прекращение действия права собственности будет нарушением правила о запрете вечных ограничений».]",2,Sheet1,-2.0020382404327393,-0.001980255430695093,-7.7265625,-6.322596073150635,-5.34262228012085,-4.555408477783203,-3.879385471343994,-3.3193910121917725,-2.8572804927825928,-2.5098018646240234,-2.2277379035949707,-2.002230644226074,-1.994384765625,-1.3154146671295166,-0.90833979845047,-0.6688529253005981,-0.516773521900177,-0.40259265899658203,-0.303962379693985,-0.21809910237789154,-0.13190826773643494,-0.037219323217868805
"Какова цена пятилетней облигации (номинальная стоимость 100 долларов), не выплачивающей купоны, если ее доходность составляет 4%?", профессиональный_бухгалтерский_учет, ['$100' '$85' '$82' '$75'],2,Sheet1,-1.9994101524353027,-0.012418696598977036,-7.739583492279053,-6.46875,-5.607812404632568,-4.5245537757873535,-3.9191176891326904,-3.296130895614624,-2.9075114727020264,-2.4978811740875244,-2.257153034210205,-1.9991925954818726,-2.25,-1.7237722873687744,-1.368554711341858,-0.9998343586921692,-0.8137853145599365,-0.6377360224723816,-0.5366566777229309,-0.4215218722820282,-0.3345474600791931,-0.2129429429769516
Клинический случай черепно-мозговой травмы Финеаса Гейджа имеет важное значение по какой из следующих причин?, психология старшей школы," «Авария с участием Гейджа стала одним из первых случаев, когда лечение проводилось с помощью препаратов, изменяющих нейротрансмиттеры в головном мозге». «Это был один из первых хорошо задокументированных примеров связи определенной области мозга с рядом физических и эмоциональных изменений». «Эта авария предоставила психиатрам одну из первых возможностей лечить пациента с повреждением головного мозга с помощью психотерапевтических методов». «Компьютерная томография была впервые использована в случае Финеаса Гейджа для документирования степени повреждения головного мозга».",1,Sheet1,-2.7722995281219482,-0.019523236113534848,-9.71875,-8.956250190734863,-7.53125,-6.756249904632568,-5.588942527770996,-4.647186279296875,-4.141194820404053,-3.55859375,-3.11761474609375,-2.77178955078125,-4.84375,-3.487499952316284,-2.67578125,-2.180102586746216,-1.6629122495651245,-1.3201103210449219,-1.1492342948913574,-0.9459025263786316,-0.7671992182731628,-0.5814051032066345
"Этот вопрос касается следующей информации: «Вчера, 7 декабря 1941 года — даты, которая войдет в историю как день позора, — Соединенные Штаты Америки подверглись внезапному и преднамеренному нападению военно-морских и воздушных сил Японской империи. Соединенные Штаты находились в мире с этой страной и, по просьбе Японии, все еще вели переговоры с ее правительством и императором, стремясь к поддержанию мира в Тихом океане. Действительно, через час после начала бомбардировок японскими авиагруппами… японский посол в Соединенных Штатах и его коллега передали государственному секретарю официальный ответ на недавнее американское сообщение. Хотя в этом ответе говорилось, что продолжение существующих дипломатических переговоров представляется бесполезным, он не содержал угроз или намеков на войну или вооруженное нападение… Вчерашнее нападение… нанесло серьезный ущерб американским военно-морским и военным силам. Погибло очень много американцев. Кроме того, сообщается о торпедировании американских кораблей в открытом море… Как главнокомандующий армией и флотом, я распорядился принять все меры для нашей обороны». Президент Франклин Д. Рузвельт, радиообращение, 8 декабря 1941 г. Приведенные выше заявления, скорее всего, были сделаны после какого крупного события?",история США в старшей школе, ['Бомбардировка Перл-Харбора' 'Потопление линкора USS Maine' 'Бомбардировка линкора USS Liberty' 'Боксерское восстание'],0,Sheet1,-1.7789486646652222,-0.0018171079312208603,-7.181985378265381,-5.842617988586426,-4.879056453704834,-4.134171009063721,-3.4764721393585205,-2.953463077545166,-2.5488805770874023,-2.2283310890197754,-1.9783579111099243,-1.7788118124008179,-1.6750918626785278,-1.1158571243286133,-0.7520508170127869,-0.5608044862747192,-0.4375396966934204,-0.3453347086906433,-0.2651348412036896,-0.18271425366401672,-0.10138262063264847,-0.009012887254357338
"Рассчитайте отношение потока солнечного излучения на поверхности Меркурия в перигелии (0,304 а.е.) к потоку в афелии (0,456 а.е.).", астрономия, ['4:1' '1:2' '6:5' '9:4'],3,Sheet1,-1.4190977811813354,-0.009719847816310516,-6.4140625,-5.168402671813965,-4.233817100524902,-3.377878189086914,-2.7774250507354736,-2.4159457683563232,-2.061800956726074,-1.7917383909225464,-1.5833967924118042,-1.4184595346450806,-2.1484375,-1.4240450859069824,-0.9979771375656128,-0.7321953773498535,-0.5740801692008972,-0.48123931884765625,-0.3853010833263397,-0.29194319248199463,-0.2097586691379547,-0.10620307922363281
" В отделение неотложной помощи доставлен 13-месячный ребенок с крапивницей, отеком губ и затруднением дыхания сразу после употребления яйца. Вакцинация против какого из следующих заболеваний представляет потенциальный риск развития реакции гиперчувствительности?",профессиональная_медицина, ['Гепатит' 'Грипп' 'Коклюш' 'Полиомиелит'],1,Sheet1,-2.322938919067383,-0.008635460665678003,-9.09375,-7.390625,-6.116666793823242,-5.208593845367432,-4.378605842590332,-3.803805351257324,-3.330946207046509,-2.940441608428955,-2.6236724853515625,-2.3209409713745117,-3.4046874046325684,-2.3207030296325684,-1.7157552242279053,-1.285008192062378,-0.9671149849891663,-0.7770119905471802,-0.6193432211875916,-0.48888787627220154,-0.37515854835510254,-0.2456330507993698
"71-летняя женщина доставлена в отделение неотложной помощи дочерью для оценки ее психического состояния. Дочь говорит: «Я сегодня впервые за 6 месяцев навестила маму; ее память ухудшилась, счета неоплачены, и в доме необычайно беспорядок». Пациентка отвечает: «Я совершенно здорова». В анамнезе – гипертония, диагностированная более 25 лет назад, и два небольших инсульта, произошедшие 3 года и 7 месяцев назад. Дочь передает вам три пустые бутылочки из-под лекарств из дома матери: метопролол, гидрохлоротиазид и аспирин. Рост пациентки 165 см (5 футов 5 дюймов), вес 59 кг (130 фунтов); ИМТ 22 кг/м2. Жизненные показатели: температура 36,4°C (97,6°F), пульс 76 ударов в минуту, частота дыхания 16 в минуту, артериальное давление 196/112 мм рт. ст. Пульсоксиметрия на воздухе показывает сатурацию кислорода 93%. Мышечная сила левой руки составляет 1/5. Сила правой конечности — 4/5. Пациентка ориентируется только в себе; она не знает дня недели или сегодняшней даты. Она помнит 0 из 3 слов через 5 минут, не может назвать 2 предмета, правильно нарисовать переплетающиеся пятиугольники или считать в обратном порядке по семеркам. Общий анализ крови, показатели функции почек, печени и мочи находятся в пределах нормы. ЭКГ не выявляет отклонений. Какая из следующих причин является наиболее вероятной основной причиной симптомов пациентки?",профессиональная_медицина, ['Боковой амиотрофический склероз' 'Кортикальная базально-ганглиозная дегенерация' 'Нейросифилис' 'Сосудистая деменция'],3,Sheet1,-1.7066437005996704,-0.0015787638303419707,-7.197916507720947,-5.632011413574219,-4.63034200668335,-3.8882713317871094,-3.289483070373535,-2.8103840351104736,-2.430767774581909,-2.131934642791748,-1.89591646194458,-1.706324815750122,-2.394230842590332,-1.6569761037826538,-1.1514440774917603,-0.8534935116767883,-0.6645330786705017,-0.5247853398323059,-0.4069545865058899,-0.3060614764690399,-0.2144346684217453,-0.11374441534280777
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я знаю, с чем Карла сталкивается дома со своим отцом, поэтому я закрою глаза на её плохое поведение. Сценарий 2 | Я решил разжечь огонь в печи.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",3,Sheet1,-2.197741985321045,-0.006444991159299252,-8.576704978942871,-7.0227274894714355,-5.926136493682861,-5.000887870788574,-4.229545593261719,-3.6232244968414307,-3.131430149078369,-2.7461965084075928,-2.4419281482696533,-2.19773530960083,-2.919034004211426,-1.8191584348678589,-1.2295143604278564,-0.9077647924423218,-0.7037952542304993,-0.5503188371658325,-0.42743951082229614,-0.324493408203125,-0.2305353283882141,-0.1356067955493927
"На какой стадии развития расовой/культурной идентичности, согласно Аткинсону, Мортену и Сью, человек, активно отвергающий доминирующую культуру и придерживающийся жестких позитивных убеждений в отношении культуры меньшинства?", профессиональная_психология, ['Конформизм' 'Диссонанс' 'Сопротивление и погружение' 'Интроспекция'],2,Sheet1,-2.6858742237091064,-0.011527357183300887,-7.912499904632568,-7.21875,-6.435661792755127,-5.724431991577148,-5.043526649475098,-4.386259078979492,-3.8957831859588623,-3.397602081298828,-3.0001513957977295,-2.6843459606170654,-3.409374952316284,-2.196377754211426,-1.5846737623214722,-1.2289692163467407,-0.9533026814460754,-0.7601417303085327,-0.6306864619255066,-0.4962911009788513,-0.3810335099697113,-0.24518732726573944
" Что следует учитывать при использовании визуальных методов в исследовательском проекте, помимо соблюдения правовых норм?", философия, ['Что представляет собой общественное пространство' 'Защита людей от потенциального вреда' 'Любой риск нарушения неприкосновенности частной жизни' 'Все вышеперечисленное'],3,Sheet1,-3.498671054840088,-0.02396350037561704,-7.625,-6.916666507720947,-6.662499904632568,-6.447916507720947,-5.68359375,-5.112500190734863,-4.849431991577148,-4.394230842590332,-3.907682180404663,-3.4989659786224365,-0.96875,-0.8385416865348816,-0.717968761920929,-0.6552734375,-0.5281982421875,-0.4027343690395355,-0.3504083752632141,-0.23204627633094788,-0.13326822221279144,-0.05026424676179886
 Как называются три последовательных страйка в боулинге?, разнообразный, ['яхзи' 'маллиган' 'индейка' 'туз'],2,Sheet1,-2.9543988704681396,-0.03319549292660831,-10.75,-9.90625,-8.25,-7.625,-5.703125,-5.08349609375,-4.551432132720947,-3.755948066711426,-3.4461467266082764,-2.9543957710266113,-3.625,-2.58203125,-1.481201171875,-1.1782715320587158,-0.8070940375328064,-0.674713134765625,-0.5674099326133728,-0.3887828588485718,-0.3091837465763092,-0.1598249226808548
"В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я срубил деревья, предназначенные для заготовки древесины. Сценарий 2 | Во время посещения Лувра я прикоснулся ко многим картинам.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",2,Sheet1,-2.0796868801116943,-0.0062453059462813645,-8.640625,-7.237500190734863,-5.951562404632568,-4.851366996765137,-4.078671932220459,-3.475781202316284,-2.995068311691284,-2.6231942176818848,-2.332247018814087,-2.078239917755127,-3.405468702316284,-2.0870118141174316,-1.4199727773666382,-1.0537643432617188,-0.8274059891700745,-0.6639353632926941,-0.5306108593940735,-0.41465073823928833,-0.31130844354629517,-0.19486954808235168
 Какой витамин является основным жирорастворимым антиоксидантом в клеточных мембранах?, питание, ['Витамин А' 'Витамин D' 'Витамин E' 'Витамин K'],2,Sheet1,-1.2218321561813354,-0.010443009881891755,-7.71875,-5.71484375,-4.112723350524902,-3.257269859313965,-2.4468181133270264,-2.0972726345062256,-1.835113525390625,-1.5453587770462036,-1.398181676864624,-1.2234090566635132,-1.9375,-1.4052734375,-0.8559744954109192,-0.6635945439338684,-0.4935556948184967,-0.4193943440914154,-0.3630104064941406,-0.29299765825271606,-0.2482125461101532,-0.13857269287109375
" Когда в результате термоядерной реакции пара изотопов водорода превращается в альфа-частицу и нейтрон, большая часть высвобождаемой энергии преобразуется в альфа-частицу и нейтрон.",концептуальная_физика, ['Гамма-излучение'. 'Кинетическая энергия альфа-частицы'. 'Кинетическая энергия нейтрона'. 'Все эти величины примерно одинаковы'.],2,Sheet1,-1.5088181495666504,-0.00847650645823961,-7.387499809265137,-6.224999904632568,-4.873958110809326,-3.725353479385376,-3.049053430557251,-2.569162607192993,-2.1589486598968506,-1.9035921096801758,-1.701744556427002,-1.50909423828125,-1.9296875,-1.2201659679412842,-0.817333996295929,-0.5705275535583496,-0.44308236241340637,-0.3476129472255707,-0.25526881217956543,-0.1937691867351532,-0.12611421942710876,-0.016613079234957695
"Какой из перечисленных факторов НЕ является важным экологическим фактором, влияющим на сельское хозяйство страны?", география для старшей школы, ['Количество дней без заморозков в году' 'Наличие достаточного количества осадков' 'Надежность достаточного количества осадков' 'Объем произведенных в стране удобрений'],3,Sheet1,-1.9099606275558472,-0.013081922106546899,-10.65625,-7.368750095367432,-5.970703125,-5.025000095367432,-3.933894157409668,-3.22015380859375,-2.8653411865234375,-2.4563772678375244,-2.1493301391601562,-1.9105156660079956,-8.1875,-4.489062309265137,-2.932373046875,-2.3449950218200684,-1.8004196882247925,-1.4546470642089844,-1.2859938144683838,-1.0771920680999756,-0.9034805297851562,-0.7514445185661316
" Хейр утверждает, что как только два человека придут к согласию относительно значения слова «должен»:", философия," ['Они будут разделять одни и те же моральные взгляды.' 'Они будут расходиться во мнениях по моральным вопросам только в том случае, если будут расходиться во мнениях относительно фактов дела.' 'Они будут расходиться во мнениях по моральным вопросам только в том случае, если у них будут разные склонности.' 'Ничего из вышеперечисленного.']",3,Sheet1,-3.528730869293213,-0.026732809615857674,-8.375,-7.609375,-7.192708492279053,-6.69921875,-6.1328125,-5.5859375,-5.026785850524902,-4.54345703125,-4.106662273406982,-3.5287258625030518,-2.390625,-1.8046875,-1.3385416269302368,-1.0596923828125,-0.8617919683456421,-0.7125040888786316,-0.5923026204109192,-0.4707794189453125,-0.3425157368183136,-0.131010502576828
"Этот вопрос относится к следующей информации. Оба автора ниже говорили о Французской революции. Это было лучшее время, это было худшее время, это был век мудрости, это был век глупости, это была эпоха веры, это была эпоха неверия, это было время Света, это было время Тьмы, это была весна надежды, это была зима отчаяния, у нас было всё перед нами, у нас не было ничего перед нами, мы все шли прямо в рай, мы все шли прямо в обратную сторону — короче говоря, этот период был настолько похож на нынешний, что некоторые из его самых шумных авторитетов настаивали на том, чтобы его воспринимали, к добру или к злу, только в превосходной степени сравнения. На английском троне были король с большой челюстью и королева с простым лицом; на французском троне были король с большой челюстью и королева с прекрасным лицом. В обеих странах было яснее, чем кристалл… что в целом всё устоялось навсегда. — «Повесть о двух городах» Чарльза Диккенса. Блаженство было в тот рассвет быть живым. Но быть молодым было сродни раю. — «Прелюдия» Уильяма Вордсворта. Большинство революций порождают сильную лидерскую фигуру; Французская революция позволила кому из следующих прийти к власти?",история мира в старшей школе, ['Король Людовик XVI' 'Робеспьер' 'Жан Лафитт' 'Лафайет'],1,Sheet1,-2.3300893306732178,-0.0028175203514791023,-9.175403594970703,-7.53720235824585,-6.361536026000977,-5.284970283508301,-4.471123218536377,-3.835782527923584,-3.316892385482788,-2.9183881282806396,-2.5918092727661133,-2.3295202255249023,-2.5564515590667725,-1.6726810932159424,-1.179986834526062,-0.8710525631904602,-0.6718236207962036,-0.5270682573318481,-0.4046180546283722,-0.3016132116317749,-0.20302420854568481,-0.08991385996341705
 Какого персонажа Вуди заменил в телешоу «Cheers»?, разнообразный, ['Тренер' 'Диана' 'Норм' 'Фрейзер'],0,Sheet1,-3.753206968307495,-0.043140309980545924,-10.4375,-9.9375,-9.21875,-7.911458492279053,-7.375,-6.09375,-5.586718559265137,-4.689127445220947,-4.329617977142334,-3.752335548400879,-2.703125,-1.890625,-1.5859375,-1.0733743906021118,-0.91424560546875,-0.6894870400428772,-0.5956360101699829,-0.4185638427734375,-0.3449002802371979,-0.2015177458524704
" Студент толкает шайбу по столу, перемещая её из положения x = 0 в положение x = 0,2 м. После того, как он отпускает шайбу, она продолжает движение по столу и останавливается в положении x = 1,2 м. Когда шайба находится в положении x = 1,0 м, какое из следующих утверждений о результирующей силе, действующей на шайбу, является верным?", физика в старшей школе,"['Результирующая сила направлена в отрицательном направлении, потому что шайба движется в положительном направлении, но замедляется.' 'Результирующая сила направлена вниз, потому что шайба находится близко к Земле, где ускорение свободного падения составляет 10 м/с² вниз.' 'Результирующая сила направлена в положительном направлении, потому что толчок ученика заставил шайбу ускориться в положительном направлении.' 'Результирующая сила равна нулю, потому что толчок ученика в положительном направлении должен равняться силе трения в отрицательном направлении.']",0,Sheet1,-1.2100105285644531,-0.004306087290264958,-6.059374809265137,-4.372656345367432,-3.5179686546325684,-2.8798828125,-2.359872817993164,-2.0082128047943115,-1.7354134321212769,-1.524023413658142,-1.3570613861083984,-1.2107115983963013,-1.291015625,-0.7608642578125,-0.5034159421920776,-0.36421966552734375,-0.25753363966941833,-0.1823040097951889,-0.1132735162973404,-0.05007520318031311,0.011080899275839329,0.0809643343091011
 Каким образом ограничительная фискальная политика в Соединенных Штатах может повлиять на внутренние процентные ставки и международную стоимость доллара?, макроэкономика для старшей школы,"['Процентные ставки растут, а доллар обесценивается.' 'Процентные ставки снижаются, а доллар укрепляется.' 'Процентные ставки растут, а доллар укрепляется.' 'Процентные ставки снижаются, а доллар обесценивается.']",3,Sheet1,-2.008713960647583,-0.011544333107170018,-7.75,-6.285714149475098,-5.596875190734863,-4.664620399475098,-4.061580657958984,-3.3380534648895264,-2.924957275390625,-2.508493661880493,-2.2659871578216553,-2.0070173740386963,-1.3307291269302368,-0.9031807780265808,-0.669604480266571,-0.4700927734375,-0.3753877580165863,-0.2851446270942688,-0.2274068146944046,-0.1509748250246048,-0.09528572112321854,0.02263532392680645
" Наименьшая критическая частота обусловлена нулем и может присутствовать в начале координат или вблизи него, в зависимости от типа сети.", электротехника, ['LC-цепь.' «RC-цепь». «Цепь RLC». «Цепь RL».],3,Sheet1,-2.867234945297241,-0.018262642963676697,-9.354166984558105,-7.822916507720947,-6.954861164093018,-5.924278736114502,-5.3046875,-4.7306742668151855,-4.0553669929504395,-3.630333423614502,-3.260471820831299,-2.865734577178955,-2.671875,-1.6370443105697632,-1.1455078125,-0.7913865447044373,-0.6314964294433594,-0.5124093890190125,-0.3689044415950775,-0.26594191789627075,-0.17714296281337738,-0.04890025779604912
" Считалось, что капиталистический класс середины XX века присоединился к высшему классу, потому что они:",социология," [«участвовали в тех же развлекательных мероприятиях и событиях, что и представители «светского календаря»», «подражали образу жизни и культурным ценностям традиционной аристократии», «владели компаниями и финансовыми активами, которые приносили богатство через корпорации», «имели прямую личную собственность на землю и предприятия в качестве материальных активов»]",2,Sheet1,-2.8472182750701904,-0.021901679039001466,-11.625,-8.881250381469727,-7.37890625,-6.376420497894287,-5.472098350524902,-4.722886085510254,-4.102246284484863,-3.58748722076416,-3.177372932434082,-2.8494820594787598,-2.4765625,-1.642968773841858,-1.21240234375,-0.9182350635528564,-0.6996024250984192,-0.5520737767219543,-0.4360595643520355,-0.33485478162765503,-0.24656325578689575,-0.1432010978460312
 Сколько диагоналей в правильном восьмиугольнике?, математика для старшей школы, ['8' '16' '17' '20'],3,Sheet1,-1.8271758556365967,-0.023128808299197428,-9.875,-6.6953125,-5.359375,-4.408203125,-3.586718797683716,-3.03515625,-2.60595703125,-2.2811851501464844,-2.0277202129364014,-1.8249480724334717,-1.0859375,-0.734375,-0.4767252504825592,-0.34716796875,-0.25996094942092896,-0.1897786408662796,-0.1166294664144516,-0.057861328125,-0.0045572915114462376,0.04257812350988388
 Какой из следующих инструментов является предпочтительным для чистки полости рта?, клинические_знания,"['Маленькая мягкая зубная щетка.' 'Палец в перчатке, обернутый марлей.' 'Пинцет, обернутый марлей.' 'Пенопластовая палочка.']",0,Sheet1,-2.187568426132202,-0.01853871547569663,-10.0,-7.666666507720947,-6.8671875,-5.095052242279053,-4.4715399742126465,-3.596137046813965,-3.2587890625,-2.73168683052063,-2.521557092666626,-2.185349464416504,-2.53125,-1.5924478769302368,-1.2230224609375,-0.809478759765625,-0.6903163194656372,-0.4981757402420044,-0.4104675352573395,-0.2644195556640625,-0.19209641218185425,-0.06023355945944786
" Какая из следующих пар ученых стала пионером экологической дисциплины, известной как островная биогеография?", биология для старшей школы, ['Роберт Макартур и Э. О. Уилсон' 'Джеймс Уотсон и Фрэнсис Крик' 'Маттиас Шлейден и Теодор Шванн' 'Альфред Херши и Марта Чейз'],0,Sheet1,-2.4783456325531006,-0.017702468803950717,-9.875,-8.2578125,-6.683035850524902,-5.765625,-4.805989742279053,-4.2061944007873535,-3.700103759765625,-3.1257965564727783,-2.8292105197906494,-2.4758834838867188,-3.2734375,-2.423828125,-1.5004185438156128,-1.1571180820465088,-0.8441162109375,-0.6940220594406128,-0.571624755859375,-0.42832544445991516,-0.3461449146270752,-0.18096923828125
 Когда располагаемый доход увеличивается на $X, макроэкономика для старшей школы,['потребление увеличивается более чем на $X.' 'сбережения увеличиваются менее чем на $X.' 'сбережения увеличиваются ровно на $X.' 'сбережения остаются неизменными.'],1,Sheet1,-4.453744411468506,-0.05498449890701859,-11.5,-11.5,-9.1875,-9.1875,-8.010416984558105,-6.6328125,-6.6328125,-5.731249809265137,-5.127604007720947,-4.4483819007873535,-3.0,-3.0,-2.421875,-2.421875,-2.1770832538604736,-1.71630859375,-1.71630859375,-1.3369140625,-1.01904296875,-0.7183314561843872
" Какое из следующих утверждений лучше всего объясняет, почему ферменты эффективно способствуют протеканию химических реакций?", колледж_биология,"['Они повышают температуру реакционной смеси, тем самым ускоряя превращение реагентов в продукты.' 'Они изменяют константу равновесия реакции (K_eq), так что больше реагентов может быть превращено в продукты.' 'Они увеличивают максимальную скорость химической реакции (V_max).' 'Они снижают энергию активации, тем самым ускоряя превращение реагентов в продукты.']",3,Sheet1,-1.6487362384796143,-0.010304601490497589,-6.515625,-5.71875,-5.1171875,-3.881944417953491,-3.329190254211426,-2.893930196762085,-2.3690185546875,-2.106226682662964,-1.895603895187378,-1.6483513116836548,-3.0859375,-2.2490234375,-1.5683441162109375,-1.0368211269378662,-0.8400740027427673,-0.6921269297599792,-0.5107173919677734,-0.4026472270488739,-0.2953903079032898,-0.12252011150121689
" В организации существует три основных типа ситуаций совершения покупок, которые Робинсон, Фарис и Винд (1967) называют _____________.", маркетинг, ['Повторные покупки'. 'Этапы покупки'. 'Классы покупки'. 'Тендеры'.],2,Sheet1,-3.399850845336914,-0.02098673361319083,-10.333333015441895,-9.119791984558105,-7.847222328186035,-6.755208492279053,-5.885416507720947,-5.22265625,-4.722470283508301,-4.299479007720947,-3.887514352798462,-3.3994927406311035,-2.5885417461395264,-1.8111978769302368,-1.3517794609069824,-1.0256551504135132,-0.7801595330238342,-0.5905625820159912,-0.4411853551864624,-0.317840576171875,-0.20078305900096893,-0.0442052036523819
" Маркиз утверждает, что аборт морально неправилен, потому что", моральные_споры," ['доказательство того, что плод является личностью с полными моральными правами, включая право на жизнь'. 'апеллирование к тому факту, что плод является биологически человеком, и утверждение, что убийство биологически человеческих существ является заведомо морально неправильным'. 'доказательство того, что плод обладает сознанием и что причинение вреда и убийство разумных существ является морально неправильным'. 'ничего из вышеперечисленного']",3,Sheet1,-3.260409116744995,-0.03622676796383328,-9.375,-8.8125,-7.890625,-7.337500095367432,-6.183035850524902,-5.5615234375,-5.037326335906982,-4.146328926086426,-3.8033649921417236,-3.261690378189087,-1.6953125,-1.578125,-1.2275390625,-1.1124999523162842,-0.7791399359703064,-0.6668548583984375,-0.5740966796875,-0.4140514135360718,-0.319000244140625,-0.1576363742351532
