id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
10020,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Посевных земель в предместьях Отрара в Х–ХII веках было освоено,Около 20–30%,Около 40–50%,Около 10–20%,Около 60–70%,,D,test,-4.4380669593811035,-0.04482895918566771,-13.8125,-11.46875,-10.020833015441895,-8.99609375,-7.973437309265137,-7.088541507720947,-6.380580425262451,-5.7236328125,-5.174262046813965,-4.437645435333252,-3.234375,-2.65625,-2.1028645038604736,-1.75927734375,-1.4707763195037842,-1.2043660879135132,-1.0069230794906616,-0.8377838134765625,-0.6706950068473816,-0.4498814046382904
17873,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Эрбий \(^{172}_{68}Er\) ядроларының ыдырамаған атомдар санының уақытқа тәуелділігі берілген. Эрбийдің жартылай ыдырау периоды,100 мин,50 сағ,50 с,50 мин,,B,test,-1.9098522663116455,-0.011103792245997939,-8.375,-6.20703125,-5.144097328186035,-4.372499942779541,-3.751512050628662,-3.2177469730377197,-2.7273170948028564,-2.404616594314575,-2.1478118896484375,-1.9091660976409912,-3.9778645038604736,-2.375,-1.6287367343902588,-1.1634814739227295,-0.9224932193756104,-0.7476938366889954,-0.5875493884086609,-0.47251221537590027,-0.3743482232093811,-0.2648596465587616
22292,https://ymnik.kz/tests_old/worldhistory/?v=54,Humanities,World_History,High School,Russian,World History (High School in rus),Философское осмысление политики и управления государством изложил Юсуф Баласагуни в своем труде:,"""Спор двух языков""","""Кутадгу билик""","""Книга знаний""","""Бабурнаме""","""Шахнаме""",B,test,-2.8811538219451904,-0.022686250566497562,-7.765625,-6.956250190734863,-6.31640625,-5.845312595367432,-5.18629789352417,-4.64453125,-4.259548664093018,-3.699032783508301,-3.2404518127441406,-2.8809781074523926,-2.02734375,-1.59375,-1.3154296875,-1.093603491783142,-0.8294020295143127,-0.65936279296875,-0.5672471523284912,-0.4341285228729248,-0.31256103515625,-0.20824290812015533
2392,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Тело насекомых состоит из,"Головы, туловища и ноги","Головы, груди, ноги",Головы и туловища,"Головы, груди и брюшка",,D,test,-4.147090911865234,-0.0767979798493562,-9.25,-9.25,-9.25,-9.25,-7.59375,-7.59375,-7.59375,-5.510416507720947,-5.510416507720947,-4.1497802734375,-0.86328125,-0.86328125,-0.86328125,-0.86328125,-0.6953125,-0.6953125,-0.6953125,-0.3860677182674408,-0.3860677182674408,-0.06103515625
11440,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Бірыңғай мүшелі сөйлемді белгілеңіз.,"Жел соқпай, құс шуламай – бәрі жым-жырт.","Тыңда, дала, Жамбылды.",Мен сендерге көргенімді айтамын.,"Дүниеде, сірә, сендей жар жоқ маған.",,A,test,-2.675535202026367,-0.036651167151046125,-7.3125,-6.9375,-6.318749904632568,-5.723214149475098,-5.125,-4.369673252105713,-3.814002513885498,-3.354947805404663,-2.9882237911224365,-2.67729115486145,-1.5625,-1.4244791269302368,-1.173437476158142,-0.9916294813156128,-0.775390625,-0.5993430614471436,-0.4579326808452606,-0.34375,-0.24609375,-0.1589227020740509
17419,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Егер серіппеге массасы \(20\) кг жүк ілгенде, оның ұзындығы – \(12\) см, ал \(50\) кг жүк ілгенде \(15\) см болса, онда оның бастапқы ұзындығының мәні \((g=10\)м/с\(^2)\)",\(10\) см,"\(11,5\) см","\(10,5\) см",\(8\) см,,A,test,-1.8011747598648071,-0.009842485026583645,-7.6796875,-5.979779243469238,-4.936874866485596,-4.067095756530762,-3.4772136211395264,-2.9530484676361084,-2.57777738571167,-2.248528003692627,-2.0147736072540283,-1.8018109798431396,-3.443359375,-2.143037796020508,-1.4720654487609863,-1.0662015676498413,-0.8390154242515564,-0.6545721292495728,-0.5260258316993713,-0.40852445363998413,-0.31222212314605713,-0.20430117845535278
14891,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңсіздіктер жүйесін шешіңіз.
 \(\begin{cases}\frac{x}{6}+\frac{x}{3}<2 \\2-\frac{1}{3}x>0\end{cases}\)",х > 4,х < 4,х < 6,4 < х < 6,,B,test,-1.485251545906067,-0.01302852233250936,-5.900000095367432,-4.765625,-3.83984375,-3.28125,-2.784722328186035,-2.43621826171875,-2.1484110355377197,-1.8624296188354492,-1.6700407266616821,-1.4847688674926758,-3.809375047683716,-2.406445264816284,-1.555389404296875,-1.1739792823791504,-0.8921350836753845,-0.7298507690429688,-0.5884119272232056,-0.44648778438568115,-0.3406524658203125,-0.22388146817684174
1315,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Аяқсыз қосмекенділер:,Құрбақа,Жетісулық бақатіс,Саламандралар,Сақиналы құртжылан,,D,test,-3.3437843322753906,-0.06556439867206648,-6.8125,-6.15625,-5.760416507720947,-5.453125,-4.890625,-4.707589149475098,-4.474609375,-4.251736164093018,-4.004687309265137,-3.3441874980926514,-0.6015625,-0.564453125,-0.55078125,-0.53564453125,-0.44189453125,-0.3889508843421936,-0.3275146484375,-0.2643229067325592,-0.18710938096046448,-0.0074869790114462376
5023,https://oltest.kz/tests/ekonomika_i_predprinimatelstvo/,"Social Science





",Economics and Entrepreneurship ,University,Russian,Economics and Entrepreneurship (Professional in rus),"По __________________ различают комплексный анализ, системный анализ, функционально-стоимостный анализ, сравнительный анализ, сплошной анализ, корреляционный анализ.
","методам изучения
","периодичности
","степени привлечения технических средств
","степени использования информации
","содержанию и полноте изучаемых вопросов
",A,test,-2.545866012573242,-0.01792863389136086,-11.604166984558105,-8.350446701049805,-6.8125,-5.6707587242126465,-4.916820049285889,-4.161644458770752,-3.6901447772979736,-3.1760427951812744,-2.8745195865631104,-2.5471112728118896,-3.5989582538604736,-2.25390625,-1.639892578125,-1.1523960828781128,-0.9248477816581726,-0.7047874927520752,-0.5837300419807434,-0.4553484320640564,-0.37051883339881897,-0.2502720355987549
2304,https://ymnik.kz/tests_old/biology/?v=66,STEM,Biology,High School,Russian,Biology (High School in rus),Превращают перегной в минеральные вещества бактерии,Уксусные,Болезнетворные,Клубеньковые,Почвенные,Молочнокислые,D,test,-3.649405002593994,-0.045054382748074,-9.9375,-8.25,-7.260416507720947,-6.6953125,-6.118750095367432,-5.729166507720947,-5.372767925262451,-4.8349609375,-4.40711784362793,-3.6468393802642822,-3.5,-2.4609375,-1.9270833730697632,-1.6318359375,-1.415624976158142,-1.1699625253677368,-0.9774344563484192,-0.810333251953125,-0.6768934726715088,-0.4497736096382141
1431,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Моногибридным скрещиванием называют,Скрещивание особей с рецессивной формой по изучаемому признаку,"Скрещивание особей, отличающихся друг от друга по двум парам альтернативных признаков",Возвратное скрещивание особей с одной из родительских форм,"Скрещивание особей, отличающихся друг от друга по одной паре альтернативных признаков",,D,test,-1.7596909999847412,-0.02626404477589166,-6.8125,-5.2265625,-4.432291507720947,-4.0078125,-3.3656249046325684,-2.9251301288604736,-2.5094692707061768,-2.197723388671875,-1.9543966054916382,-1.7589569091796875,-1.734375,-1.326171875,-0.8714192509651184,-0.6375732421875,-0.48857420682907104,-0.3870442807674408,-0.2731584906578064,-0.180908203125,-0.0852864608168602,-0.00839843787252903
6457,https://ymnik.kz/tests_old/geography_kz/?v=1,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Роман тобына жататын халық:,Француздар.,Австриялықтар.,Шведтер.,Немістер.,Ағылшындар.,A,test,-3.095785617828369,-0.05732936329311795,-10.25,-8.4375,-7.15625,-6.550000190734863,-5.638392925262451,-5.22265625,-4.726128578186035,-3.930220127105713,-3.6095783710479736,-3.099940776824951,-1.5625,-1.37890625,-1.021484375,-0.897656261920929,-0.6527622938156128,-0.5469970703125,-0.4585503339767456,-0.31338778138160706,-0.2452799528837204,-0.1150948628783226
1646,https://ymnik.kz/tests_old/biology/?v=53,STEM,Biology,High School,Russian,Biology (High School in rus),Соединение входящее в состав АТФ,Крахмал,Аминокислота,Глюкоза,Н2СО3,Н3РО4,E,test,-3.6012275218963623,-0.05716234161740258,-11.125,-8.875,-8.020833015441895,-7.5703125,-6.543749809265137,-5.74609375,-5.04296875,-4.49560546875,-4.001193523406982,-3.6018524169921875,-3.84375,-2.80078125,-1.9772135019302368,-1.4593505859375,-1.126855492591858,-0.8609212040901184,-0.6678990125656128,-0.48773193359375,-0.34716796875,-0.196044921875
18913,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Синоним к слову должный,Сильный,Активный,Общительный,Соответствующий,,D,test,-3.893028736114502,-0.07786057472229004,-9.8125,-9.8125,-9.03125,-9.03125,-7.375,-6.41015625,-6.41015625,-5.323437690734863,-4.534505367279053,-3.8878304958343506,-1.46875,-1.46875,-1.35546875,-1.35546875,-1.2395833730697632,-0.94134521484375,-0.94134521484375,-0.737744152545929,-0.5324299931526184,-0.319091796875
21707,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Қытай патшасы Цинь Ши Хуандидің айыпкер ақсүйектерді жазалау әдісі:,Өзін-өзі өлтірткен,Отқа өртеген,Дарға асқан,Тірідей көмген,,A,test,-2.4887256622314453,-0.023259118338611637,-8.270833015441895,-6.770833492279053,-5.378125190734863,-4.81370210647583,-4.223345756530762,-3.8726563453674316,-3.51222825050354,-3.106336832046509,-2.814013719558716,-2.487222194671631,-3.0598957538604736,-1.9013671875,-1.2482421398162842,-0.9863656759262085,-0.7455229163169861,-0.6094268560409546,-0.49605393409729004,-0.36722591519355774,-0.2652689516544342,-0.1383577287197113
14536,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),Массасы 10 кг қоспаның \(\frac35\) бөлігі никель және бірдей мөлшерде төрт түрлі металл бар. Олардың ішінде темір де бар. Қоспаның құрамында қанша темір бар?,225 г,"1, 5 кг",750 г,1 кг,,D,test,-2.2523350715637207,-0.011609974595689281,-8.479166984558105,-7.146634578704834,-5.987500190734863,-5.043692111968994,-4.302159786224365,-3.7684082984924316,-3.2400267124176025,-2.8314480781555176,-2.5086829662323,-2.2508931159973145,-3.1302082538604736,-2.0234375,-1.4951171875,-1.1324824094772339,-0.8799725770950317,-0.7240630984306335,-0.5701592564582825,-0.44127288460731506,-0.32461297512054443,-0.21169325709342957
19516,https://itest.kz/ru/endless,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите фразеологизм, имеющий значение далеко.",За тридевять земель,Тянуть резину,Подготовить почву,Закинуть удочку,,A,test,-2.7112934589385986,-0.03389116823673248,-11.9375,-9.6875,-7.5703125,-6.615624904632568,-5.169642925262451,-4.6767578125,-4.208984375,-3.4486083984375,-3.1625163555145264,-2.7112841606140137,-4.1875,-2.56640625,-1.46630859375,-1.2119140625,-0.8853062391281128,-0.7653656005859375,-0.6696913242340088,-0.5270219445228577,-0.4683736264705658,-0.28399658203125
1231,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Жапырақ жүйкелерінің ұшы тақтасының жиегі тікенекті өсімдік:,Қырыққабат,Сексеуіл,Шеңгел,"Түйетікен, шағыртікен",,D,test,-2.7364649772644043,-0.02850484351317088,-7.791666507720947,-6.291666507720947,-5.559027671813965,-4.950520992279053,-4.504166603088379,-4.05772590637207,-3.6614582538604736,-3.3269855976104736,-3.0196759700775146,-2.7379558086395264,-2.921875,-1.91796875,-1.3299154043197632,-1.0003153085708618,-0.7756754755973816,-0.59930419921875,-0.4457019567489624,-0.3195139467716217,-0.21644875407218933,-0.12032470852136612
1747,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Соответствует процессу оплодотворения,Передвижение зрелой яйцеклетки в матку,Слияние яйцеклетки и сперматозоида,Образование плаценты,Развитие оплодотворенного яйца,,B,test,-3.014948606491089,-0.04568103949228922,-10.75,-8.375,-7.270833492279053,-6.5703125,-5.978125095367432,-5.025064945220947,-4.308310508728027,-3.7697715759277344,-3.350908041000366,-3.015817165374756,-2.890625,-1.837890625,-1.484375,-1.1953125,-0.9505370855331421,-0.7860921025276184,-0.6678990125656128,-0.574951171875,-0.4919704794883728,-0.3939453065395355
6229,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Негізгі шай өндіруші елдер.,"Кения, Эфиопия","Грузия, Сауд Арабиясы","Шри-Ланка, Мальдив","Үндістан, Қытай",,D,test,-3.302792549133301,-0.05794372893216317,-9.9375,-8.6875,-7.583333492279053,-6.393750190734863,-6.067708492279053,-5.517857074737549,-4.622395992279053,-4.263281345367432,-3.8889381885528564,-3.299372673034668,-2.734375,-1.78515625,-1.4401041269302368,-1.0574219226837158,-0.8898112177848816,-0.7496512532234192,-0.5355360507965088,-0.447021484375,-0.34317293763160706,-0.15666316449642181
18094,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),"Протон, прошедший ускоряющую разность потенциалов \(500\) В, влетает в однородное магнитное поле с магнитной индукцией \(0,4\) Тл и движется по окружности.
Определите радиус окружности, если заряд протона равен \(1,6\cdot10^{-19}\) Кл и масса – \(1,67\cdot10^{-27}\) кг.","\(\approx 0,8\) м",\(\approx8\) м,\(\approx8\) см,\(\approx8\) мм,,D,test,-1.3679182529449463,-0.0048680364873485635,-6.71875,-5.15234375,-4.079427242279053,-3.2958006858825684,-2.708359479904175,-2.272005319595337,-1.9514927864074707,-1.7085273265838623,-1.5186909437179565,-1.3668218851089478,-3.796875,-2.34521484375,-1.570867896080017,-1.169743299484253,-0.9222058057785034,-0.7498850226402283,-0.6138663291931152,-0.5012931823730469,-0.40264689922332764,-0.30197203159332275
15209,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Найдите производную функции.
\(y = {sin ^3}x + {cos ^3}x\)",\({\frac{2}{3}sin x\left( {sin x - cos2 x} \right)}\),\({\frac{3}{2}sin 2x\left( {sin x - cos x} \right)}\),\({\frac{3}{2}sin x\left( {sin x + cos x} \right)}\),\({\frac{1}{2}sin 2x\left( {sin x + cos x} \right)}\),,B,test,-2.025559186935425,-0.022506213188171385,-6.71875,-5.8203125,-5.200520992279053,-4.463541507720947,-3.8341619968414307,-3.360276460647583,-2.8408203125,-2.5631511211395264,-2.325927734375,-2.0248863697052,-3.4609375,-2.326171875,-1.7825521230697632,-1.2215440273284912,-0.9538130164146423,-0.743821382522583,-0.5124359130859375,-0.3914794921875,-0.29002684354782104,-0.15403150022029877
20429,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),В цикл «Повестей Белкина» входит произведение А.С. Пушкина,«Капитанская дочка»,«Барышня-крестьянка»,«Дубровский»,«Полтава»,,B,test,-2.6684858798980713,-0.02838814765849012,-14.1875,-8.083333015441895,-6.724999904632568,-5.78125,-5.034722328186035,-4.650000095367432,-3.98095703125,-3.426060199737549,-3.00067138671875,-2.6672635078430176,-2.296875,-1.4947916269302368,-1.100000023841858,-0.7702985405921936,-0.5456271767616272,-0.4635253846645355,-0.3195393979549408,-0.2094377726316452,-0.116119384765625,-0.0077311196364462376
20800,https://oltest.kz/tests/obshchestvennye_nauki/,"Social Science





",Social Science,University,Russian,Social Science (Professional & University in rus),"Как принято обозначать в социологическом исследовании противоречия между знаниями о потребностях людей в каких-то результативных практических или теоретических действий и не знаниям путей и средств их реализации
","гепотеза исследования
","обоснование выборки
","программа исследования
","проблема исследования
","цель исследования
",D,test,-3.0285606384277344,-0.013956500637915826,-10.703125,-9.065972328186035,-7.964285850524902,-6.7541117668151855,-5.825520992279053,-4.997036457061768,-4.351217746734619,-3.803917407989502,-3.3741037845611572,-3.0298075675964355,-3.44921875,-2.371527671813965,-1.8842076063156128,-1.4412873983383179,-1.1360830068588257,-0.9245731830596924,-0.7660019993782043,-0.635695219039917,-0.4989152252674103,-0.34405145049095154
18005,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),"Чтобы за 6 с догнать грузик, движущийся со скоростью 17 м/с находящийся на расстоянии 156 м, автомобиль должен двигаться со скоростью",17 м/с,180 км/ч,16 км/ч,43 м/с,,D,test,-2.0545108318328857,-0.013788663300891851,-8.416666984558105,-6.7901787757873535,-5.636363506317139,-4.771874904632568,-4.02734375,-3.44089674949646,-2.9603769779205322,-2.5838189125061035,-2.289632797241211,-2.0547986030578613,-3.7708332538604736,-2.314174175262451,-1.4780827760696411,-1.0679606199264526,-0.8128276467323303,-0.6335077881813049,-0.4971923828125,-0.38263529539108276,-0.27780064940452576,-0.15996532142162323
9457,https://ymnik.kz/tests_old/history_kz/?v=68,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),1855 жылы шілдеде Есет батырдың тобы талқандаған күш,Сұлтан Жантөрин,Генерал-майор Фитингоф,Сұлтан Тайшық,Майор Булатов,Мырза Ахмет хан,A,test,-3.2232658863067627,-0.03621647063266026,-10.21875,-8.46875,-7.0401787757873535,-6.255208492279053,-5.354166507720947,-4.9296875,-4.56201171875,-4.0203537940979,-3.67578125,-3.2233989238739014,-2.828125,-1.986328125,-1.2780412435531616,-1.00830078125,-0.7184651494026184,-0.5897391438484192,-0.487884521484375,-0.35143399238586426,-0.263090580701828,-0.1395467072725296
7443,https://ymnik.kz/tests_old/geography/?v=2,Social Science,Geography,High School,Russian,Geography (High School in rus),Верхняя граница распространения лесов в Экваториальных Андах:,0-2800м.,2000-2300м.,3000-3200м.,1500-2000м.,1000-1500м.,C,test,-3.013312339782715,-0.031719077260870684,-8.25,-7.78125,-7.15625,-6.71875,-5.8095703125,-4.921093940734863,-4.580965995788574,-3.935096263885498,-3.411454200744629,-3.0105645656585693,-10.75,-4.0859375,-2.5757813453674316,-2.1697590351104736,-1.618865966796875,-1.28173828125,-1.158203125,-0.940993070602417,-0.7472981810569763,-0.5536822080612183
13635,https://itest.kz/ru/endless,Humanities,Law,High School,Russian,Law (High School in rus),"Принцип правового государства, который носит первичный, комплексный, непроходящий и абсолютный характер:",Правовой защищенности человека и гражданина,Верховенства закона,Взаимной ответственности государства и личности,Разделения власти,,A,test,-2.961778402328491,-0.021777782370062435,-9.46875,-8.578125,-6.982142925262451,-6.25868034362793,-5.41015625,-4.854910850524902,-4.357421875,-3.7317023277282715,-3.3810105323791504,-2.9593544006347656,-1.58203125,-1.38671875,-1.0758928060531616,-0.9053819179534912,-0.70220947265625,-0.5911341905593872,-0.49847412109375,-0.37222450971603394,-0.2926897406578064,-0.1766764372587204
8941,https://ymnik.kz/tests_old/history_kz/?v=71,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Шыңғыс ханның өзін қорғайтын жасауыл қалай аталған,”Уәзір”,”Түмен”,”Кешіктен”,”Батыр”,”Жасақ”,C,test,-2.3623061180114746,-0.028122691881088985,-6.390625,-5.7890625,-4.779017925262451,-4.407986164093018,-3.8209636211395264,-3.5379464626312256,-3.28076171875,-2.9161183834075928,-2.6849887371063232,-2.360462188720703,-3.59375,-2.5576171875,-1.4832937717437744,-1.1255154609680176,-0.7645466923713684,-0.5858502984046936,-0.4442596435546875,-0.2741956114768982,-0.1759091317653656,-0.053985595703125
6123,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қазақстанның тұзға бай ауданын табыңыз.,Сарыарқа тауы,Мойынқұм шөлі,Бетпақдала үстірті,Каспий маңы ойпаты,,D,test,-2.467695713043213,-0.033347239365448825,-7.1875,-5.635416507720947,-5.4296875,-4.744791507720947,-4.248046875,-4.003472328186035,-3.447798252105713,-3.2233073711395264,-2.8193359375,-2.4678878784179688,-1.7578125,-1.4322916269302368,-1.220703125,-0.86572265625,-0.6418914794921875,-0.5617268681526184,-0.4392644762992859,-0.3837788999080658,-0.2522234320640564,-0.12718963623046875
22575,https://ymnik.kz/tests_old/worldhistory/?v=28,Humanities,World_History,High School,Russian,World History (High School in rus),"Автор книги из ста рассказов ""Декамерон"":",Боккаччо,Шекспир,Сервантес,Петрарка,Рабле,A,test,-5.009953022003174,-0.0695826808611552,-12.1875,-10.3125,-9.34375,-8.8125,-8.03125,-7.453125,-6.917410850524902,-6.474609375,-6.123263835906982,-5.011358261108398,-2.515625,-2.5078125,-2.1536457538604736,-1.896484375,-1.658593773841858,-1.4778646230697632,-1.3443080186843872,-1.1982421875,-1.0577256679534912,-0.8431285619735718
4872,https://oltest.kz/tests/ekonomika_i_predprinimatelstvo/,"Social Science





",Economics and Entrepreneurship ,University,Russian,Economics and Entrepreneurship (Professional in rus),"Коэффициент __________________ определяется делением суммы износа основных фондов на их первоначальную стоимость.
","годности
","вариации
","прироста
","обновления
","износа
",E,dev,-2.149071216583252,-0.015919046048764828,-8.46875,-7.3984375,-5.8828125,-4.8828125,-4.196093559265137,-3.6741535663604736,-3.2036831378936768,-2.818511962890625,-2.5066375732421875,-2.1485464572906494,-1.3828125,-1.10009765625,-0.7784423828125,-0.5779571533203125,-0.4523559510707855,-0.350433349609375,-0.2469395250082016,-0.15015411376953125,-0.0722724050283432,0.0742129385471344
3743,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Чему равна масса 0,5 моль вещества\(X_3\) в цепочке превращений: \(CH_3COONa\xrightarrow{+NaOH(тв)} X_1\xrightarrow{+Cl_2(свет)}X_2\xrightarrow{+2Na,C_2H_5Cl}X_3\)?",50 г,22 г,42 г,36 г,,B,test,-1.849782943725586,-0.010053168172421663,-8.455357551574707,-6.025000095367432,-4.898777008056641,-4.1953125,-3.5448191165924072,-3.0226731300354004,-2.662846326828003,-2.3305583000183105,-2.0632221698760986,-1.8491647243499756,-3.1283481121063232,-1.9494792222976685,-1.2909890413284302,-0.9732625484466553,-0.7389397621154785,-0.5635747313499451,-0.44071757793426514,-0.3218593895435333,-0.22187252342700958,-0.11628227680921555
12266,https://ymnik.kz/tests_old/literature_kz/?v=2,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Шернияз:Ар жақта Арынғазы дүмбірлеген,Байеке,  елің бар ма бүлдірмеген? – деп кімге айтқандығын анықтаңыз.",Жәнібекке.,Қарауылқожаға.,Баймағамбетке.,Жәңгірге.,Арынғазыға.,C,test,-4.067739963531494,-0.027118266423543293,-10.587499618530273,-8.915624618530273,-7.701171875,-6.961309432983398,-6.295138835906982,-5.8310546875,-5.413429260253906,-4.937136650085449,-4.5322265625,-4.066433429718018,-2.581249952316284,-2.071093797683716,-1.641845703125,-1.4005765914916992,-1.1271611452102661,-0.9336624145507812,-0.7714117765426636,-0.6003190875053406,-0.4710540771484375,-0.32785823941230774
8251,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),"К слову agent применили шифр Виженера с ключевым словом bank.
Укажи получившееся слово.",chsyw,chsxz,chsvw,chsyv,,D,test,-3.9991989135742188,-0.031001541965691617,-15.604166984558105,-12.635416984558105,-10.090277671813965,-8.375,-7.206250190734863,-6.333333492279053,-5.622767925262451,-4.987345218658447,-4.440465927124023,-3.999743700027466,-4.354166507720947,-3.0052082538604736,-2.370659828186035,-1.8098653554916382,-1.4273844957351685,-1.1596475839614868,-0.963384747505188,-0.8046315312385559,-0.6446262001991272,-0.49787190556526184
17548,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Амплитудасы \(5\) см, периоды \(4\) с және бастапқы фазасы \(\frac π4\) радиан болатын гармониялық тербелістің теңдеуі","\(x=0,5\sin\frac{\pi}4\)",\(x=5\sin(\frac{2\pi}4t+\frac{\pi}4)\),"\(x=0,5\sin(\frac{2\pi}4t+\frac{\pi}4)\)","\(x=0,05\sin(\frac{2\pi}4t+\frac{\pi}4)\)",,D,test,-1.9748436212539673,-0.011896648320807031,-8.631250381469727,-6.403124809265137,-5.208333492279053,-4.438672065734863,-3.786875009536743,-3.247525930404663,-2.813713788986206,-2.4667716026306152,-2.1935505867004395,-1.9741955995559692,-6.118750095367432,-3.586132764816284,-2.4576497077941895,-1.836614966392517,-1.4567724466323853,-1.1931273937225342,-0.9849853515625,-0.8119109869003296,-0.6688340902328491,-0.5232006907463074
2505,https://oltest.kz/tests/biologiya/,STEM,Biology,University,Russian,Biology (Professional & University in rus),Понятие «охрана природных ресурсов» появилось:,"
в конце 18 — начале 19 века",50-80-х годах 20 века,в конце 19 — начале 20 века,"
в 30–х годах 20 века","
в середине 19 века",D,test,-3.2240288257598877,-0.038381295544760566,-8.0,-7.34375,-7.020833492279053,-6.640625,-6.074999809265137,-5.326822757720947,-4.768973350524902,-4.3193359375,-3.8821613788604736,-3.2203481197357178,-2.328125,-1.83984375,-1.609375,-1.241943359375,-0.9248046875,-0.7010090947151184,-0.5283203125,-0.3983154296875,-0.2902560830116272,-0.07412996888160706
5819,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Температурный режим хранения яблок определяют с учётом особенностей каждого помологического сорта и условий выращивания. Диапазон рекомендуемых температур:
","от 1 до +5°C
","от 0 до +1°C
","от -1 до +0°C
","от -4 до +4°C
","от -2 до +4°C
",E,test,-2.8227505683898926,-0.015094922825614398,-9.46875,-7.557291507720947,-6.487847328186035,-5.608072757720947,-4.921875,-4.398871421813965,-3.9486606121063232,-3.521484375,-3.1360666751861572,-2.8227193355560303,-3.2421875,-2.052734375,-1.4592013359069824,-1.12286376953125,-0.8939127326011658,-0.7215440273284912,-0.575869619846344,-0.4450480043888092,-0.31920933723449707,-0.20069986581802368
9238,https://ymnik.kz/tests_old/history_kz/?v=17,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),1991 ж. І жартысында Қазақстанда қанша біріккен кәсіпорындар тіркелді?,20 кәсіпорын.,25 кәсіпорын.,30 кәсіпорын.,35 кәсіпорын.,50 кәсіпорын.,D,test,-2.681140899658203,-0.02553467523484003,-9.625,-7.697916507720947,-6.590277671813965,-5.712740421295166,-5.017578125,-4.444901466369629,-3.7775135040283203,-3.385967493057251,-3.0472874641418457,-2.6790947914123535,-2.6328125,-1.8984375,-1.4418402910232544,-1.004000186920166,-0.7964935302734375,-0.6473966836929321,-0.47315514087677,-0.36244553327560425,-0.26972487568855286,-0.1527506560087204
12298,https://ymnik.kz/tests_old/literature_kz/?v=50,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Арғымаққа оқ тиді,Қыл майқанның..,Аймадетке оқ тиді,Отыз екі омыртқаның буынынан, - өлеңінің тармақтағы жалғасын табыңыз.",Жанынан.,Тұсынан.,Түбінен.,Алдынан.,Артынан.,C,test,-3.7705390453338623,-0.02464404604793374,-11.604166984558105,-9.286458015441895,-8.159722328186035,-7.360677242279053,-6.629687309265137,-5.981770992279053,-5.330264091491699,-4.741048336029053,-4.25401496887207,-3.7703232765197754,-4.268229007720947,-3.0221354961395264,-2.3411457538604736,-1.9241536855697632,-1.578027367591858,-1.3037583827972412,-1.0807466506958008,-0.8920643925666809,-0.7267569303512573,-0.5569087862968445
