subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,error_type,correct_answer,potential_reason,source,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
college_physics,A satellite of mass m orbits a planet of mass M in a circular orbit of radius R. The time required for one revolution is,independent of M,proportional to m^(1/2),linear in R,proportional to R^(3/2),3,D,ok,,,2001 GRE Physics Exam (GR0177 #3),-1.4093939065933228,-0.01438157047544207,-6.71875,-4.684374809265137,-3.84375,-3.08984375,-2.7379558086395264,-2.2833333015441895,-2.0438878536224365,-1.7528564929962158,-1.5990101099014282,-1.4095983505249023,-2.26953125,-1.331640601158142,-0.9298967719078064,-0.6017090082168579,-0.4638265073299408,-0.31806641817092896,-0.24606502056121826,-0.15456542372703552,-0.10047496110200882,-0.00341796875
anatomy,Which of the following bones has a process that joins with the zygomatic bone to form the zygomatic arch?,The maxillary bone,The temporal bone,The sphenoid bone,The frontal bone,1,B,ok,,,https://global.oup.com/uk/orc/dentistry/atkinson/student/mcqs/ch22/,-1.5923503637313843,-0.01918494414134198,-7.3125,-6.1015625,-5.03125,-3.7439236640930176,-3.2063210010528564,-2.778846263885498,-2.28118896484375,-2.035210609436035,-1.8328536748886108,-1.5937858819961548,-1.267578125,-0.7802734375,-0.5128580927848816,-0.3177897036075592,-0.2362615466117859,-0.15183669328689575,-0.0537872314453125,0.010348849929869175,0.06986083835363388,0.18948496878147125
anatomy,"In men, specimens for gonococcal cultures are most commonly obtained from which of the following structures?",Anus,Bladder,Urethra,Testicle,2,C,ok,,,https://www.aama-ntl.org/cma-aama-exam/study/anatomy-physiology-practice-test,-2.789546251296997,-0.029676023949968055,-11.875,-8.9453125,-7.125,-6.060546875,-5.267187595367432,-4.536783695220947,-3.972935199737549,-3.4857177734375,-3.0997042655944824,-2.78973388671875,-2.859375,-2.220703125,-1.5939127206802368,-1.197021484375,-0.952624499797821,-0.7791646122932434,-0.6407209038734436,-0.5276718139648438,-0.4069756269454956,-0.302215576171875
high_school_microeconomics,Which of the following is not a characteristic of oligopoly?,P = MC.,Price-maker.,Strong barriers to entry.,Few firms.,0,A,ok,,,https://www.crackap.com/ap/microeconomics/question-162.html,-1.8167957067489624,-0.028387432917952538,-8.25,-5.4921875,-4.541666507720947,-3.9375,-3.53125,-3.1848957538604736,-2.8013393878936768,-2.4775390625,-2.21533203125,-1.8167502880096436,-0.79296875,-0.345458984375,-0.1915690153837204,-0.1099853515625,-0.05888671800494194,0.001708984375,0.0636858269572258,0.12506103515625,0.2127278596162796,0.4212091565132141
marketing,_______________ are used in the positioning process to illustrate differing attributes of a selection of brands.,Product features.,SIC code.,Perceptual maps.,Organizational characteristics.,2,C,ok,,,https://www.chegg.com/homework-help/questions-and-answers/used-positioning-process-illustrate-differing-attributesof-selection-brands-perceptual-map-q185857468,-3.8931992053985596,-0.04634760958807809,-10.3125,-9.5,-8.46875,-7.765625,-6.623046875,-5.736718654632568,-5.3821024894714355,-4.818509578704834,-4.323958396911621,-3.8954503536224365,-2.40625,-1.9661458730697632,-1.640625,-1.5299478769302368,-1.17724609375,-0.8587890863418579,-0.720703125,-0.49924880266189575,-0.3264322876930237,-0.15567554533481598
sociology,Mass-society theory suggests that:,the content of the media is determined by market forces,the subordinate classes are dominated by the ideology of the ruling class,"the media manipulate 'the masses' as vulnerable, passive consumers",audiences make selective interpretations of media messages,2,C,ok,,,https://global.oup.com/uk/orc/sociology/fulcher4e/01student/mcqs/ch10,-3.5291011333465576,-0.08822752833366394,-7.71875,-7.71875,-7.71875,-7.578125,-5.96875,-5.96875,-5.1484375,-5.1484375,-4.219531059265137,-3.52880859375,-2.015625,-2.015625,-2.015625,-1.2734375,-0.7643229365348816,-0.7643229365348816,-0.49560546875,-0.49560546875,-0.3226562440395355,-0.169921875
college_biology,Adequate serum levels of calcium are maintained in humans by the secretion of,thyroxine,glucagon,growth hormone,parathyroid hormone,3,D,ok,,,https://www.yourhormones.info/hormones/parathyroid-hormone,-2.580312967300415,-0.034869094152708315,-8.125,-7.703125,-5.72265625,-5.128125190734863,-4.279017925262451,-3.951171875,-3.676215171813965,-3.208096504211426,-2.99609375,-2.582118511199951,-0.48046875,-0.38671875,-0.3115234375,-0.21328124403953552,-0.0524553582072258,0.0224609375,0.0824652761220932,0.18714489042758942,0.2281901091337204,0.33984375
moral_disputes,"According to Singer, the principle of equality requires",identical treatment.,differential treatment.,equal consideration.,differential consideration.,1,B,ok,,,,-3.3223955631256104,-0.05537325938542684,-12.0,-12.0,-7.859375,-6.223958492279053,-5.3984375,-5.3984375,-4.900000095367432,-4.390625,-3.795200824737549,-3.32080078125,-2.140625,-2.140625,-1.0831298828125,-0.7132161259651184,-0.517333984375,-0.517333984375,-0.3804687559604645,-0.251953125,-0.0758928582072258,0.080078125
high_school_government_and_politics,The exclusionary rule was established to,"create ""separate but equal"" facilities to facilitate racial segregation",allow private organizations to restrict their memberships,limit the government's ability to use illegally obtained evidence,deny control of interstate commerce to the states,2,C,ok,,,https://www.crackap.com/ap/us-government-and-politics/question-60-answer-and-explanation.html,-3.29899525642395,-0.06872906784216563,-11.4375,-11.4375,-11.4375,-7.3125,-5.489583492279053,-5.489583492279053,-4.529296875,-4.529296875,-3.9296875,-3.3001301288604736,-1.328125,-1.328125,-1.328125,-0.7001953125,-0.3916015625,-0.3916015625,-0.206298828125,-0.206298828125,-0.0908203125,0.0623372383415699
sociology,Queer Theory makes the claim that:,heterosexuality is the normal and most desirable way to be,"the sexual categories and discourses we use are based upon true, underlying biological differences",deviant forms of masculinity are seen as more threatening to the gender order than deviant forms of femininity,"all sexualities are pluralistic, fragmented and frequently reconstructed",3,D,ok,,,https://global.oup.com/uk/orc/sociology/fulcher4e/01student/mcqs/ch05,-3.071471929550171,-0.07678679823875427,-8.625,-8.625,-5.984375,-5.984375,-4.838541507720947,-4.22265625,-4.22265625,-3.831249952316284,-3.5677082538604736,-3.0677316188812256,-1.4140625,-1.4140625,-0.5888671875,-0.5888671875,-0.3108724057674408,-0.056396484375,-0.056396484375,0.14316406846046448,0.3094075620174408,0.4794921875
security_studies,"What problems has the post-Cold War security literature revealed on women, war, development, and security?","Technological advancements have to some extent rendered the battlefield gender-neutral. 'Virtual' warfare has resolved the historical tension between the citizen and the state security apparatus; if actual combat could be avoided then male and female soldiers could wage war on equal terms. However, technological advancement remains unequal and so the gender situation is different in different contexts, depending on development and security issues.",The technological capacity to wage war with minimal civilian costs has abolished the threat of physical and biological gender victimization. The contemporary gender divide is structured on 'soft' issues associated with socio-economic hardship.,"Conflict in warfare and the gender divide between men and women is centred on the historical contract between the individual and the state. The 'right to fight' debate has equal meaning and saliency across the globe, and is universally applicable in all situations.","Nuclear armaments and the threat of mass destruction have rendered the battlefield gender neutral in terms of its destructive capabilities. Whilst historically conventional warfare was conducted on the battlefield in which women were particularly vulnerable to violence, and post-conflict sexual violence, these threats no longer exist.",0,A,ok,,,https://learninglink.oup.com/access/content/collins6e-student-resources/collins6e-chapter-11-self-test-questions,-4.185227394104004,-0.04599150982531872,-9.1875,-8.859375,-8.364583015441895,-7.73046875,-7.150000095367432,-6.498697757720947,-5.84375,-5.184326171875,-4.638129234313965,-4.183001518249512,-4.6640625,-3.60546875,-3.0598957538604736,-2.55859375,-2.1171875,-1.7650552988052368,-1.4787946939468384,-1.24560546875,-1.0568575859069824,-0.879101574420929
high_school_computer_science,A sorted list of numbers contains 500 elements. Which of the following is closest to the maximum number of list elements that will be examined when performing a binary search for a value in the list?,10,50,250,500,0,A,ok,,,,-1.7556209564208984,-0.012451212456885805,-7.5234375,-5.162109375,-4.216145992279053,-3.6044921875,-3.1617188453674316,-2.7976887226104736,-2.4671456813812256,-2.18890380859375,-1.9509413242340088,-1.7566215991973877,-1.9892578125,-1.1539306640625,-0.7672068476676941,-0.5515251159667969,-0.40664976835250854,-0.28638458251953125,-0.1743927001953125,-0.08167076110839844,0.002490573562681675,0.08056183159351349
management,What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,1,B,ok,,,https://global.oup.com/uk/orc/busecon/business/combe/student/mcqs/ch01/,-3.2765541076660156,-0.050408524733323315,-11.0,-11.0,-9.359375,-7.614583492279053,-6.4921875,-5.589062690734863,-4.809244632720947,-4.1651787757873535,-3.666015625,-3.2717556953430176,-2.125,-2.125,-1.89453125,-1.5911458730697632,-1.253173828125,-0.961718738079071,-0.7503255009651184,-0.5912388563156128,-0.449951171875,-0.318359375
miscellaneous,Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,1,B,ok,,,,-2.049363374710083,-0.023026554772023405,-8.1875,-6.229166507720947,-5.131249904632568,-4.59375,-3.83984375,-3.2484374046325684,-3.0237925052642822,-2.652944803237915,-2.322070360183716,-2.051607131958008,-3.09375,-1.5983072519302368,-0.9244140386581421,-0.74609375,-0.5072021484375,-0.33447265625,-0.26979759335517883,-0.13634315133094788,-0.01790364645421505,0.1220703125
world_religions," What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,0,A,ok,,,https://learninglink.oup.com/access/content/amore4e-student-resources/amore4e-chapter-8-self-quiz,-4.338000774383545,-0.052902448468092014,-14.0625,-11.296875,-9.848958015441895,-8.87109375,-7.879687309265137,-6.8359375,-6.0359930992126465,-5.35546875,-4.804470539093018,-4.331390380859375,-3.046875,-2.2548828125,-1.7493489980697632,-1.39337158203125,-1.114831566810608,-0.8925679326057434,-0.7063249945640564,-0.5587081909179688,-0.4202406108379364,-0.287200927734375
college_chemistry,"The T2 of an NMR line is 15 ms. Ignoring other sources of linebroadening, calculate its linewidth.",0.0471 Hz,21.2 Hz,42.4 Hz,66.7 Hz,1,B,ok,,,Nuclear Magnetic Resonance,-2.9545791149139404,-0.03176966790230044,-8.8125,-7.818749904632568,-6.58984375,-5.985937595367432,-5.271634578704834,-4.640625,-4.271267414093018,-3.786086320877075,-3.3235461711883545,-2.9545514583587646,-4.0234375,-2.5234375,-1.68701171875,-1.377587914466858,-1.061429500579834,-0.8404998779296875,-0.7180311679840088,-0.5543503761291504,-0.403839111328125,-0.25378870964050293
astronomy,The famous Drake equation attempts to answer the following question:,Will the Sun become a black hole?,Is the universe infinitely large?,How old is the visible universe?,Are we alone in the universe?,3,D,ok,3,,Expert,-3.0761566162109375,-0.04458197994508605,-10.625,-9.875,-7.989583492279053,-6.734375,-5.853125095367432,-4.973307132720947,-4.344307899475098,-3.833740234375,-3.420844078063965,-3.079537868499756,-1.125,-0.8828125,-0.80078125,-0.7314453125,-0.6519531011581421,-0.5330810546875,-0.4125627875328064,-0.302642822265625,-0.2147623747587204,-0.1241455078125
econometrics,"An ARMA(p,q) (p, q are integers bigger than zero) model will have",An acf and pacf that both decline geometrically,An acf that declines geometrically and a pacf that is zero after p lags,An acf that declines geometrically and a pacf that is zero after q lags,An acf that is zero after p lags and a pacf that is zero after q lags,0,A,ok,,,Introductory Econometrics for Finance - Chapter 5 (cambridge.org),-3.120934247970581,-0.0445847749710083,-8.625,-8.520833015441895,-7.637499809265137,-6.238839149475098,-5.373263835906982,-5.045312404632568,-4.44921875,-3.9949777126312256,-3.5050048828125,-3.1189236640930176,-3.6875,-3.40625,-2.6328125,-2.1478793621063232,-1.7779947519302368,-1.594970703125,-1.2904052734375,-1.063232421875,-0.883209228515625,-0.7132432460784912
security_studies,Which of these statements is commonly regarded as a tangible benefit of the securitization process?,Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.,Securitization encourages more efficient handling of complex problems.,Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.,All of these options.,3,D,ok,,,https://www.academia.edu/25358029/Contemporary_Security_Studies,-3.080043315887451,-0.03666718233199347,-12.0,-10.75,-8.137499809265137,-7.325520992279053,-6.09375,-5.082812309265137,-4.6796875,-4.00270414352417,-3.4851725101470947,-3.077864646911621,-3.953125,-3.2708332538604736,-2.3843750953674316,-1.9707845449447632,-1.43328857421875,-1.066162109375,-0.9296430945396423,-0.7068434357643127,-0.5201497673988342,-0.31189683079719543
econometrics,"Consider the estimation of a GARCH-M model. If the data employed were a time-series of daily corporate bond percentage returns, which of the following would you expect the value of the GARCH-in-mean parameter estimate to be?",Less than -1,Between -1 and 0,Between 0 and 1,Bigger than 1,2,C,ok,,,"Introductory Econometrics for Finance - Chapter 8,9 (cambridge.org)",-2.781933069229126,-0.016963006519689794,-9.90625,-8.40234375,-6.662259578704834,-5.821691036224365,-5.017755508422852,-4.47385835647583,-3.9811198711395264,-3.4667410850524902,-3.133075475692749,-2.7811570167541504,-3.34375,-2.4873046875,-1.888521671295166,-1.4778549671173096,-1.1043590307235718,-0.8821739554405212,-0.6960611939430237,-0.5128068923950195,-0.38869690895080566,-0.24562765657901764
high_school_geography,"The language with the largest number of ""speakers"" is",English.,Russian.,Spanish.,Mandarin Chinese.,3,D,ok,,,www.crackap.com - AP Human Geography Question 106,-3.2165067195892334,-0.05545701240671092,-8.625,-8.015625,-7.489583492279053,-7.21875,-6.428124904632568,-5.571614742279053,-4.919642925262451,-4.404296875,-3.925672769546509,-3.2140309810638428,-0.79296875,-0.65625,-0.6015625,-0.54248046875,-0.41669923067092896,-0.325927734375,-0.2380719929933548,-0.13848876953125,-0.0323893241584301,0.16099964082241058
human_aging,The positive relationship between religion and physical health is NOT thought to be due to,Social support derived from a religious community,The rules of some religions which forbid unhealthy behaviors,The stress reducing effects of prayerful meditation,The benefits of knowing that others are praying for you,3,D,ok,,,https://s3-eu-west-1.amazonaws.com/s3-euw1-ap-pe-ws4-cws-documents.ri-prod/9780205544011/Chapter%2010%20Multiple%20Choice.doc,-3.607322931289673,-0.043991743064508204,-9.25,-9.25,-8.5703125,-8.256250381469727,-6.9542412757873535,-6.2109375,-5.57421875,-4.581942558288574,-4.20330810546875,-3.606689453125,-2.5,-2.328125,-1.564453125,-1.322656273841858,-0.9382672905921936,-0.79925537109375,-0.6901584267616272,-0.5071466565132141,-0.4150797426700592,-0.2572893500328064
computer_security,Message authentication is a service beyond,Message Condentiality,Message Integrity,Message Splashing,Message Sending,1,B,ok,,,https://compsciedu.com/mcq-question/40926/message-authentication-is-a-service-beyond,-5.341365814208984,-0.10682731628417969,-10.375,-10.375,-10.375,-8.9375,-8.9375,-8.25,-8.25,-6.521484375,-6.521484375,-5.346093654632568,-3.375,-3.375,-3.375,-2.9296875,-2.9296875,-2.0260417461395264,-2.0260417461395264,-1.36328125,-1.36328125,-0.9281250238418579
high_school_computer_science,What is the role of the compiler in the process of developing executable software?,Managing specification files created as part of the development process,Running and testing the executable created by the programmer,Tracking older versions of the software in case an error is found and the software needs to be reverted to an earlier form,"Translating a program written in an abstract, high-level language into a program with the same behavior expressed in machine code",3,D,ok,,,,-2.346165418624878,-0.031282205581665036,-10.25,-7.84375,-6.1015625,-5.349999904632568,-4.267857074737549,-3.8701171875,-3.5412325859069824,-2.9695489406585693,-2.7364094257354736,-2.3471505641937256,-1.3515625,-1.154296875,-0.7314453125,-0.576123058795929,-0.3409249484539032,-0.248016357421875,-0.1681586354970932,-0.015780361369252205,0.06365966796875,0.2071882039308548
business_ethics,"Healthy eating, particularly relating to sugar and salt consumption, food and packaging waste and supply chain CO2 emissions are all business ethics issues facing the ________.",Supermarket industry,Chemicals industry,Construction industry,Information and mobile technology industry,0,A,ok,,,https://learninglink.oup.com/access/content/cranebe5e-student-resources/cranebe5e-chapter-1-multiple-choice-questions?previousFilter=tag_chapter-01,-3.992398738861084,-0.03024544499137185,-11.03125,-9.8125,-8.99609375,-7.784090995788574,-6.864955425262451,-6.169117450714111,-5.528906345367432,-4.9670515060424805,-4.44358491897583,-3.9929914474487305,-2.9140625,-2.503124952316284,-2.1015625,-1.6692116260528564,-1.2989675998687744,-1.0233800411224365,-0.819873034954071,-0.653659999370575,-0.5042442679405212,-0.3522696793079376
management,What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,Bargaining,Satisficing,Accepting,Compromising,1,B,ok,,,https://global.oup.com/uk/orc/busecon/business/combe/student/mcqs/ch07/,-3.0968239307403564,-0.03871029913425446,-7.34375,-6.979166507720947,-6.4921875,-5.802083492279053,-5.130859375,-4.854166507720947,-4.284801006317139,-4.003580570220947,-3.525111675262451,-3.0976104736328125,-2.203125,-1.70703125,-1.509765625,-0.9552409052848816,-0.6710205078125,-0.5712890625,-0.40225496888160706,-0.3309732973575592,-0.1983119398355484,-0.06463623046875
high_school_european_history,"This question refers to the following information.
The excerpts below are from the Navigation Acts of 1651.
[A]fter the first day of December, one thousand six hundred fifty and one, and from thence forwards, no goods or commodities whatsoever of the growth, production or manufacture of Asia, Africa or America, or of any part thereof; or of any islands belonging to them, or which are described or laid down in the usual maps or cards of those places, as well of the English plantations as others, shall be imported or brought into this Commonwealth of England, or into Ireland, or any other lands, islands, plantations, or territories to this Commonwealth belonging, or in their possession, in any other ship or ships, vessel or vessels whatsoever, but only in such as do truly and without fraud belong only to the people of this Commonwealth, or the plantations thereof, as the proprietors or right owners thereof; and whereof the master and mariners are also of the people of this Commonwealth, under the penalty of the forfeiture and loss of all the goods that shall be imported contrary to this act, , , ,
[N]o goods or commodities of the growth, production, or manufacture of Europe, or of any part thereof, shall after the first day of December, one thousand six hundred fifty and one, be imported or brought into this Commonwealth of England, or any other lands or territories to this Commonwealth belonging, or in their possession, in any ship or ships, vessel or vessels whatsoever, but in such as do truly and without fraud belong only to the people of this Commonwealth, and in no other, except only such foreign ships and vessels as do truly and properly belong to the people of that country or place, of which the said goods are the growth, production or manufacture.
Which of the following was the desired outcome of the above legislation by the Rump Parliament of England in 1651?",To prevent England's colonies from being bombarded with cheap goods manufactured by their mainland European competitors,To reclaim domination of the slave trade from Portugal in order to meet the growing need for slaves for sugar plantations in the English Caribbean colonies,To end Dutch domination of maritime trade by limiting their ability to move goods between England and her colonies as well as goods to and from England from other countries,To extricate the French from the Atlantic sea trade as well as the cod and whaling industries which at this time were dominated by the French,2,C,ok,,,,-1.6772829294204712,-0.002332799623672422,-6.936698913574219,-5.305689334869385,-4.3557024002075195,-3.641570568084717,-3.1220104694366455,-2.711369752883911,-2.3630645275115967,-2.089217185974121,-1.8653761148452759,-1.6765409708023071,-2.3964343070983887,-1.5036557912826538,-1.0025781393051147,-0.7131915092468262,-0.52302086353302,-0.3801129162311554,-0.26485928893089294,-0.16978619992733002,-0.08338232338428497,0.011856972239911556
high_school_geography,Transnational corporations distribute their operations,manufacturing goods where production costs are the highest.,conducting accounting and research services where economical.,based on comparative advantage.,with headquarters located in LDCs.,2,C,ok,,,www.crackap.com - AP Human Geography Question 225,-4.665861129760742,-0.08803511565586306,-10.875,-10.875,-10.875,-7.875,-7.875,-6.390625,-6.390625,-5.5546875,-5.5546875,-4.668749809265137,-3.640625,-3.640625,-3.640625,-1.8099365234375,-1.8099365234375,-1.0712076425552368,-1.0712076425552368,-0.55731201171875,-0.55731201171875,-0.20053711533546448
high_school_physics,A bi-convex lens has a radius of curvature of magnitude 20 cm. Which of the following best describes the image formed of an object of height 2 cm placed 30 cm from the lens?,"Real, inverted, height = 1 cm","Virtual, upright, height = 0.25 cm","Real, upright, height = 1 cm","Virtual, inverted, height = 0.25 cm",0,A,no_correct_answer,"Real, inverted, height = 4 cm",parsing error,https://www.toppr.com/ask/question/a-biconvex-lens-has-a-radius-of-curvature-of-magnitude/,-1.271955132484436,-0.009636023730942697,-5.78125,-4.60546875,-3.6171875,-2.8446691036224365,-2.4107143878936768,-2.0936717987060547,-1.7945637702941895,-1.5994226932525635,-1.4376091957092285,-1.2715283632278442,-2.15234375,-1.121795654296875,-0.7097371220588684,-0.4367101192474365,-0.2946544885635376,-0.1891503930091858,-0.0851643905043602,-0.015287511050701141,0.0474853515625,0.12245071679353714
machine_learning,The K-means algorithm:,Requires the dimension of the feature space to be no bigger than the number of samples,Has the smallest value of the objective function when K = 1,Minimizes the within class variance for a given number of clusters,Converges to the global optimum if and only if the initial means are chosen as some of the samples themselves,2,C,ok,,,https://people.eecs.berkeley.edu/~jrs/189/exam/finalf15.pdf,-4.129343032836914,-0.13764476776123047,-7.4375,-7.4375,-7.4375,-7.171875,-7.171875,-6.65625,-6.65625,-5.158203125,-5.158203125,-4.126562595367432,-2.015625,-2.015625,-2.015625,-0.99853515625,-0.99853515625,-0.6502278447151184,-0.6502278447151184,-0.4051513671875,-0.4051513671875,-0.21240234375
college_mathematics,"Let T: R^2 -> R^2 be the linear transformation that maps the point (1, 2) to (2, 3) and the point (-1, 2) to (2, -3). Then T maps the point (2, 1) to","(1, 6)","(-1, 4)","(3, 2)","(-4, 3)",0,A,ok,,,Expert,-0.9817208647727966,-0.009261517592196195,-4.490624904632568,-3.212357997894287,-2.568014621734619,-2.1701767444610596,-1.844423532485962,-1.6264935731887817,-1.410620093345642,-1.23338782787323,-1.093599796295166,-0.9811375141143799,-1.6671874523162842,-0.8823907971382141,-0.5576315522193909,-0.3826320469379425,-0.2720484137535095,-0.2013944685459137,-0.12245483696460724,-0.04784625396132469,0.02096322923898697,0.09651552140712738
high_school_biology,The theory of evolution is most accurately described as,an educated guess about how species originate.,"one possible explanation, among several scientific alternatives, about how species have come into existence.",an opinion that some scientists hold about how living things change over time.,"an overarching explanation, supported by much evidence, for how populations change over time.",3,D,ok,,,https://www.chegg.com/homework-help/questions-and-answers/theory-evolution-accurately-described-explanation-many-facts-supported-much-evidence-popul-q136471496,-2.926457166671753,-0.04960096892663988,-7.28125,-7.28125,-6.578125,-5.614583492279053,-5.125,-5.125,-4.489062309265137,-3.8209636211395264,-3.3314731121063232,-2.92974853515625,-0.91796875,-0.91796875,-0.505615234375,-0.339599609375,-0.18096923828125,-0.18096923828125,-0.03305663913488388,0.0785725936293602,0.1650041788816452,0.294769287109375
computer_security,What are the types of scanning?,"Port, network, and services","Network, vulnerability, and port ","Passive, active, and interactive","Server, client, and network",1,B,ok,,,https://www.copamcq.com/cyber-security,-3.765774726867676,-0.101777695320748,-10.25,-10.25,-10.25,-8.5625,-6.947916507720947,-6.947916507720947,-5.625,-5.625,-4.516503810882568,-3.7676188945770264,-1.140625,-1.140625,-1.140625,-1.0859375,-0.6800130009651184,-0.6800130009651184,-0.47119140625,-0.47119140625,-0.3257812559604645,-0.189453125
machine_learning,"As of 2020, which architecture is best for classifying high-resolution images?",convolutional networks,graph networks,fully connected networks,RBF networks,0,A,ok,,,Expert,-2.5721168518066406,-0.0334041149585278,-10.5625,-9.052083015441895,-6.949999809265137,-5.529017925262451,-4.64930534362793,-4.314062595367432,-3.7405598163604736,-3.2993862628936768,-2.89404296875,-2.574205160140991,-1.8125,-1.3385416269302368,-0.849804699420929,-0.5856236219406128,-0.4245063066482544,-0.35490721464157104,-0.2387898713350296,-0.1403634250164032,-0.0241851806640625,0.0716010183095932
elementary_mathematics,"John’s friend told him that he could earn $49 for handing out flyers at a local concert. John wants to calculate the hourly rate, If he works a total of 3.5 hours, the equation 3.5x = 49 can be used to determine his hourly rate. What would John’s hourly rate be, in dollars?",$1.40 ,$14.00 ,$45.50 ,$171.50 ,1,B,ok,1,,,-2.0188639163970947,-0.010406515032974715,-7.183035850524902,-5.6015625,-4.8058037757873535,-4.233817100524902,-3.760044574737549,-3.286923408508301,-2.8914620876312256,-2.5496914386749268,-2.272526741027832,-2.0188581943511963,-2.458705425262451,-1.689453125,-1.2742745876312256,-0.9377092719078064,-0.7136439681053162,-0.5492234230041504,-0.41842713952064514,-0.3093087375164032,-0.2091548889875412,-0.09458901733160019
business_ethics,"Traditionally consumer rights were based on the notion of _______ or _______ where the responsibility lay with consumer to avoid subpar products. However, this has gradually eroded due to increased ________ at a ________, EU and UN level.","Caveat emptor, Company Responsibility, Informal codes, International","Caveat emptor, Buyer beware, Regulation, National","Cemptor Eaveat, Buyer beware, Regulation, National","Cemptor Eaveat, Company Responsibility, Informal Codes, International",1,B,ok,,,https://learninglink.oup.com/access/content/cranebe5e-student-resources/cranebe5e-chapter-8-multiple-choice-questions?previousFilter=tag_chapter-08,-3.4442291259765625,-0.02166181840236832,-10.2265625,-8.020833015441895,-7.163461685180664,-6.2734375,-5.666440010070801,-5.263888835906982,-4.74658203125,-4.3095703125,-3.853182077407837,-3.44399356842041,-3.265625,-2.421006917953491,-1.9573317766189575,-1.4848496913909912,-1.15589439868927,-0.9541422724723816,-0.7406044006347656,-0.5983649492263794,-0.4448867440223694,-0.31144118309020996
high_school_chemistry,"Hypochlorous acid is an unstable compound, and one of the decomposition products is chlorine gas, Cl2. The decomposition of the acid lowers its concentration over time. What effect will the decomposition of one-fourth of the acid have on the agreement between the endpoint of the titration and the equivalence point during a titration with standard sodium hydroxide?",The endpoint would still remain near the ideal equivalence point.,The endpoint would be after the ideal equivalence point.,The endpoint would be before the ideal equivalence point.,It is impossible to determine.,2,C,ok,,,www.crackap.com - AP Chemistry Question 474,-2.049137592315674,-0.009575409309886327,-9.78125,-6.7421875,-5.2901787757873535,-4.4561944007873535,-3.791449546813965,-3.2978742122650146,-2.8992578983306885,-2.5747499465942383,-2.304698944091797,-2.0490520000457764,-4.1729912757873535,-2.558314800262451,-1.7824983596801758,-1.3229315280914307,-0.9767142534255981,-0.7610282301902771,-0.5946014523506165,-0.4596969783306122,-0.34636831283569336,-0.21652010083198547
college_mathematics,The map x -> axa^2 of a group G into itself is a homomorphism if and only if,G is abelian,G = {e},a^3 = e,a^2 = a,2,C,ok,,,Expert,-2.458575487136841,-0.03152019855303642,-8.625,-8.046875,-6.630208492279053,-5.828125,-4.6796875,-4.069711685180664,-3.5704426765441895,-3.172736644744873,-2.8457272052764893,-2.4576735496520996,-2.171875,-1.841796875,-1.4186197519302368,-1.125701904296875,-0.8055753111839294,-0.6311598420143127,-0.48971354961395264,-0.3776424527168274,-0.2805304229259491,-0.1472833752632141
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I removed the limbs from my dead partner, one by one. Scenario 2 | I found a nest with newborn rabbits and nurtured them to health.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",1,B,ok,,,,-3.0523383617401123,-0.014330227050423062,-8.928571701049805,-8.035714149475098,-7.0089287757873535,-6.154633522033691,-5.46788215637207,-4.88517427444458,-4.26731014251709,-3.819807291030884,-3.427837610244751,-3.052715539932251,-2.1450893878936768,-1.7438615560531616,-1.4188988208770752,-1.123282551765442,-0.9065890908241272,-0.7459461092948914,-0.5903703570365906,-0.46143418550491333,-0.34647685289382935,-0.21111810207366943
logical_fallacies,"So, how long have you been beating your wife?",Attacking the Person (ad hominem),False Dilemma,Prejudicial Language,Appeal to Force,2,C,bad_question_clarity,loaded question,"Itâs not a question. Original contained âSelect the fallacy-type which best describes the reasoning contained in each of the passages below.â

Furthermore, âprejudicial languageâ as a fallacy seems to mean something else",,-2.7194674015045166,-0.05549933472458197,-8.875,-6.796875,-5.828125,-5.15625,-4.543749809265137,-4.065104007720947,-3.705357074737549,-3.32666015625,-2.991753578186035,-2.716113328933716,-1.6796875,-1.61328125,-1.3606771230697632,-0.91357421875,-0.6410156488418579,-0.4482421875,-0.3010602593421936,-0.183837890625,-0.0757378488779068,0.03339843824505806
