question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
5713,The Internal Revenue Code and the Regulations do not impose penalties on tax return preparers for which of the following?,Failure to provide a copy of a prepared tax return to the taxpayer.,Failure to include their Preparer Tax Identification Number (PTIN) on the tax return.,Failure to sign a prepared tax return as a tax preparer.,Failure to retain copies of prepared tax returns or a list of taxpayers for whom such returns were prepared for the last three years.,Failure to notify a taxpayer about an inadvertent error on a tax return filed 10 years ago.,,,,,,E,4,other,ori_mmlu-professional_accounting,,test,-2.667358875274658,-0.0258966881094627,-7.953125,-6.96875,-6.302083492279053,-5.8359375,-5.123437404632568,-4.462890625,-3.9366629123687744,-3.490997314453125,-3.111463785171509,-2.667339563369751,-1.1796875,-0.8876953125,-0.7561848759651184,-0.618927001953125,-0.4907775819301605,-0.3981374204158783,-0.309173583984375,-0.23414993286132812,-0.1431376188993454,0.0011945451842620969
3570,What is the total binding energy of _6C^12 and the average binding energy per nucleon?,98MeV and 8.17MeV,100MeV and 8.33MeV,92.22MeV and 7.68MeV,110MeV and 9.17MeV,85MeV and 7MeV,75MeV and 6.25MeV,88MeV and 7.33MeV,95MeV and 8MeV,80MeV and 6.67MeV,90MeV and 7.5MeV,C,2,chemistry,stemez-Chemistry,,test,-2.138577699661255,-0.027773736359237078,-9.71875,-7.3515625,-6.119791507720947,-5.1611328125,-4.330078125,-3.6878254413604736,-3.1939175128936768,-2.8040771484375,-2.4959309101104736,-2.139739990234375,-2.921875,-2.177734375,-1.6311849355697632,-1.2166595458984375,-0.9587036371231079,-0.7733662724494934,-0.6326817274093628,-0.5141677856445312,-0.4102715253829956,-0.267025887966156
5833,How many water molecules are in a human head?,8*10^25,8*10^23,8*10^24,8*10^21,8*10^30,8*10^22,8*10^27,8*10^26,8*10^28,8*10^29,A,0,other,ori_mmlu-miscellaneous,,test,-2.9444096088409424,-0.05662326170847966,-7.5,-7.5,-7.09375,-6.395833492279053,-5.4609375,-4.668749809265137,-4.110677242279053,-3.677455425262451,-3.276611328125,-2.94921875,-2.609375,-2.609375,-1.591796875,-1.16796875,-0.94140625,-0.7745116949081421,-0.563720703125,-0.40283203125,-0.26849365234375,-0.1232096329331398
8368,"Let k be the number of real solutions of the equation e^x + x - 2 = 0 in the interval [0, 1], and let n be the number of real solutions that are not in [0, 1]. Which of the following is true?",k = 1 and n = 0,k > 1,k = 0 and n > 1,k = 2 and n = 0,k = n = 1,k > 1 and n = 0,k = 0 and n = 1,k = n = 0,k = 1 and n > 1,k = n > 1,A,0,math,ori_mmlu-college_mathematics,,test,-1.166016936302185,-0.009038890979086707,-6.393750190734863,-4.323863506317139,-3.46044921875,-2.7736151218414307,-2.2608120441436768,-1.9502841234207153,-1.666841983795166,-1.4822776317596436,-1.3056451082229614,-1.1657545566558838,-3.9906249046325684,-2.2071034908294678,-1.5075263977050781,-1.073533535003662,-0.8048117756843567,-0.6418549418449402,-0.4878195822238922,-0.3819594085216522,-0.2740539610385895,-0.16956546902656555
8601,"At how many points on the interval [0,π] does f(x) = 2 sin x + sin 4x satisfy the Mean Value Theorem?",6,0,3,5,8,7,4,9,2,1,G,6,math,ori_mmlu-high_school_mathematics,,test,-1.6268800497055054,-0.015949804408877503,-6.21875,-5.036458492279053,-4.197916507720947,-3.6236979961395264,-3.03076171875,-2.646998405456543,-2.330965995788574,-2.0731639862060547,-1.8592169284820557,-1.6270580291748047,-3.4322917461395264,-2.1173503398895264,-1.4412977695465088,-1.0729573965072632,-0.778350830078125,-0.6136153340339661,-0.4766734838485718,-0.36619141697883606,-0.2701764702796936,-0.1291046142578125
1622,"A defendant is on trial for possession of heroin. During the prosecution's case-in-chief, a police officer testifies that he watched another officer seize a bag of white powder from the defendant and seal it in an envelope, which both officers initialed and dated and then placed in the police property room. The prosecutor then calls a chemist to testify that she obtained, intact from the property room, the dated, sealed envelope with the initials of both police officers, whose handwriting she recognized police officers, whose handwriting she recognized from previous experience, and that testing disclosed that the powder therein was heroin. The defendant argues that the prosecutor has not sufficiently authenticated the powder tested by the chemist as the powder that was seized from the defendant. Is the chemist's testimony admissible?","No, unless the envelope and powder are produced in court or their absence is explained.","Yes, because the chemist's recognition of the officers' handwriting is sufficient authentication.","No, because the chemist did not personally witness the seizure of the powder.","No, because the chemist did not directly receive the envelope from the police officers.","Yes, because the powder is sufficiently identified as having come from the defendant.","Yes, because an object in official custody is self-authenticating.","Yes, because the envelope was properly sealed and initialed by the officers.","No, because the chemist lacks firsthand knowledge that the powder came from the defendant.","No, because there is no proof that the powder in the envelope is the same powder that was seized.",,E,4,law,ori_mmlu-professional_law,,test,-2.071614980697632,-0.0052181737549058735,-7.666666507720947,-6.1348958015441895,-5.089334011077881,-4.370133399963379,-3.780844211578369,-3.3253650665283203,-2.9290668964385986,-2.5791332721710205,-2.310624599456787,-2.071910858154297,-2.9375,-2.039843797683716,-1.46435546875,-1.1199491024017334,-0.8609254360198975,-0.6747012138366699,-0.5278206467628479,-0.3965657651424408,-0.2869130074977875,-0.1746160387992859
11216,An example of a morally impossible rule would be:,lie whenever doing so is necessary to prevent a catastrophe.,always do whatever brings about the greatest happiness.,always assert what you don’t think to be the case.,all of the above.,,,,,,,C,2,philosophy,ori_mmlu-philosophy,,test,-3.8921518325805664,-0.07207688578852901,-12.375,-12.375,-9.53125,-8.458333015441895,-7.65625,-6.659375190734863,-5.712239742279053,-4.984932899475098,-4.37481689453125,-3.890448570251465,-2.4375,-2.4375,-1.65234375,-1.3424478769302368,-1.080078125,-0.841113269329071,-0.6646321415901184,-0.5267159342765808,-0.37298583984375,-0.2438693642616272
8410,"What are the real eigenvalues of the matrix [[3, -2, 5], [1, 0, 7], [0, 0, 2]]?","[1, 2]","[3, -2]","[2, 5]","[3, 7]","[1, 3]","[3, 2]","[-2, 5]","[1, 7]","[6, 2]","[1, 6]",A,0,math,theoremQA-Math,,test,-1.3994550704956055,-0.017941731673020583,-6.854166507720947,-4.658482074737549,-3.8187499046325684,-3.2020089626312256,-2.650824546813965,-2.320498466491699,-1.9835937023162842,-1.7864118814468384,-1.5712852478027344,-1.3975592851638794,-2.6354167461395264,-1.6049107313156128,-1.16107177734375,-0.80780029296875,-0.5793796181678772,-0.4474109411239624,-0.3098095655441284,-0.2296011745929718,-0.13943862915039062,-0.0490756556391716
5379,In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,75%,85%,50%,10%,65%,55%,45%,95%,25%,30%,I,8,other,ori_mmlu-global_facts,,test,-2.826399803161621,-0.034893824730390384,-10.125,-8.333333015441895,-6.900000095367432,-6.0245537757873535,-5.21180534362793,-4.762890815734863,-4.076497554779053,-3.5606863498687744,-3.150634765625,-2.82666015625,-4.15625,-2.1861979961395264,-1.4816405773162842,-1.0939592123031616,-0.8153212070465088,-0.6919921636581421,-0.50048828125,-0.3564453125,-0.2388916015625,-0.1422526091337204
11600,"Air (k = 1.4, M_W = 29) flows at a velocity of 224 fps under a pressureof 14.7psia. If the temperature of the air is 17°C, atwhat Mach number does the flow take place ?",0.3,0.4,1.2 (supersonic condition),0.1,0.8,0.2,0.5,1.0 (sonic condition),0.6,0.7,F,5,engineering,stemez-FluidMechanics,,test,-2.1605143547058105,-0.014598069964228449,-8.5,-6.573863506317139,-5.612132549285889,-4.76154899597168,-4.076777935028076,-3.5436384677886963,-3.0754096508026123,-2.7041847705841064,-2.4037764072418213,-2.160637855529785,-4.400000095367432,-2.923295497894287,-2.213522434234619,-1.65272057056427,-1.2867852449417114,-1.0334925651550293,-0.8380424976348877,-0.6780745983123779,-0.5459975004196167,-0.41910049319267273
4903,The most prominent feature of the food resource base of post-Pleistocene Europe was its:,dependence on megafauna.,hunting and gathering.,dependence on fur-bearing animals.,diversity.,,,,,,,D,3,history,ori_mmlu-prehistory,,test,-3.8713791370391846,-0.047211940695599815,-9.4375,-9.125,-8.243749618530273,-7.713541507720947,-6.84375,-5.932812690734863,-5.5696024894714355,-4.963341236114502,-4.3807291984558105,-3.8743107318878174,-1.6953125,-1.453125,-0.9566406011581421,-0.8204752802848816,-0.6250762939453125,-0.4861206114292145,-0.42159757018089294,-0.30144792795181274,-0.17193196713924408,0.0013284122105687857
8584,What is the inverse of $f(x)=4-5x$?,\frac{x-4}{5},5(x-4),-5(x-4),\frac{x-4}{5},5x-4,-\frac{x-4}{5},\frac{x+4}{5},\frac{5}{x-4},-\frac{5}{x-4},\frac{4-x}{-5},F,5,math,ori_mmlu-high_school_mathematics,,test,-1.9654990434646606,-0.045709280080573504,-8.125,-5.8125,-4.5625,-4.256249904632568,-3.607142925262451,-3.27001953125,-2.971788167953491,-2.478515625,-2.2817790508270264,-1.96337890625,-2.859375,-1.984375,-1.44140625,-1.267968773841858,-0.9090401530265808,-0.7626953125,-0.6399739384651184,-0.44264915585517883,-0.3523763120174408,-0.1759207546710968
2228,Which best represents the path of an impulse over a reflex arc?,"interneuron, afferent neuron, efferent neuron, receptor, effector","effector, sensory neuron, afferent neuron, interneuron, receptor","sensory neuron, interneuron, afferent neuron, efferent neuron, effector","sensory neuron, afferent neuron, interneuron, efferent neuron, receptor","receptor, efferent neuron, interneuron, afferent neuron, affector","efferent neuron, interneuron, afferent neuron, receptor, effector","receptor, afferent neuron, efferent neuron, interneuron, effector","receptor, efferent neuron, afferent neuron, interneuron, effector","afferent neuron, receptor, efferent neuron, interneuron, effector","receptor, afferent neuron, interneuron, efferent neuron, effector",J,9,psychology,ori_mmlu-high_school_psychology,,test,-3.3993966579437256,-0.05150600996884433,-7.625,-7.5625,-7.1875,-6.7890625,-5.9921875,-5.5223212242126465,-5.0166015625,-4.484700679779053,-4.0546875,-3.3973796367645264,-1.78125,-1.349609375,-1.1848958730697632,-1.009765625,-0.7757161259651184,-0.6413225531578064,-0.5257568359375,-0.4310981035232544,-0.34912109375,-0.222900390625
2311,What are three factors that influence our olfactory experience?,"Temperature, humidity, and light intensity","Sound intensity, pitch, and duration","Color, texture, and size of the substance","Volume, density, and mass of the substance","Altitude, air pressure, and geographic location","Quality, concentration, and rate of flow of the stimulus","Dietary habits, exercise frequency, and sleep patterns",,,,F,5,psychology,stemez-Psychology,,test,-3.6506142616271973,-0.05888087518753544,-11.6875,-9.625,-8.46875,-7.578125,-6.481249809265137,-5.709635257720947,-5.130580425262451,-4.52978515625,-4.050564289093018,-3.6485838890075684,-2.765625,-2.27734375,-2.0598957538604736,-1.7734375,-1.38671875,-1.0836588144302368,-0.8585379719734192,-0.688232421875,-0.552734375,-0.4384765625
6053,"Which of the following is not a reason for increased risk of vitamin or mineral deficiencies among older people in high income countries?
",Low income so decreased ability to purchase nutrient-rich foods,Decreased mobility and little time spend outdoors in the sunshine,Decreased intrinsic factor in the stomach,High nutrient requirements for tissue turnover,,,,,,,D,3,health,ori_mmlu-nutrition,,test,-2.5444164276123047,-0.023779592781423407,-8.28125,-7.1953125,-6.080357074737549,-5.404513835906982,-4.546875,-4.1261162757873535,-3.728271484375,-3.1931538581848145,-2.9022274017333984,-2.5435943603515625,-4.0859375,-2.822265625,-1.9023786783218384,-1.4629178047180176,-1.0547078847885132,-0.8645542860031128,-0.7133941650390625,-0.5316740274429321,-0.4168643057346344,-0.1962992399930954
3239,"In summer squash, spheroid fruit genes are dominant over genes for elongated fruit. A cross between two different homozygous spheroid-fruited varieties results in the following F_2: 89 disc62 spheroid11elongated Ascertain the fit of this data to a reasonable modified dihybrid ratio using chi-square analysis. Explain the pattern of inheritance, the F_1 genotype and phenotype, and the F_2 genotypes .",The pattern of inheritance is codominance at one locus and complete dominance at the other.,"The data fits a 15:1 ratio, suggesting that one gene is completely dominant over the other and that there is no interaction between genes.",The data fits a 3:1 ratio,The data fits a 9:6:1 ratio with a 90 percent probability. There is complete dominance at both gene loci. Interaction between two dominants produces a new disc phenotype.,The data fits a 12:3:1 ratio indicating dominant epistasis.,"The data fits a 9:3:3:1 ratio, which is the expected ratio for a typical dihybrid cross with no gene interaction.",There is incomplete dominance at both gene loci,Interaction between two recessive genes produces a new disc phenotype,The data fits a 1:2:1 ratio suggesting incomplete dominance and no epistasis.,The F_2 genotypes indicate multiple alleles are involved at one gene locus.,D,3,biology,stemez-Genetics,,test,-2.689893960952759,-0.010631991940524738,-12.48611068725586,-8.988487243652344,-7.2433037757873535,-5.966282844543457,-5.06884765625,-4.411252975463867,-3.8124125003814697,-3.38655161857605,-3.0022966861724854,-2.6898815631866455,-4.72743034362793,-3.1237664222717285,-2.3043386936187744,-1.7137210369110107,-1.3417218923568726,-1.100488543510437,-0.8859216570854187,-0.7303571105003357,-0.5822051167488098,-0.4440441131591797
8886,What is the probability of a Type II error when a hypothesis test is being conducted at the 10% significance level (α = 0.10)?,0.80,0.01,0.50,0.20,1.00,0.001,There is insufficient information to answer this question.,0.05,0.90,0.10,G,6,math,ori_mmlu-high_school_statistics,,test,-1.3375113010406494,-0.011431720521714952,-4.8125,-4.153645992279053,-3.5416667461395264,-3.0319011211395264,-2.51953125,-2.194798469543457,-1.9260920286178589,-1.7074023485183716,-1.5282679796218872,-1.3372344970703125,-1.4739583730697632,-1.0221353769302368,-0.7409939169883728,-0.5518086552619934,-0.39228057861328125,-0.2911248505115509,-0.21085427701473236,-0.14453613758087158,-0.0786873921751976,0.023189544677734375
3640,Radiation from an X-ray source consists of two components of wavelengths $154.433 \mathrm{pm}$ and $154.051 \mathrm{pm}$. Calculate the difference in glancing angles $(2 \theta)$ of the diffraction lines arising from the two components in a diffraction pattern from planes of separation $77.8 \mathrm{pm}$.,2.84 ${\circ}$,3.58 ${\circ}$,3.26 ${\circ}$,1.75 ${\circ}$,2.14 ${\circ}$,1.42 ${\circ}$,5.00 ${\circ}$,4.12 ${\circ}$,0.98 ${\circ}$,6.28 ${\circ}$,E,4,chemistry,scibench-matter,,test,-1.8670916557312012,-0.009826798188058953,-6.359375,-5.1171875,-4.4375,-3.9365234375,-3.465510606765747,-3.0345184803009033,-2.669407844543457,-2.3521859645843506,-2.0969414710998535,-1.8670740127563477,-2.7451171875,-1.94140625,-1.4572347402572632,-1.106292724609375,-0.8474656939506531,-0.6807836294174194,-0.5510210990905762,-0.43524640798568726,-0.31563034653663635,-0.18299828469753265
5531,"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",94%,54%,64%,4%,84%,14%,74%,24%,44%,34%,F,5,other,ori_mmlu-global_facts,,test,-2.7692458629608154,-0.02797218043394763,-11.5,-8.90625,-7.533854007720947,-6.494140625,-5.347301006317139,-4.639723777770996,-4.040787696838379,-3.574678421020508,-3.2020134925842285,-2.7671384811401367,-3.6484375,-2.66015625,-2.1015625,-1.6915283203125,-1.2228337526321411,-1.01806640625,-0.8628580570220947,-0.7340590357780457,-0.6260536313056946,-0.43441495299339294
11045, Which of the following potentially morally relevant differences between Fred's behavior and the behavior of the consumers of factory-raised meat does Norcross not discuss?,"Fred's behavior involves the suffering of puppies, whereas the behavior of meat-eaters ""merely"" involves the suffering of chickens, pigs, cows, calves, sheep, and the like.","The suffering of the puppies is necessary for gustatory pleasure, whereas the suffering of animals on factory farms is simply a by-product of the conditions dictated by economic considerations.","Fred could prevent the suffering of the puppies, whereas meat-eaters can't prevent the suffering of the animals they consume.",none of the above,,,,,,,D,3,philosophy,ori_mmlu-moral_disputes,,test,-3.7905609607696533,-0.029613757506012917,-12.78125,-10.712499618530273,-9.4375,-7.90625,-6.838169574737549,-6.2060546875,-5.429276466369629,-4.7927021980285645,-4.245273590087891,-3.7952444553375244,-2.65625,-2.0250000953674316,-1.53564453125,-1.1416126489639282,-0.8777901530265808,-0.7335205078125,-0.5593132972717285,-0.4038529694080353,-0.26273438334465027,-0.0947963148355484
3950,"A chemist decides to prepare some chlorine gas by the following reaction: MnO_2 + 4HCl \rightarrow MnCl_2 + 2H_2 O + Cl_2 \uparrow If he uses 100 g of MnO_2, what is the maximum volume of chlorine gas that can be obtained at standard temperature and pressure (STP)?",75.3 liters,15.0 liters,11.2 liters,86.9 liters,40.7 liters,22.4 liters,25.8 liters,34.5 liters,100 liters,50.0 liters,G,6,chemistry,stemez-Chemistry,,test,-1.2664724588394165,-0.0064947305581508534,-6.200892925262451,-4.6697916984558105,-3.63043475151062,-3.031770944595337,-2.5047285556793213,-2.1058509349823,-1.8359743356704712,-1.597852349281311,-1.4129325151443481,-1.266134262084961,-4.2734375,-2.3873698711395264,-1.57139253616333,-1.1958191394805908,-0.9243115782737732,-0.7374492883682251,-0.6092425584793091,-0.48541259765625,-0.36785003542900085,-0.2482093721628189
9688,"A vessel contains $1.15 \mathrm{~g}$ liq $\mathrm{H}_2 \mathrm{O}$ in equilibrium with water vapor at $30 .{ }^{\circ} \mathrm{C}$. At this temperature, the vapor pressure of $\mathrm{H}_2 \mathrm{O}$ is 31.82 torr. What volume increase is necessary for all the water to evaporate?
",58.6 L,21.4 L,32.5 $\mathrm{~L}$,45.2 $\mathrm{~L}$,25.7 $\mathrm{~L}$,12.8 L,54.1 L,37.9$\mathrm{~L}$,29.3 L,40.7 L,H,7,physics,scibench-thermo,,test,-1.318108320236206,-0.006829576788788632,-6.748263835906982,-4.785590171813965,-3.8260996341705322,-3.1388888359069824,-2.5934462547302246,-2.188042640686035,-1.912207841873169,-1.6481314897537231,-1.4650057554244995,-1.3185051679611206,-4.598090171813965,-2.6848957538604736,-1.8256632089614868,-1.3658125400543213,-1.0837008953094482,-0.8828204274177551,-0.7427771687507629,-0.5931456089019775,-0.47262534499168396,-0.35335761308670044
7488,Which of the following statements is correct in regard to the federal budget deficit and the federal debt?,The debt is the sum of all past and future deficits.,When the debt is positive the deficit decreases.,When the deficit is negative the debt decreases.,The deficit is the accumulation of past debts.,When the debt is negative the deficit decreases.,The deficit is the accumulation of future debts.,The deficit and the debt are always equal.,When the deficit is positive the debt decreases.,When the debt is positive the deficit increases.,When the debt is negative the deficit increases.,C,2,economics,ori_mmlu-high_school_macroeconomics,,test,-2.0258302688598633,-0.024117027010236467,-7.65625,-5.307291507720947,-4.284375190734863,-3.765625,-3.360243082046509,-3.202343702316284,-2.8828125,-2.5906808376312256,-2.277435302734375,-2.0256805419921875,-2.53125,-1.1451822519302368,-0.6982177495956421,-0.4856393039226532,-0.3533596396446228,-0.3034729063510895,-0.1933237761259079,-0.0814426988363266,0.022487640380859375,0.154754638671875
1544,"A state enacted a statute that authorized the payment of state funds to any private institution of higher learning within the state that meets certain minimum criteria and refrains from awarding only seminarian or theological degrees. The aid is in the form of annual subsidies to qualified institutions. The grants are non-categorical but may not, under an added provision, be utilized by the institutions for sectarian purposes. A state agency determines the eligibility of applicant institutions. Eight state taxpayers, all avowed atheists, bring suit in federal court to enjoin the payments of subsidies under the statute to all church-affiliated institutions in the state. The federal district court will most likely",uphold the validity of the statute as a valid exercise of the state's power to subsidize education.,dismiss the action for lack of standing.,invalidate the statute on the grounds of separation of church and state.,invalidate the statute as a valid exercise of the state's power to subsidize education.,uphold the validity of the statute but prohibit the subsidies to church-affiliated institutions.,invalidate the statute as violative of the establishment clause.,dismiss the action because the plaintiffs are not directly affected by the statute.,uphold the validity of the statute as violative of the establishment clause.,uphold the validity of the statute as nonviolative of the establishment clause.,dismiss the action on the basis that the statute does not promote a specific religion.,I,8,law,ori_mmlu-professional_law,,test,-2.6668083667755127,-0.0069088299657396705,-8.822916984558105,-7.224999904632568,-6.271381378173828,-5.541250228881836,-4.858382701873779,-4.244654655456543,-3.760653495788574,-3.329014539718628,-2.9675121307373047,-2.6664912700653076,-2.4967448711395264,-1.9206249713897705,-1.4585732221603394,-1.12884521484375,-0.8719637393951416,-0.6699748635292053,-0.522728681564331,-0.39047151803970337,-0.26997777819633484,-0.15951129794120789
4969,"What made it possible to recover the nearly intact finely-made wooden spears from a 300,000-year-old site at Schöningen, Germany?",The soil was waterlogged and provided conditions that allowed for the preservation of organic material.,"The spears were encased in amber, preserving them for thousands of years.","The site was frozen in ice, which preserved the wooden spears.","The wooden spears were placed in a cache of artifacts in plain sight, where archaeologists would eventually find them.","The spears were kept in a dry, desert-like environment, which preserved them.","The wooden spears were fossilized over time, preserving their original form.","The soil was highly acidic and aerobic, which offers excellent preservation for organic artifacts.",The spears were preserved due to the high salt content in the soil.,The spears were coated with a layer of resin which has preserved them.,"The wooden spears were covered with dried blood mixed with charcoal and mud, which allows for the preservation of wood.",A,0,history,ori_mmlu-prehistory,,test,-2.9977946281433105,-0.025405039221553478,-11.375,-9.755208015441895,-7.954861164093018,-6.59495210647583,-5.759765625,-5.063939094543457,-4.277004241943359,-3.799842357635498,-3.411983013153076,-2.9988791942596436,-2.4114582538604736,-2.0546875,-1.5501302480697632,-1.078843355178833,-0.8659477233886719,-0.7018753886222839,-0.53132164478302,-0.42479294538497925,-0.3227265477180481,-0.16689416766166687
3603,"When a current of 5.36 A is passed for 30 min. through an electro-lytic cell containing a solution of a zinc salt, it is found that 3.27g of zinc metal is deposited at the cathode. What is the equivalent weight of zinc in the salt?",27.7g,31.7g,35.7g,36.7g,34.7g,32.7g,33.7g,30.7g,28.7g,29.7g,F,5,chemistry,stemez-Chemistry,,test,-1.4465010166168213,-0.00882012815010257,-5.557291507720947,-4.305989742279053,-3.649305582046509,-3.044687509536743,-2.6568801403045654,-2.339104652404785,-2.0295631885528564,-1.809667944908142,-1.6241891384124756,-1.4470118284225464,-2.171875,-1.5159505605697632,-1.0327554941177368,-0.699169933795929,-0.5206889510154724,-0.3813014626502991,-0.2545887231826782,-0.1644287109375,-0.0824977308511734,0.009816003032028675
4316,The density of concentrated sulfuric acid is 1.85 g/ml. What volume of the acid would weigh 74.0 g?,45.0 ml,50.0 ml,37.0 ml,75.0 ml,20.0 ml,65.0 ml,70.0 ml,55.0 ml,60.0 ml,40.0 ml,J,9,chemistry,stemez-Chemistry,,test,-1.6935398578643799,-0.01801638146664234,-7.75,-5.525000095367432,-4.533203125,-3.8757102489471436,-3.24609375,-2.7897517681121826,-2.426806688308716,-2.1291396617889404,-1.8901273012161255,-1.695131540298462,-2.8359375,-2.0171875953674316,-1.53271484375,-1.1680575609207153,-0.9030413031578064,-0.7057099938392639,-0.5477050542831421,-0.41843581199645996,-0.30224609375,-0.19016028940677643
4295,The pressure in interplanetary space is estimated to be of the order of 10^-16torr. This corresponds to a density of about 4 molecules per cubic centimeter. What temperature must be assigned to the molecules in interplanetary space for this to be true?,50°C,273°C,3°C,-273°C,20°C,- 31°C,-100°C,100°C,-40°C,0°C,F,5,chemistry,stemez-Chemistry,,test,-1.8953440189361572,-0.011486933448097923,-7.668749809265137,-5.963068008422852,-4.831801414489746,-4.216619491577148,-3.6280691623687744,-3.102653980255127,-2.742487907409668,-2.3942058086395264,-2.1168906688690186,-1.8948781490325928,-2.7125000953674316,-1.7945667505264282,-1.2265912294387817,-0.9325117468833923,-0.7052220106124878,-0.5439201593399048,-0.4282633364200592,-0.3070990741252899,-0.20303165912628174,-0.10607053339481354
9645,The electric flux through a spherical surface is  $4.0\times 10^4 N \cdot m^2/C$. What is the net charge enclosed by the surface?,2.65e-07,7.10e-07,2.30e-07,8.45e-07,5.67e-07,1.00e-07,4.80e-07,1.25e-07,3.54e-07,6.22e-07,I,8,physics,theoremQA-Physics,,test,-1.3406306505203247,-0.011458381628378844,-6.828125,-4.5245537757873535,-3.4460227489471436,-3.01171875,-2.552734375,-2.182528495788574,-1.9592187404632568,-1.7048760652542114,-1.5021787881851196,-1.340201735496521,-4.29296875,-1.9842355251312256,-1.234818935394287,-0.9346749186515808,-0.6700575351715088,-0.4810236096382141,-0.36814454197883606,-0.24887190759181976,-0.1504054218530655,-0.0542256124317646
290,"On October 17, Thomas Long purchased two $1,000 bonds, bearing 6% interest payable January 1 and July 1, at 98. Find his total cost, and the net proceeds to the seller. Assume a brokerage fee of $5 per bond.","$2,006 and $1,996","$1,990 and $1,970","$2,015 and $1,995","$2,006 and $1,986","$2,020 and $2,000","$2,010 and $1,980","$1,960 and $1,986","$2,000 and $1,970","$1,995 and $1,975","$1,980 and $1,960",D,3,business,stemez-Business,,test,-2.2882983684539795,-0.01378492993044566,-8.262499809265137,-6.940340995788574,-5.766544342041016,-4.8933424949646,-4.227909564971924,-3.6738839149475098,-3.2372331619262695,-2.8612241744995117,-2.5440282821655273,-2.28570818901062,-3.012500047683716,-2.1168324947357178,-1.5556066036224365,-1.19193434715271,-0.9312007427215576,-0.7439156770706177,-0.6027042865753174,-0.473901629447937,-0.3524457812309265,-0.2353670746088028
2611,Discuss the relationship between punishment and extinction.,Extinction can only occur after a behavior has been punished sufficiently,Extinction is a form of punishment used to change behavior,Punishment is necessary for extinction to occur,Punishment and extinction work synergistically to eliminate behaviors,Punishment replaces the need for extinction in behavior modification,The combination of punishment and extinction speeds up behavior change,The use of punishment in conjunction with extinction may actually decrease the effectiveness of the extinction procedure.,Extinction is a more severe form of punishment than traditional methods,Punishment has no impact on the process of extinction,Punishment enhances the effectiveness of extinction,G,6,psychology,stemez-Psychology,,test,-3.537111282348633,-0.05614462352934338,-9.6875,-9.6875,-9.5625,-9.5625,-7.505208492279053,-6.05859375,-6.05859375,-4.904687404632568,-4.118001461029053,-3.5341098308563232,-1.703125,-1.703125,-1.318359375,-1.318359375,-0.9064127802848816,-0.6380615234375,-0.6380615234375,-0.43388670682907104,-0.2782389223575592,-0.0855887308716774
8162,Find the sum of all integers $k$ such that $\binom{23}{4} + \binom{23}{5} = \binom{24}{k}$.,5,3,20,22,19,24,26,23,21,25,F,5,math,ori_mmlu-high_school_mathematics,,test,-0.8675636053085327,-0.010844545066356659,-3.96484375,-3.173828125,-2.4596354961395264,-2.015869140625,-1.6741211414337158,-1.4239501953125,-1.2324916124343872,-1.082275390625,-0.9635306596755981,-0.8671776056289673,-1.60546875,-0.8969211578369141,-0.5714988708496094,-0.39548206329345703,-0.27849501371383667,-0.18898837268352509,-0.10883712768554688,-0.037798404693603516,0.023313309997320175,0.08318901062011719
2769,Job satisfaction is an accurate predictor of:,employee turnover but not job performance.,neither job performance nor health.,job performance but not health.,neither health nor employee turnover.,health but not job performance.,both job performance and health.,salary increments but not job performance.,employee turnover and health.,health and employee turnover.,job performance and absenteeism.,E,4,psychology,ori_mmlu-professional_psychology,,test,-3.3569672107696533,-0.06455706174557026,-9.75,-9.75,-8.1875,-8.1875,-6.369791507720947,-5.32421875,-5.32421875,-4.478125095367432,-3.9114582538604736,-3.3570730686187744,-3.125,-3.125,-1.6982421875,-1.6982421875,-1.0758463144302368,-0.681884765625,-0.681884765625,-0.4306640625,-0.23193359375,-0.0743582621216774
9117,A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,air resistance is always zero in free fall.,volume of both rocks is the same.,force due to gravity is the same on each.,gravitational constant is the same for both rocks.,force due to gravity is zero in free fall.,ratio of force to mass is the same.,inertia of both rocks is the same.,weight of both rocks is the same.,density of both rocks is the same.,mass of both rocks is the same.,F,5,physics,ori_mmlu-conceptual_physics,,test,-2.274998188018799,-0.02049547917134053,-8.197916984558105,-6.822916507720947,-5.548611164093018,-4.755208492279053,-4.1484375,-3.642578125,-3.1981027126312256,-2.83148193359375,-2.5235912799835205,-2.2740559577941895,-2.859375,-1.5999349355697632,-1.04693603515625,-0.7471974492073059,-0.5586303472518921,-0.4193013608455658,-0.2942039966583252,-0.19330088794231415,-0.10368064790964127,-0.01753133162856102
